Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,57.0,55.0,51.0,49.0,61.0,56.0,51.0
1,58.0,53.0,52.0,50.0,57.0,57.0,53.0
2,58.0,54.0,54.0,45.0,56.0,57.0,52.0
3,59.0,65.0,58.0,55.0,67.0,58.0,52.0
4,58.0,60.0,59.0,57.0,63.0,57.0,59.0
5,61.0,61.0,60.0,52.0,63.0,60.0,58.0
6,59.0,65.0,56.0,51.0,63.0,58.0,51.0
7,59.0,56.0,55.0,56.0,62.0,58.0,59.0
8,60.0,57.0,56.0,51.0,62.0,59.0,58.0
9,61.0,58.0,56.0,59.0,64.0,60.0,61.0
10,60.0,57.0,56.0,54.0,60.0,59.0,62.0
11,58.0,60.0,58.0,54.0,60.0,57.0,57.0
12,60.0,63.0,57.0,61.0,64.0,59.0,64.0
13,59.0,58.0,57.0,57.0,60.0,58.0,65.0
14,61.0,61.0,59.0,56.0,60.0,60.0,60.0
15,59.0,56.0,56.0,60.0,61.0,58.0,63.0
16,58.0,55.0,56.0,56.0,57.0,57.0,64.0
17,60.0,58.0,58.0,55.0,56.0,59.0,59.0
18,69.0,72.0,61.0,54.0,68.0,68.0,52.0
19,60.0,61.0,59.0,62.0,68.0,59.0,60.0
20,66.0,60.0,63.0,57.0,68.0,65.0,59.0
21,69.0,72.0,62.0,54.0,68.0,68.0,52.0
22,60.0,61.0,58.0,62.0,68.0,59.0,60.0
23,66.0,60.0,63.0,57.0,68.0,65.0,59.0
24,63.0,65.0,62.0,64.0,67.0,62.0,62.0
25,60.0,64.0,63.0,59.0,65.0,59.0,63.0
26,60.0,61.0,60.0,60.0,65.0,59.0,62.0
27,70.0,70.0,64.0,67.0,67.0,69.0,65.0
28,63.0,65.0,62.0,62.0,65.0,62.0,66.0
29,62.0,62.0,62.0,63.0,65.0,61.0,65.0
30,69.0,63.0,63.0,66.0,67.0,68.0,64.0
31,64.0,62.0,59.0,61.0,62.0,63.0,65.0
32,60.0,60.0,61.0,62.0,63.0,59.0,64.0
33,68.0,68.0,62.0,50.0,64.0,67.0,51.0
34,60.0,56.0,54.0,58.0,64.0,59.0,59.0
35,61.0,58.0,59.0,53.0,64.0,60.0,58.0
36,63.0,65.0,62.0,60.0,64.0,62.0,61.0
37,58.0,60.0,59.0,59.0,65.0,57.0,62.0
38,59.0,59.0,60.0,60.0,65.0,58.0,62.0
39,70.0,70.0,64.0,63.0,64.0,69.0,64.0
40,63.0,61.0,59.0,62.0,65.0,62.0,65.0
41,62.0,60.0,62.0,62.0,65.0,61.0,65.0
42,69.0,63.0,63.0,62.0,63.0,68.0,63.0
43,64.0,58.0,58.0,61.0,62.0,63.0,64.0
44,60.0,57.0,61.0,61.0,61.0,59.0,64.0
45,59.0,53.0,56.0,61.0,64.0,58.0,61.0
46,58.0,58.0,59.0,56.0,60.0,57.0,62.0
47,58.0,59.0,57.0,57.0,60.0,57.0,57.0
48,60.0,58.0,57.0,64.0,64.0,59.0,64.0
49,63.0,59.0,61.0,59.0,60.0,62.0,65.0
50,60.0,60.0,58.0,60.0,60.0,59.0,60.0
51,59.0,53.0,56.0,63.0,64.0,58.0,63.0
52,59.0,56.0,60.0,58.0,60.0,58.0,64.0
53,59.0,59.0,56.0,59.0,60.0,58.0,59.0
54,60.0,58.0,56.0,64.0,64.0,59.0,64.0
55,64.0,62.0,60.0,59.0,59.0,63.0,65.0
56,60.0,60.0,57.0,60.0,60.0,58.0,61.0
57,58.0,58.0,57.0,63.0,64.0,57.0,64.0
58,63.0,57.0,59.0,58.0,60.0,62.0,65.0
59,60.0,60.0,57.0,59.0,60.0,59.0,60.0
60,57.0,51.0,55.0,58.0,59.0,56.0,63.0
61,59.0,52.0,56.0,55.0,56.0,58.0,64.0
62,59.0,57.0,56.0,53.0,54.0,58.0,59.0
63,68.0,71.0,68.0,51.0,66.0,67.0,50.0
64,60.0,63.0,62.0,61.0,68.0,59.0,59.0
65,65.0,64.0,67.0,56.0,68.0,64.0,58.0
66,68.0,71.0,69.0,52.0,67.0,67.0,51.0
67,60.0,63.0,62.0,61.0,68.0,59.0,59.0
68,65.0,64.0,67.0,56.0,68.0,64.0,58.0
69,62.0,66.0,69.0,63.0,66.0,61.0,61.0
70,59.0,63.0,64.0,64.0,66.0,58.0,62.0
71,59.0,61.0,62.0,65.0,66.0,58.0,62.0
72,69.0,71.0,71.0,66.0,66.0,68.0,64.0
73,62.0,64.0,66.0,67.0,65.0,61.0,65.0
74,61.0,62.0,63.0,67.0,65.0,60.0,65.0
75,68.0,64.0,70.0,65.0,66.0,67.0,63.0
76,63.0,61.0,65.0,66.0,66.0,62.0,64.0
77,60.0,59.0,62.0,66.0,66.0,59.0,64.0
78,67.0,67.0,69.0,50.0,65.0,66.0,50.0
79,60.0,59.0,61.0,57.0,66.0,59.0,59.0
80,61.0,63.0,64.0,54.0,66.0,60.0,58.0
81,62.0,66.0,69.0,62.0,65.0,61.0,61.0
82,57.0,59.0,64.0,64.0,66.0,56.0,62.0
83,58.0,62.0,61.0,65.0,66.0,57.0,62.0
84,69.0,71.0,71.0,65.0,65.0,68.0,64.0
85,62.0,60.0,66.0,67.0,65.0,61.0,65.0
86,61.0,63.0,63.0,67.0,65.0,60.0,65.0
87,68.0,64.0,70.0,64.0,65.0,67.0,63.0
88,63.0,57.0,65.0,66.0,66.0,62.0,64.0
89,60.0,60.0,61.0,66.0,66.0,59.0,64.0
90,58.0,54.0,58.0,62.0,64.0,57.0,60.0
91,57.0,59.0,60.0,58.0,60.0,56.0,61.0
92,58.0,60.0,60.0,62.0,60.0,57.0,57.0
93,59.0,59.0,61.0,65.0,64.0,58.0,63.0
94,62.0,60.0,64.0,61.0,60.0,61.0,64.0
95,60.0,61.0,61.0,65.0,60.0,59.0,60.0
96,58.0,54.0,59.0,64.0,64.0,57.0,62.0
97,58.0,57.0,60.0,60.0,60.0,57.0,63.0
98,59.0,60.0,60.0,64.0,60.0,58.0,59.0
99,59.0,59.0,61.0,65.0,64.0,58.0,63.0
100,63.0,63.0,65.0,61.0,59.0,62.0,64.0
101,59.0,60.0,60.0,65.0,59.0,58.0,60.0
102,59.0,59.0,59.0,64.0,64.0,58.0,63.0
103,62.0,60.0,64.0,60.0,60.0,61.0,64.0
104,59.0,61.0,61.0,64.0,60.0,58.0,60.0
105,58.0,52.0,58.0,63.0,64.0,57.0,62.0
106,58.0,53.0,60.0,58.0,58.0,57.0,63.0
107,59.0,58.0,60.0,58.0,59.0,58.0,59.0
108,63.0,58.0,65.0,46.0,61.0,62.0,46.0
109,56.0,54.0,57.0,51.0,62.0,55.0,54.0
110,57.0,59.0,60.0,50.0,62.0,56.0,53.0
111,58.0,62.0,65.0,58.0,61.0,57.0,56.0
112,54.0,57.0,60.0,60.0,62.0,53.0,57.0
113,54.0,62.0,59.0,61.0,62.0,53.0,57.0
114,65.0,67.0,67.0,61.0,61.0,64.0,59.0
115,61.0,58.0,62.0,63.0,61.0,60.0,60.0
116,61.0,63.0,61.0,63.0,61.0,60.0,60.0
117,64.0,60.0,66.0,60.0,61.0,63.0,58.0
118,60.0,55.0,61.0,62.0,62.0,59.0,59.0
119,60.0,60.0,60.0,62.0,62.0,59.0,59.0
120,53.0,54.0,57.0,58.0,60.0,52.0,55.0
121,53.0,55.0,58.0,58.0,60.0,52.0,57.0
122,58.0,56.0,60.0,62.0,60.0,57.0,57.0
123,59.0,59.0,58.0,61.0,60.0,58.0,58.0
124,57.0,56.0,60.0,61.0,60.0,56.0,60.0
125,60.0,57.0,61.0,65.0,60.0,59.0,60.0
126,58.0,54.0,57.0,60.0,60.0,57.0,57.0
127,57.0,53.0,59.0,60.0,60.0,56.0,59.0
128,59.0,56.0,60.0,64.0,60.0,58.0,59.0
129,59.0,59.0,57.0,61.0,60.0,57.0,59.0
130,60.0,59.0,61.0,61.0,59.0,59.0,59.0
131,59.0,56.0,60.0,65.0,59.0,58.0,60.0
132,59.0,59.0,58.0,60.0,60.0,58.0,58.0
133,57.0,56.0,60.0,60.0,60.0,56.0,60.0
134,58.0,57.0,61.0,64.0,60.0,57.0,60.0
135,58.0,52.0,57.0,59.0,60.0,57.0,57.0
136,56.0,49.0,56.0,56.0,56.0,55.0,59.0
137,59.0,54.0,60.0,56.0,56.0,58.0,59.0
138,53.0,45.0,56.0,55.0,58.0,52.0,55.0
139,57.0,50.0,59.0,51.0,53.0,56.0,55.0
140,55.0,50.0,57.0,54.0,53.0,54.0,54.0
141,55.0,49.0,57.0,58.0,58.0,54.0,58.0
142,59.0,51.0,60.0,54.0,53.0,58.0,58.0
143,57.0,51.0,59.0,57.0,53.0,56.0,58.0
144,53.0,45.0,56.0,57.0,58.0,52.0,57.0
145,58.0,50.0,59.0,53.0,53.0,57.0,57.0
146,55.0,49.0,57.0,56.0,53.0,54.0,56.0
147,55.0,48.0,57.0,58.0,58.0,54.0,59.0
148,60.0,54.0,62.0,54.0,52.0,59.0,60.0
149,57.0,54.0,59.0,57.0,53.0,56.0,61.0
150,54.0,49.0,57.0,58.0,58.0,53.0,58.0
151,57.0,51.0,60.0,53.0,53.0,56.0,59.0
152,56.0,54.0,58.0,57.0,53.0,55.0,60.0
153,53.0,44.0,55.0,57.0,58.0,54.0,57.0
154,58.0,48.0,59.0,52.0,53.0,57.0,57.0
155,55.0,49.0,56.0,56.0,53.0,54.0,56.0
156,54.0,49.0,56.0,58.0,58.0,53.0,58.0
157,60.0,54.0,62.0,53.0,51.0,59.0,59.0
158,56.0,53.0,58.0,57.0,53.0,55.0,60.0
159,54.0,49.0,56.0,58.0,58.0,53.0,59.0
160,60.0,54.0,59.0,53.0,52.0,59.0,60.0
161,55.0,54.0,57.0,57.0,53.0,54.0,61.0
162,53.0,49.0,56.0,57.0,58.0,53.0,58.0
163,57.0,50.0,58.0,52.0,53.0,56.0,59.0
164,54.0,54.0,57.0,56.0,53.0,53.0,60.0
165,52.0,42.0,53.0,53.0,54.0,51.0,57.0
166,53.0,44.0,55.0,48.0,48.0,52.0,57.0
167,54.0,47.0,55.0,48.0,49.0,53.0,52.0
