,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
gurobi time,2610.9,1286.15,75.06,3600.03,3601.58,751.1,1402.29,3600.11,3600.11,3600.02,1715.38,3600.01,3600.09,310.71,2943.84,595.45,1717.16,493.89,823.38,182.62,3600.13,2703.03,2265.85,3600.12,3600.13,3600.08,3600.23,3600.05,3600.01,3600.07,3600.05,354.45,3600.04,369.23,1326.79,3600.09,1132.97,2105.89,1554.59,123.22,1205.11,3600.03,3600.21,3352.0,3600.08,1783.17,3600.29,511.75,3600.18,107.68,75.06,2814.82,2422.93,3601.58,3600.67,3600.38,3600.02,3600.53,1728.72,3600.14,276.48,113.28,3600.6,3600.35,3600.28,1005.86,3600.11,3600.17,3600.17,1413.53,3600.19,3600.03,1786.63,3600.08,3600.09,3600.12,3600.09,3600.49,897.14,3600.29,3600.05,702.23,2553.73,975.3,3600.24,3600.13,3600.52,1276.2,3600.03,3600.08,3600.06,3600.49,3600.06,3600.05,513.89,3600.02,3600.03,1435.44,3600.06,2317.02,3600.29,3071.49,3600.07,668.17,3600.02
total time,2615.75,1286.32,80.72,3603.38,3614.73,754.65,1405.5,3605.23,3602.78,3602.8,1720.87,3605.21,3605.24,315.9,2949.01,600.48,1722.33,496.83,828.68,187.75,3602.92,2706.13,2271.17,3605.37,3605.13,3605.7,3605.95,3605.31,3605.21,3602.82,3605.55,359.63,3605.16,374.31,1329.66,3604.07,1135.64,2109.13,1557.48,128.68,1208.58,3605.81,3606.98,3358.6,3606.1,1789.07,3604.37,515.91,3604.28,115.57,80.72,2819.31,2429.32,3614.73,3607.28,3606.41,3605.78,3606.69,1733.92,3605.61,281.86,118.69,3606.09,3604.33,3604.37,1010.81,3605.15,3603.23,3605.63,1419.26,3606.21,3605.45,1791.71,3603.23,3605.82,3605.73,3605.73,3606.5,900.19,3603.79,3604.3,706.98,2557.77,978.57,3605.41,3602.83,3603.53,1281.32,3605.2,3605.26,3605.24,3605.79,3605.3,3605.27,517.11,3605.21,3605.14,1438.39,3605.28,2320.13,3605.33,3074.38,3605.46,673.23,3604.98
result,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
status,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
