Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,31.0,30.0,31.0,32.0,32.0,29.0,28.0,35.0,30.0,33.0,30.0,35.0
1,32.0,31.0,32.0,32.0,33.0,33.0,30.0,36.0,33.0,36.0,33.0,36.0
2,32.0,31.0,33.0,36.0,35.0,31.0,30.0,36.0,31.0,36.0,31.0,36.0
3,32.0,31.0,32.0,31.0,35.0,29.0,30.0,35.0,30.0,34.0,30.0,35.0
4,33.0,32.0,33.0,32.0,36.0,33.0,31.0,37.0,33.0,37.0,33.0,37.0
5,33.0,34.0,36.0,35.0,37.0,31.0,31.0,37.0,31.0,37.0,31.0,37.0
6,32.0,30.0,32.0,32.0,32.0,30.0,29.0,35.0,30.0,35.0,30.0,35.0
7,33.0,31.0,33.0,32.0,33.0,33.0,31.0,38.0,33.0,37.0,33.0,37.0
8,33.0,33.0,35.0,35.0,35.0,31.0,31.0,37.0,31.0,37.0,31.0,37.0
9,35.0,39.0,39.0,37.0,39.0,34.0,35.0,35.0,34.0,35.0,34.0,35.0
10,35.0,36.0,36.0,38.0,36.0,35.0,34.0,35.0,35.0,35.0,35.0,35.0
11,36.0,36.0,36.0,39.0,37.0,35.0,34.0,37.0,36.0,37.0,36.0,37.0
12,34.0,38.0,38.0,39.0,38.0,33.0,34.0,34.0,33.0,34.0,33.0,34.0
13,34.0,35.0,36.0,40.0,37.0,34.0,33.0,38.0,34.0,37.0,34.0,37.0
14,35.0,35.0,36.0,41.0,38.0,34.0,33.0,38.0,35.0,38.0,35.0,38.0
15,31.0,33.0,33.0,32.0,33.0,32.0,29.0,33.0,33.0,33.0,33.0,33.0
16,32.0,34.0,34.0,33.0,34.0,33.0,30.0,39.0,33.0,38.0,33.0,38.0
17,33.0,34.0,34.0,36.0,38.0,33.0,31.0,39.0,33.0,39.0,33.0,39.0
18,32.0,32.0,32.0,31.0,35.0,29.0,29.0,34.0,29.0,33.0,29.0,34.0
19,33.0,32.0,33.0,31.0,37.0,32.0,31.0,36.0,32.0,36.0,32.0,36.0
20,35.0,34.0,36.0,35.0,37.0,31.0,32.0,37.0,31.0,37.0,31.0,37.0
21,32.0,31.0,33.0,31.0,35.0,30.0,30.0,34.0,30.0,34.0,30.0,34.0
22,33.0,32.0,34.0,32.0,36.0,33.0,30.0,37.0,33.0,36.0,33.0,37.0
23,35.0,33.0,35.0,35.0,37.0,31.0,32.0,36.0,31.0,36.0,31.0,36.0
24,39.0,40.0,40.0,37.0,40.0,33.0,38.0,34.0,33.0,34.0,33.0,34.0
25,36.0,37.0,38.0,38.0,38.0,35.0,35.0,37.0,35.0,37.0,35.0,37.0
26,37.0,39.0,39.0,38.0,39.0,35.0,35.0,37.0,35.0,37.0,35.0,37.0
27,38.0,39.0,39.0,39.0,39.0,32.0,37.0,33.0,32.0,33.0,32.0,33.0
28,36.0,36.0,37.0,40.0,38.0,34.0,34.0,37.0,34.0,36.0,34.0,37.0
29,36.0,38.0,38.0,40.0,38.0,34.0,34.0,37.0,34.0,37.0,34.0,37.0
