Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,50.0,53.0,52.0,44.0,44.0,51.0,51.0,48.0,48.0,50.0,49.0,49.0,43.0,48.0,50.0,50.0
1,49.0,52.0,49.0,43.0,43.0,46.0,46.0,47.0,45.0,49.0,49.0,45.0,42.0,48.0,45.0,45.0
2,45.0,47.0,46.0,42.0,39.0,45.0,45.0,43.0,42.0,46.0,46.0,44.0,41.0,44.0,44.0,44.0
3,51.0,52.0,56.0,52.0,51.0,54.0,54.0,56.0,51.0,54.0,54.0,53.0,51.0,53.0,53.0,53.0
4,57.0,56.0,55.0,51.0,51.0,52.0,52.0,55.0,51.0,56.0,56.0,51.0,50.0,55.0,51.0,51.0
5,53.0,52.0,51.0,47.0,47.0,52.0,52.0,51.0,47.0,53.0,53.0,51.0,46.0,51.0,51.0,51.0
6,51.0,50.0,56.0,53.0,51.0,53.0,53.0,56.0,51.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0
7,57.0,56.0,55.0,51.0,51.0,53.0,52.0,55.0,51.0,57.0,57.0,52.0,50.0,56.0,52.0,51.0
8,53.0,52.0,51.0,48.0,47.0,53.0,53.0,51.0,47.0,54.0,54.0,52.0,47.0,52.0,52.0,52.0
9,54.0,53.0,50.0,48.0,48.0,55.0,55.0,49.0,49.0,55.0,55.0,54.0,47.0,54.0,54.0,54.0
10,53.0,53.0,48.0,47.0,47.0,49.0,49.0,47.0,48.0,53.0,53.0,48.0,46.0,52.0,48.0,48.0
11,49.0,50.0,46.0,43.0,43.0,49.0,49.0,43.0,45.0,50.0,50.0,48.0,42.0,48.0,48.0,48.0
12,55.0,55.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,54.0,54.0,54.0,54.0,54.0
13,52.0,52.0,54.0,53.0,53.0,48.0,48.0,53.0,54.0,52.0,52.0,47.0,52.0,51.0,48.0,48.0
14,48.0,50.0,51.0,50.0,50.0,49.0,49.0,50.0,51.0,50.0,50.0,48.0,49.0,48.0,48.0,48.0
15,51.0,51.0,56.0,52.0,51.0,55.0,55.0,55.0,52.0,53.0,53.0,54.0,51.0,54.0,54.0,54.0
16,48.0,48.0,54.0,49.0,49.0,48.0,48.0,53.0,50.0,49.0,49.0,47.0,48.0,47.0,49.0,49.0
17,45.0,51.0,51.0,49.0,46.0,49.0,49.0,50.0,47.0,50.0,50.0,48.0,48.0,48.0,48.0,48.0
18,58.0,57.0,58.0,51.0,58.0,53.0,53.0,58.0,58.0,53.0,53.0,52.0,50.0,52.0,52.0,52.0
19,56.0,55.0,56.0,50.0,56.0,52.0,52.0,56.0,56.0,55.0,55.0,51.0,49.0,54.0,51.0,51.0
20,52.0,51.0,53.0,46.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,50.0,45.0,50.0,51.0,50.0
21,59.0,58.0,59.0,52.0,59.0,52.0,52.0,59.0,59.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0
22,57.0,56.0,57.0,51.0,57.0,53.0,53.0,57.0,57.0,56.0,56.0,52.0,50.0,55.0,52.0,52.0
23,53.0,52.0,54.0,47.0,54.0,53.0,52.0,54.0,54.0,53.0,53.0,51.0,46.0,51.0,52.0,51.0
24,56.0,55.0,57.0,56.0,56.0,54.0,54.0,57.0,56.0,54.0,54.0,53.0,55.0,53.0,53.0,53.0
25,61.0,60.0,55.0,55.0,55.0,53.0,53.0,55.0,55.0,55.0,55.0,52.0,54.0,54.0,52.0,52.0
