Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,40,20,9,7,6,-3,0
0,1,40,20,9,7,6,-4,0
0,2,39,20,8,8,7,-5,0
0,3,38,20,8,7,6,-4,0
0,4,40,20,10,7,7,-3,0
0,5,37,20,8,7,6,-5,0
0,6,39,20,9,7,6,-5,0
0,7,37,20,9,7,6,-6,0
