Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
1,45.0,45.0,44.0,44.0,44.0,44.0,42.0,42.0,43.0,43.0
2,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
3,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
4,46.0,46.0,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0
5,46.0,46.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
6,43.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,43.0,43.0
7,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
8,44.0,44.0,45.0,45.0,44.0,44.0,44.0,44.0,45.0,45.0
9,43.0,43.0,44.0,44.0,43.0,43.0,42.0,42.0,43.0,43.0
10,47.0,47.0,45.0,45.0,44.0,44.0,44.0,44.0,45.0,45.0
11,48.0,48.0,44.0,44.0,44.0,44.0,48.0,48.0,48.0,48.0
12,42.0,42.0,43.0,43.0,43.0,43.0,41.0,41.0,42.0,42.0
13,46.0,46.0,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0
14,47.0,47.0,45.0,45.0,43.0,43.0,47.0,47.0,47.0,47.0
15,43.0,43.0,44.0,44.0,44.0,44.0,42.0,42.0,42.0,42.0
16,44.0,44.0,46.0,46.0,46.0,46.0,44.0,44.0,44.0,44.0
17,47.0,47.0,46.0,46.0,44.0,44.0,43.0,43.0,44.0,44.0
18,42.0,42.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0
19,46.0,46.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
20,47.0,47.0,47.0,47.0,47.0,47.0,43.0,43.0,44.0,44.0
21,43.0,43.0,42.0,42.0,42.0,42.0,41.0,41.0,43.0,43.0
