Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,54.0,54.0,55.0,55.0,55.0,54.0,55.0
1,55.0,55.0,55.0,55.0,55.0,55.0,55.0
2,54.0,54.0,55.0,55.0,55.0,54.0,55.0
3,54.0,54.0,55.0,55.0,55.0,55.0,55.0
4,54.0,54.0,54.0,54.0,54.0,56.0,54.0
5,53.0,53.0,55.0,55.0,55.0,55.0,55.0
6,55.0,55.0,54.0,54.0,54.0,55.0,54.0
7,54.0,54.0,55.0,55.0,55.0,57.0,55.0
8,53.0,53.0,55.0,55.0,55.0,56.0,54.0
9,57.0,57.0,57.0,57.0,57.0,54.0,55.0
10,54.0,54.0,54.0,54.0,54.0,52.0,54.0
11,53.0,53.0,54.0,54.0,54.0,51.0,55.0
12,56.0,56.0,56.0,56.0,56.0,55.0,54.0
13,56.0,56.0,55.0,55.0,55.0,56.0,55.0
14,57.0,57.0,57.0,57.0,57.0,55.0,56.0
15,55.0,55.0,55.0,55.0,55.0,56.0,55.0
16,57.0,57.0,56.0,56.0,55.0,57.0,56.0
17,58.0,58.0,58.0,58.0,57.0,56.0,57.0
18,55.0,55.0,55.0,55.0,55.0,56.0,56.0
19,56.0,56.0,56.0,56.0,56.0,56.0,56.0
20,55.0,55.0,55.0,55.0,55.0,55.0,56.0
21,56.0,56.0,55.0,55.0,55.0,55.0,57.0
22,57.0,57.0,57.0,57.0,57.0,57.0,57.0
23,56.0,56.0,56.0,56.0,56.0,56.0,57.0
24,56.0,56.0,56.0,56.0,56.0,58.0,56.0
25,53.0,53.0,53.0,53.0,53.0,55.0,53.0
26,52.0,52.0,53.0,53.0,53.0,55.0,54.0
27,55.0,55.0,56.0,56.0,56.0,57.0,55.0
28,56.0,56.0,56.0,56.0,56.0,58.0,56.0
29,56.0,56.0,56.0,56.0,56.0,58.0,56.0
30,56.0,56.0,56.0,56.0,55.0,58.0,56.0
31,57.0,57.0,57.0,57.0,56.0,59.0,57.0
32,57.0,57.0,57.0,57.0,56.0,59.0,57.0
33,57.0,57.0,56.0,56.0,56.0,56.0,56.0
34,58.0,58.0,58.0,58.0,58.0,56.0,58.0
35,57.0,57.0,55.0,55.0,55.0,55.0,58.0
36,56.0,56.0,56.0,56.0,56.0,59.0,56.0
37,54.0,54.0,54.0,54.0,54.0,56.0,54.0
38,53.0,53.0,53.0,53.0,53.0,56.0,53.0
39,56.0,56.0,56.0,56.0,56.0,58.0,55.0
40,57.0,57.0,57.0,57.0,57.0,59.0,57.0
41,56.0,56.0,56.0,56.0,56.0,59.0,57.0
42,57.0,57.0,56.0,56.0,56.0,59.0,56.0
43,58.0,58.0,58.0,58.0,57.0,60.0,58.0
44,57.0,57.0,57.0,57.0,56.0,60.0,58.0
45,57.0,57.0,56.0,56.0,56.0,57.0,55.0
46,58.0,58.0,58.0,58.0,58.0,54.0,54.0
47,57.0,57.0,55.0,55.0,55.0,52.0,53.0
48,57.0,57.0,57.0,57.0,57.0,58.0,57.0
49,59.0,59.0,59.0,59.0,59.0,55.0,58.0
50,58.0,58.0,56.0,56.0,56.0,55.0,56.0
51,57.0,57.0,57.0,57.0,56.0,59.0,57.0
52,60.0,60.0,60.0,60.0,59.0,56.0,59.0
53,59.0,59.0,57.0,57.0,56.0,56.0,57.0
54,56.0,56.0,57.0,57.0,57.0,57.0,56.0
55,58.0,58.0,59.0,59.0,59.0,55.0,57.0
56,57.0,57.0,56.0,56.0,56.0,55.0,56.0
57,56.0,56.0,57.0,57.0,56.0,58.0,56.0
58,59.0,59.0,60.0,60.0,59.0,56.0,58.0
59,58.0,58.0,57.0,57.0,56.0,56.0,57.0
60,55.0,55.0,56.0,56.0,55.0,59.0,56.0
61,58.0,58.0,58.0,58.0,57.0,56.0,58.0
62,57.0,57.0,56.0,56.0,55.0,57.0,56.0
63,55.0,55.0,56.0,56.0,56.0,56.0,56.0
64,55.0,55.0,55.0,55.0,55.0,55.0,55.0
65,54.0,54.0,58.0,58.0,58.0,54.0,58.0
66,56.0,56.0,57.0,57.0,57.0,55.0,57.0
67,56.0,56.0,56.0,56.0,56.0,56.0,56.0
68,55.0,55.0,59.0,59.0,59.0,55.0,59.0
69,58.0,58.0,58.0,58.0,58.0,58.0,56.0
70,56.0,56.0,57.0,57.0,57.0,55.0,57.0
71,55.0,55.0,55.0,55.0,55.0,55.0,56.0
72,57.0,57.0,57.0,57.0,57.0,57.0,56.0
73,57.0,57.0,56.0,56.0,56.0,58.0,56.0
74,58.0,58.0,58.0,58.0,58.0,58.0,58.0
75,56.0,56.0,57.0,57.0,56.0,58.0,57.0
76,58.0,58.0,57.0,57.0,56.0,59.0,57.0
77,59.0,59.0,59.0,59.0,58.0,59.0,59.0
78,57.0,57.0,57.0,57.0,57.0,56.0,57.0
79,57.0,57.0,57.0,57.0,57.0,56.0,57.0
80,56.0,56.0,59.0,59.0,59.0,55.0,59.0
81,59.0,59.0,59.0,59.0,59.0,59.0,57.0
82,57.0,57.0,58.0,58.0,58.0,56.0,58.0
83,56.0,56.0,56.0,56.0,56.0,56.0,57.0
84,58.0,58.0,58.0,58.0,58.0,58.0,57.0
85,58.0,58.0,57.0,57.0,57.0,59.0,57.0
86,59.0,59.0,59.0,59.0,59.0,59.0,59.0
87,57.0,57.0,58.0,58.0,57.0,59.0,58.0
88,59.0,59.0,58.0,58.0,57.0,60.0,58.0
