Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,38.0,38.0,38.0,38.0,38.0,34.0,35.0,34.0,35.0,35.0,35.0,34.0,38.0,38.0,38.0
1,40.0,40.0,40.0,40.0,40.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,38.0,38.0,38.0
2,40.0,40.0,40.0,40.0,40.0,37.0,37.0,37.0,38.0,38.0,41.0,37.0,44.0,44.0,44.0
3,39.0,39.0,39.0,39.0,39.0,35.0,36.0,35.0,36.0,36.0,36.0,35.0,41.0,41.0,41.0
4,40.0,40.0,40.0,40.0,40.0,36.0,37.0,36.0,37.0,36.0,38.0,36.0,38.0,38.0,38.0
5,45.0,45.0,45.0,45.0,45.0,37.0,38.0,37.0,38.0,38.0,42.0,37.0,44.0,44.0,44.0
6,39.0,39.0,39.0,39.0,39.0,36.0,37.0,36.0,36.0,37.0,36.0,36.0,38.0,38.0,38.0
7,40.0,40.0,40.0,40.0,40.0,37.0,38.0,37.0,38.0,36.0,38.0,36.0,38.0,38.0,38.0
8,45.0,45.0,45.0,45.0,45.0,38.0,39.0,38.0,39.0,38.0,42.0,37.0,44.0,44.0,44.0
9,44.0,44.0,44.0,44.0,44.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0
10,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0
11,46.0,46.0,46.0,46.0,46.0,43.0,43.0,43.0,43.0,43.0,44.0,43.0,44.0,44.0,44.0
12,43.0,43.0,43.0,43.0,43.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,42.0,42.0
13,45.0,45.0,45.0,45.0,45.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0
14,45.0,45.0,45.0,45.0,45.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0,45.0,45.0,45.0
15,37.0,37.0,37.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,41.0,41.0,41.0
16,40.0,40.0,40.0,40.0,40.0,36.0,37.0,37.0,38.0,38.0,38.0,37.0,42.0,42.0,42.0
17,42.0,42.0,42.0,42.0,42.0,38.0,39.0,38.0,39.0,39.0,39.0,38.0,44.0,44.0,44.0
18,39.0,39.0,39.0,39.0,39.0,35.0,36.0,35.0,36.0,36.0,36.0,35.0,42.0,42.0,42.0
19,39.0,39.0,39.0,39.0,39.0,38.0,38.0,38.0,38.0,38.0,37.0,38.0,42.0,42.0,42.0
20,45.0,45.0,45.0,45.0,45.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,48.0,48.0,48.0
21,39.0,39.0,39.0,39.0,39.0,36.0,37.0,36.0,36.0,37.0,36.0,36.0,42.0,42.0,42.0
22,40.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0,38.0,39.0,42.0,42.0,42.0
23,45.0,45.0,45.0,45.0,45.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,48.0,48.0,48.0
24,44.0,44.0,44.0,44.0,44.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,44.0,44.0,44.0
25,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0
26,47.0,47.0,47.0,47.0,47.0,43.0,43.0,43.0,43.0,43.0,48.0,43.0,46.0,46.0,46.0
27,43.0,43.0,43.0,43.0,43.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,46.0,46.0,46.0
28,45.0,45.0,45.0,45.0,45.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0
29,46.0,46.0,46.0,46.0,46.0,42.0,43.0,42.0,42.0,43.0,47.0,42.0,48.0,48.0,48.0
30,37.0,37.0,37.0,37.0,37.0,39.0,39.0,39.0,39.0,39.0,37.0,39.0,45.0,45.0,45.0
31,40.0,40.0,40.0,40.0,40.0,36.0,37.0,37.0,38.0,38.0,39.0,37.0,42.0,42.0,42.0
32,42.0,42.0,42.0,42.0,42.0,42.0,43.0,38.0,39.0,43.0,43.0,42.0,47.0,47.0,47.0
33,35.0,34.0,34.0,35.0,34.0,36.0,37.0,36.0,36.0,37.0,36.0,36.0,38.0,38.0,38.0
34,39.0,39.0,39.0,39.0,39.0,37.0,38.0,37.0,38.0,36.0,38.0,36.0,38.0,38.0,38.0
35,40.0,40.0,40.0,41.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,44.0,44.0
36,41.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,40.0,40.0,40.0
37,45.0,45.0,45.0,45.0,45.0,42.0,42.0,42.0,42.0,41.0,42.0,41.0,40.0,40.0,40.0
38,47.0,47.0,47.0,47.0,47.0,44.0,44.0,44.0,44.0,44.0,48.0,44.0,46.0,46.0,46.0
39,40.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0
40,44.0,44.0,44.0,44.0,44.0,41.0,41.0,41.0,41.0,40.0,41.0,40.0,42.0,42.0,42.0
41,46.0,46.0,46.0,46.0,46.0,43.0,44.0,43.0,43.0,44.0,47.0,43.0,48.0,48.0,48.0
42,36.0,35.0,35.0,36.0,35.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,41.0,41.0,41.0
43,40.0,40.0,40.0,40.0,40.0,37.0,38.0,37.0,38.0,38.0,39.0,37.0,41.0,41.0,41.0
44,41.0,41.0,41.0,42.0,41.0,43.0,44.0,38.0,39.0,44.0,43.0,43.0,47.0,47.0,47.0
45,41.0,41.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,38.0,38.0,38.0
46,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,42.0,44.0,42.0,40.0,40.0,40.0
47,46.0,46.0,46.0,46.0,46.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0
48,40.0,40.0,40.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,41.0,42.0,41.0,41.0,41.0
49,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0
50,46.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,48.0,48.0,43.0,48.0,45.0,45.0,45.0
51,40.0,40.0,40.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,41.0,42.0,40.0,40.0,40.0
52,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0,41.0,41.0,41.0
53,46.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,48.0,48.0,43.0,48.0,44.0,44.0,44.0
54,39.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,40.0,40.0,40.0
55,45.0,45.0,45.0,45.0,45.0,41.0,42.0,41.0,42.0,42.0,44.0,41.0,42.0,42.0,42.0
56,45.0,45.0,45.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,44.0,47.0,45.0,45.0,45.0
57,39.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
58,45.0,45.0,45.0,45.0,45.0,41.0,41.0,41.0,41.0,41.0,43.0,41.0,42.0,42.0,42.0
59,45.0,45.0,45.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,43.0,47.0,45.0,45.0,45.0
60,35.0,35.0,35.0,35.0,35.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,40.0,40.0,40.0
61,39.0,39.0,39.0,39.0,39.0,37.0,38.0,37.0,38.0,37.0,38.0,37.0,41.0,41.0,41.0
62,41.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0,43.0,43.0,39.0,43.0,44.0,44.0,44.0
63,38.0,38.0,38.0,38.0,38.0,34.0,35.0,34.0,35.0,35.0,35.0,34.0,42.0,42.0,42.0
64,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,36.0,38.0,42.0,42.0,42.0
65,44.0,44.0,44.0,44.0,44.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,48.0,48.0,48.0
66,38.0,38.0,38.0,38.0,38.0,35.0,36.0,35.0,35.0,36.0,35.0,35.0,42.0,42.0,42.0
67,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.0,39.0,42.0,42.0,42.0
68,44.0,44.0,44.0,44.0,44.0,41.0,41.0,41.0,41.0,41.0,40.0,41.0,48.0,48.0,48.0
69,43.0,43.0,43.0,43.0,43.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,44.0,44.0,44.0
70,45.0,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0,41.0,44.0,43.0,43.0,43.0
71,46.0,47.0,46.0,47.0,47.0,45.0,45.0,45.0,45.0,45.0,47.0,45.0,47.0,47.0,47.0
72,42.0,42.0,42.0,42.0,42.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,46.0,46.0,46.0
73,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,40.0,43.0,45.0,45.0,45.0
74,45.0,46.0,45.0,46.0,46.0,44.0,44.0,44.0,44.0,44.0,46.0,44.0,49.0,49.0,49.0
75,36.0,36.0,36.0,36.0,36.0,39.0,39.0,39.0,39.0,39.0,36.0,39.0,45.0,45.0,45.0
76,39.0,39.0,39.0,39.0,39.0,37.0,38.0,37.0,38.0,38.0,38.0,37.0,44.0,44.0,44.0
77,41.0,41.0,41.0,42.0,41.0,42.0,43.0,39.0,40.0,43.0,42.0,42.0,48.0,48.0,48.0
78,34.0,34.0,34.0,35.0,34.0,36.0,37.0,36.0,36.0,37.0,35.0,36.0,41.0,41.0,41.0
79,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.0,39.0,41.0,41.0,41.0
80,40.0,40.0,40.0,41.0,40.0,42.0,42.0,42.0,42.0,42.0,41.0,42.0,47.0,47.0,47.0
81,40.0,41.0,40.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,41.0,42.0,43.0,43.0,43.0
82,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.0,45.0,44.0,44.0,44.0
83,46.0,47.0,46.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,47.0,46.0,47.0,47.0,47.0
84,39.0,40.0,39.0,40.0,40.0,41.0,41.0,41.0,41.0,41.0,40.0,41.0,45.0,45.0,45.0
85,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,41.0,44.0,46.0,46.0,46.0
86,45.0,46.0,45.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,46.0,45.0,49.0,49.0,49.0
87,35.0,35.0,35.0,36.0,35.0,40.0,40.0,40.0,40.0,40.0,37.0,40.0,44.0,44.0,44.0
88,40.0,40.0,40.0,40.0,40.0,38.0,39.0,38.0,39.0,39.0,39.0,38.0,45.0,45.0,45.0
89,41.0,41.0,41.0,42.0,41.0,43.0,44.0,40.0,41.0,44.0,42.0,43.0,48.0,48.0,48.0
90,41.0,41.0,41.0,41.0,40.0,41.0,41.0,41.0,41.0,41.0,43.0,41.0,42.0,42.0,42.0
91,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,41.0,45.0,41.0,39.0,39.0,39.0
92,46.0,46.0,46.0,46.0,46.0,44.0,44.0,44.0,44.0,44.0,46.0,44.0,44.0,44.0,44.0
93,40.0,40.0,40.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,44.0,44.0
94,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,42.0,44.0,42.0,41.0,41.0,41.0
95,46.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,48.0,48.0,46.0,48.0,46.0,46.0,46.0
96,40.0,40.0,40.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0
97,46.0,46.0,46.0,46.0,46.0,42.0,42.0,42.0,42.0,42.0,44.0,42.0,40.0,40.0,40.0
98,46.0,46.0,46.0,46.0,46.0,48.0,48.0,48.0,48.0,48.0,45.0,48.0,45.0,45.0,45.0
