Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,41.0,47.0,43.0,42.0,47.0,43.0,43.0,44.0
1,43.0,43.0,42.0,47.0,43.0,49.0,46.0,43.0
2,43.0,44.0,43.0,43.0,44.0,44.0,43.0,47.0
3,46.0,49.0,48.0,42.0,49.0,43.0,45.0,45.0
4,48.0,44.0,48.0,47.0,44.0,49.0,46.0,48.0
5,48.0,46.0,49.0,48.0,46.0,49.0,47.0,49.0
6,43.0,47.0,46.0,43.0,47.0,44.0,41.0,45.0
7,44.0,43.0,48.0,47.0,45.0,44.0,46.0,44.0
8,48.0,44.0,50.0,48.0,46.0,50.0,44.0,48.0
9,42.0,49.0,43.0,48.0,49.0,46.0,42.0,48.0
10,40.0,46.0,42.0,48.0,45.0,42.0,47.0,44.0
11,38.0,48.0,42.0,48.0,46.0,42.0,43.0,48.0
12,41.0,48.0,45.0,47.0,48.0,45.0,42.0,47.0
13,39.0,48.0,41.0,47.0,48.0,41.0,47.0,43.0
14,39.0,48.0,45.0,47.0,48.0,43.0,46.0,47.0
15,42.0,46.0,46.0,42.0,49.0,43.0,41.0,44.0
16,40.0,48.0,42.0,48.0,48.0,42.0,47.0,43.0
17,40.0,48.0,42.0,43.0,48.0,42.0,46.0,48.0
18,46.0,49.0,48.0,42.0,49.0,43.0,44.0,45.0
19,49.0,44.0,49.0,47.0,48.0,48.0,50.0,47.0
20,48.0,48.0,49.0,48.0,48.0,49.0,47.0,49.0
21,46.0,49.0,46.0,43.0,49.0,44.0,44.0,45.0
22,48.0,44.0,49.0,47.0,49.0,48.0,50.0,45.0
23,48.0,46.0,50.0,48.0,49.0,50.0,46.0,50.0
24,49.0,50.0,49.0,48.0,50.0,46.0,46.0,48.0
25,48.0,46.0,48.0,48.0,45.0,48.0,47.0,44.0
26,48.0,49.0,48.0,48.0,49.0,48.0,47.0,48.0
27,48.0,49.0,48.0,47.0,49.0,45.0,45.0,47.0
28,47.0,48.0,47.0,47.0,48.0,47.0,47.0,43.0
29,47.0,48.0,48.0,47.0,48.0,47.0,47.0,47.0
30,49.0,47.0,49.0,42.0,49.0,43.0,44.0,45.0
31,48.0,48.0,48.0,48.0,48.0,48.0,47.0,43.0
32,48.0,49.0,48.0,48.0,49.0,44.0,47.0,48.0
33,43.0,44.0,46.0,43.0,45.0,41.0,41.0,44.0
34,44.0,42.0,48.0,43.0,45.0,43.0,45.0,44.0
35,48.0,42.0,44.0,48.0,46.0,43.0,42.0,48.0
36,45.0,48.0,49.0,43.0,48.0,43.0,44.0,46.0
37,44.0,44.0,48.0,44.0,45.0,44.0,45.0,45.0
38,49.0,45.0,49.0,49.0,47.0,49.0,46.0,49.0
39,44.0,47.0,48.0,42.0,47.0,42.0,44.0,45.0
40,43.0,44.0,47.0,43.0,44.0,43.0,45.0,44.0
41,48.0,44.0,48.0,48.0,46.0,48.0,46.0,48.0
42,45.0,45.0,49.0,43.0,45.0,43.0,41.0,44.0
43,44.0,45.0,48.0,43.0,45.0,43.0,43.0,44.0
44,49.0,45.0,48.0,49.0,47.0,43.0,46.0,49.0
45,43.0,46.0,47.0,43.0,48.0,43.0,45.0,45.0
46,40.0,45.0,41.0,40.0,45.0,39.0,47.0,42.0
47,39.0,47.0,41.0,40.0,45.0,38.0,46.0,43.0
48,49.0,48.0,49.0,49.0,49.0,49.0,45.0,49.0
49,42.0,49.0,42.0,43.0,49.0,43.0,48.0,46.0
50,42.0,50.0,45.0,42.0,46.0,43.0,47.0,43.0
51,50.0,46.0,50.0,50.0,50.0,50.0,44.0,50.0
52,43.0,46.0,43.0,44.0,46.0,44.0,46.0,47.0
53,43.0,47.0,45.0,43.0,46.0,43.0,47.0,44.0
54,48.0,47.0,48.0,48.0,48.0,48.0,45.0,48.0
55,41.0,48.0,41.0,42.0,48.0,42.0,47.0,45.0
56,41.0,49.0,44.0,41.0,45.0,42.0,47.0,42.0
57,49.0,45.0,49.0,49.0,49.0,49.0,44.0,49.0
58,42.0,45.0,42.0,43.0,45.0,43.0,47.0,46.0
59,42.0,46.0,44.0,42.0,45.0,42.0,46.0,43.0
60,43.0,43.0,47.0,43.0,44.0,43.0,41.0,45.0
61,40.0,43.0,40.0,39.0,43.0,38.0,44.0,42.0
62,40.0,43.0,42.0,38.0,43.0,38.0,45.0,42.0
63,45.0,48.0,47.0,41.0,48.0,42.0,43.0,44.0
64,49.0,44.0,49.0,46.0,47.0,47.0,49.0,46.0
65,47.0,47.0,48.0,47.0,47.0,48.0,46.0,48.0
66,46.0,48.0,46.0,42.0,48.0,43.0,44.0,45.0
67,48.0,43.0,49.0,47.0,48.0,48.0,49.0,45.0
68,48.0,47.0,49.0,48.0,48.0,49.0,45.0,49.0
69,49.0,49.0,49.0,48.0,49.0,46.0,47.0,47.0
70,49.0,46.0,49.0,48.0,45.0,48.0,48.0,43.0
71,48.0,48.0,48.0,48.0,48.0,48.0,49.0,47.0
72,48.0,48.0,48.0,47.0,48.0,45.0,47.0,46.0
73,48.0,47.0,48.0,47.0,47.0,47.0,48.0,42.0
74,47.0,48.0,48.0,47.0,48.0,47.0,50.0,46.0
75,49.0,47.0,49.0,42.0,48.0,42.0,45.0,44.0
76,49.0,48.0,49.0,48.0,48.0,48.0,46.0,43.0
77,48.0,49.0,48.0,48.0,49.0,44.0,50.0,47.0
78,43.0,44.0,46.0,43.0,44.0,41.0,44.0,44.0
79,44.0,41.0,48.0,43.0,45.0,43.0,45.0,44.0
80,48.0,43.0,44.0,48.0,47.0,43.0,45.0,49.0
81,45.0,48.0,49.0,43.0,48.0,43.0,47.0,45.0
82,45.0,44.0,49.0,44.0,45.0,44.0,48.0,44.0
83,49.0,45.0,49.0,49.0,46.0,49.0,49.0,48.0
84,44.0,47.0,48.0,42.0,47.0,42.0,47.0,44.0
85,44.0,44.0,48.0,43.0,44.0,43.0,48.0,43.0
86,48.0,44.0,48.0,48.0,46.0,48.0,50.0,47.0
87,45.0,45.0,49.0,43.0,45.0,43.0,45.0,44.0
88,45.0,44.0,49.0,43.0,45.0,43.0,46.0,44.0
89,49.0,45.0,48.0,49.0,46.0,43.0,50.0,48.0
90,44.0,46.0,47.0,43.0,48.0,43.0,48.0,44.0
91,39.0,44.0,42.0,39.0,44.0,39.0,48.0,41.0
92,41.0,47.0,42.0,40.0,45.0,38.0,45.0,43.0
93,50.0,48.0,50.0,49.0,48.0,49.0,48.0,48.0
94,42.0,48.0,42.0,43.0,48.0,43.0,48.0,45.0
95,42.0,50.0,45.0,42.0,46.0,43.0,47.0,43.0
96,51.0,46.0,51.0,50.0,49.0,50.0,47.0,49.0
97,43.0,46.0,43.0,44.0,46.0,44.0,47.0,46.0
98,43.0,47.0,45.0,43.0,46.0,43.0,46.0,43.0
99,49.0,47.0,49.0,48.0,47.0,48.0,47.0,47.0
100,41.0,47.0,41.0,42.0,47.0,42.0,47.0,44.0
101,41.0,49.0,44.0,41.0,45.0,42.0,47.0,42.0
102,50.0,45.0,50.0,49.0,48.0,49.0,47.0,48.0
103,42.0,45.0,42.0,43.0,45.0,43.0,47.0,45.0
104,42.0,46.0,44.0,42.0,46.0,42.0,46.0,42.0
105,44.0,43.0,47.0,43.0,44.0,43.0,45.0,44.0
106,40.0,43.0,41.0,38.0,43.0,38.0,44.0,41.0
107,40.0,44.0,42.0,39.0,44.0,38.0,45.0,42.0
108,38.0,41.0,42.0,36.0,41.0,33.0,39.0,40.0
109,39.0,38.0,43.0,36.0,40.0,35.0,40.0,40.0
110,40.0,38.0,44.0,40.0,43.0,35.0,40.0,45.0
111,40.0,45.0,43.0,35.0,45.0,35.0,46.0,43.0
112,41.0,40.0,45.0,36.0,41.0,36.0,47.0,40.0
113,41.0,42.0,45.0,41.0,45.0,41.0,48.0,44.0
114,39.0,44.0,42.0,34.0,44.0,34.0,46.0,42.0
115,40.0,42.0,44.0,35.0,42.0,35.0,47.0,39.0
116,40.0,42.0,44.0,40.0,46.0,40.0,48.0,43.0
117,39.0,42.0,43.0,35.0,44.0,35.0,40.0,40.0
118,40.0,43.0,44.0,35.0,43.0,35.0,41.0,40.0
119,41.0,43.0,44.0,41.0,43.0,37.0,45.0,44.0
120,40.0,44.0,45.0,35.0,46.0,35.0,47.0,45.0
121,37.0,43.0,41.0,36.0,43.0,36.0,47.0,41.0
122,41.0,43.0,43.0,41.0,46.0,39.0,42.0,44.0
123,46.0,46.0,50.0,41.0,46.0,41.0,47.0,44.0
124,41.0,47.0,42.0,38.0,47.0,38.0,47.0,43.0
125,40.0,47.0,43.0,40.0,47.0,38.0,45.0,44.0
126,47.0,44.0,51.0,42.0,46.0,42.0,46.0,45.0
127,39.0,46.0,43.0,39.0,46.0,39.0,46.0,43.0
128,41.0,46.0,43.0,41.0,46.0,39.0,45.0,44.0
129,45.0,45.0,49.0,40.0,45.0,40.0,46.0,43.0
130,40.0,46.0,41.0,37.0,46.0,37.0,46.0,42.0
131,39.0,46.0,42.0,39.0,46.0,37.0,45.0,43.0
132,46.0,43.0,50.0,41.0,45.0,41.0,46.0,44.0
133,38.0,45.0,42.0,38.0,45.0,38.0,46.0,42.0
134,40.0,45.0,42.0,40.0,47.0,38.0,45.0,43.0
135,40.0,41.0,44.0,35.0,44.0,35.0,40.0,40.0
136,36.0,43.0,40.0,35.0,43.0,35.0,39.0,39.0
137,40.0,45.0,40.0,40.0,45.0,35.0,43.0,43.0
138,37.0,43.0,41.0,34.0,45.0,34.0,41.0,45.0
139,35.0,43.0,38.0,35.0,43.0,35.0,41.0,40.0
140,37.0,44.0,40.0,35.0,44.0,34.0,44.0,43.0
141,42.0,47.0,46.0,39.0,47.0,39.0,43.0,45.0
142,40.0,47.0,40.0,37.0,47.0,37.0,46.0,44.0
143,42.0,47.0,45.0,36.0,47.0,39.0,48.0,46.0
144,40.0,44.0,43.0,40.0,45.0,40.0,40.0,45.0
145,38.0,46.0,41.0,38.0,46.0,38.0,42.0,43.0
