Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,41.0,41.0,41.0,41.0,40.0,40.0
1,44.0,44.0,44.0,44.0,41.0,41.0
2,45.0,45.0,45.0,45.0,37.0,37.0
3,41.0,41.0,41.0,42.0,40.0,40.0
4,44.0,44.0,44.0,44.0,41.0,41.0
5,45.0,45.0,45.0,45.0,41.0,41.0
6,41.0,41.0,41.0,41.0,40.0,40.0
7,45.0,45.0,45.0,45.0,41.0,41.0
8,42.0,42.0,42.0,42.0,41.0,41.0
9,41.0,41.0,41.0,41.0,38.0,39.0
10,46.0,46.0,46.0,46.0,41.0,41.0
11,45.0,45.0,45.0,45.0,37.0,37.0
12,40.0,40.0,40.0,40.0,40.0,40.0
13,45.0,45.0,45.0,45.0,41.0,41.0
14,44.0,44.0,44.0,44.0,41.0,41.0
15,40.0,40.0,40.0,40.0,41.0,41.0
16,42.0,42.0,42.0,42.0,42.0,42.0
17,42.0,42.0,42.0,42.0,42.0,42.0
18,40.0,40.0,40.0,42.0,40.0,40.0
19,43.0,43.0,43.0,43.0,41.0,41.0
20,44.0,44.0,44.0,44.0,41.0,41.0
21,40.0,40.0,40.0,43.0,40.0,40.0
22,44.0,44.0,44.0,44.0,41.0,41.0
23,42.0,42.0,42.0,44.0,41.0,41.0
24,41.0,41.0,41.0,41.0,38.0,39.0
25,45.0,45.0,45.0,45.0,41.0,41.0
26,44.0,44.0,44.0,44.0,40.0,40.0
27,40.0,40.0,40.0,40.0,40.0,40.0
28,44.0,44.0,44.0,44.0,43.0,43.0
29,43.0,43.0,43.0,43.0,44.0,44.0
30,40.0,40.0,40.0,40.0,40.0,40.0
31,43.0,43.0,43.0,43.0,44.0,44.0
32,44.0,44.0,44.0,44.0,45.0,45.0
33,40.0,40.0,40.0,41.0,40.0,40.0
34,42.0,42.0,42.0,42.0,41.0,41.0
35,42.0,42.0,42.0,42.0,41.0,41.0
36,41.0,41.0,41.0,41.0,38.0,39.0
37,42.0,42.0,42.0,42.0,41.0,41.0
38,42.0,42.0,42.0,42.0,40.0,40.0
39,40.0,40.0,40.0,40.0,40.0,40.0
40,43.0,43.0,43.0,43.0,43.0,43.0
41,44.0,44.0,44.0,44.0,44.0,44.0
42,40.0,40.0,40.0,40.0,40.0,40.0
43,44.0,44.0,44.0,44.0,44.0,44.0
44,45.0,45.0,45.0,45.0,45.0,45.0
45,41.0,41.0,41.0,41.0,38.0,38.0
46,44.0,44.0,44.0,44.0,41.0,41.0
47,45.0,45.0,45.0,45.0,37.0,37.0
48,41.0,41.0,41.0,41.0,40.0,40.0
49,44.0,44.0,44.0,44.0,44.0,44.0
50,45.0,45.0,45.0,45.0,41.0,41.0
51,41.0,41.0,41.0,41.0,39.0,40.0
52,45.0,45.0,45.0,45.0,45.0,45.0
53,42.0,42.0,42.0,42.0,40.0,41.0
54,40.0,40.0,40.0,40.0,40.0,40.0
55,43.0,43.0,43.0,43.0,43.0,43.0
56,44.0,44.0,44.0,44.0,41.0,41.0
57,40.0,40.0,40.0,40.0,40.0,40.0
58,44.0,44.0,44.0,44.0,44.0,44.0
59,41.0,41.0,41.0,41.0,41.0,41.0
60,40.0,40.0,40.0,40.0,39.0,40.0
61,41.0,41.0,41.0,41.0,40.0,41.0
62,41.0,41.0,41.0,41.0,40.0,41.0
63,39.0,39.0,39.0,41.0,39.0,39.0
64,42.0,42.0,42.0,42.0,40.0,40.0
65,43.0,43.0,43.0,43.0,40.0,40.0
66,39.0,39.0,39.0,42.0,39.0,39.0
67,43.0,43.0,43.0,43.0,40.0,40.0
68,41.0,41.0,41.0,43.0,40.0,40.0
69,40.0,40.0,40.0,40.0,37.0,38.0
70,44.0,44.0,44.0,44.0,40.0,40.0
71,43.0,43.0,43.0,43.0,39.0,39.0
72,39.0,39.0,39.0,39.0,39.0,39.0
73,43.0,43.0,43.0,43.0,42.0,42.0
74,42.0,42.0,42.0,42.0,43.0,43.0
75,39.0,39.0,39.0,39.0,39.0,39.0
76,42.0,42.0,42.0,42.0,43.0,43.0
77,43.0,43.0,43.0,43.0,44.0,44.0
78,40.0,40.0,40.0,40.0,39.0,39.0
79,42.0,42.0,42.0,42.0,40.0,40.0
80,41.0,41.0,41.0,41.0,40.0,40.0
