Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,60.0,60.0,60.0,60.0,60.0,57.0,56.0,56.0,56.0,56.0,58.0
1,59.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0,57.0,58.0,58.0
2,59.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0,57.0,58.0,60.0
3,60.0,61.0,59.0,59.0,60.0,57.0,58.0,57.0,57.0,58.0,58.0
4,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,58.0,58.0,58.0
5,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,58.0,58.0,60.0
6,61.0,60.0,59.0,59.0,59.0,56.0,57.0,56.0,55.0,58.0,58.0
7,59.0,59.0,59.0,59.0,58.0,58.0,57.0,57.0,57.0,57.0,58.0
8,60.0,60.0,60.0,60.0,58.0,58.0,57.0,58.0,58.0,57.0,58.0
9,59.0,59.0,59.0,59.0,59.0,55.0,55.0,56.0,56.0,56.0,56.0
10,60.0,60.0,60.0,60.0,56.0,56.0,57.0,57.0,58.0,56.0,56.0
11,59.0,59.0,59.0,59.0,57.0,56.0,57.0,57.0,58.0,56.0,56.0
12,58.0,58.0,58.0,58.0,58.0,54.0,54.0,55.0,56.0,56.0,56.0
13,59.0,59.0,59.0,59.0,58.0,55.0,56.0,56.0,58.0,55.0,55.0
14,58.0,58.0,58.0,58.0,58.0,55.0,56.0,56.0,58.0,57.0,57.0
15,59.0,57.0,57.0,57.0,59.0,55.0,55.0,56.0,55.0,56.0,56.0
16,59.0,59.0,59.0,59.0,59.0,56.0,56.0,56.0,56.0,56.0,56.0
17,59.0,59.0,59.0,59.0,59.0,56.0,57.0,57.0,57.0,56.0,56.0
18,59.0,60.0,59.0,58.0,59.0,58.0,58.0,58.0,57.0,59.0,59.0
19,59.0,61.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
20,59.0,61.0,59.0,59.0,61.0,59.0,59.0,59.0,59.0,60.0,60.0
21,60.0,60.0,60.0,58.0,59.0,57.0,57.0,57.0,56.0,58.0,59.0
22,60.0,60.0,60.0,60.0,58.0,59.0,59.0,59.0,58.0,59.0,59.0
23,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,58.0,59.0,61.0
24,58.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,58.0,58.0
25,59.0,59.0,59.0,59.0,59.0,56.0,57.0,57.0,59.0,57.0,57.0
26,59.0,59.0,59.0,59.0,58.0,56.0,57.0,57.0,59.0,57.0,57.0
27,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0
28,58.0,59.0,58.0,58.0,58.0,56.0,57.0,57.0,59.0,56.0,56.0
29,58.0,59.0,58.0,58.0,59.0,56.0,57.0,56.0,59.0,57.0,57.0
30,58.0,58.0,58.0,57.0,58.0,57.0,57.0,57.0,55.0,57.0,57.0
31,58.0,60.0,58.0,58.0,58.0,57.0,56.0,58.0,56.0,56.0,56.0
32,59.0,60.0,59.0,59.0,60.0,56.0,56.0,57.0,57.0,57.0,58.0
33,59.0,59.0,59.0,59.0,60.0,57.0,57.0,56.0,54.0,58.0,58.0
34,56.0,58.0,58.0,58.0,59.0,58.0,58.0,59.0,56.0,58.0,58.0
35,57.0,58.0,58.0,57.0,59.0,58.0,58.0,58.0,56.0,58.0,60.0
36,56.0,57.0,57.0,56.0,58.0,56.0,56.0,56.0,56.0,58.0,58.0
37,57.0,58.0,58.0,57.0,59.0,56.0,56.0,57.0,58.0,57.0,57.0
38,58.0,59.0,59.0,58.0,58.0,56.0,56.0,56.0,58.0,56.0,58.0
39,56.0,56.0,56.0,56.0,57.0,56.0,56.0,56.0,56.0,57.0,57.0
40,58.0,58.0,58.0,58.0,58.0,56.0,56.0,58.0,58.0,56.0,56.0
41,58.0,58.0,58.0,58.0,58.0,56.0,56.0,56.0,58.0,57.0,58.0
42,57.0,57.0,57.0,57.0,58.0,56.0,56.0,56.0,55.0,58.0,58.0
43,59.0,59.0,59.0,59.0,59.0,57.0,57.0,59.0,56.0,57.0,57.0
44,59.0,59.0,59.0,59.0,59.0,57.0,56.0,56.0,57.0,57.0,59.0
45,57.0,57.0,57.0,57.0,56.0,53.0,54.0,55.0,56.0,55.0,55.0
46,57.0,59.0,59.0,57.0,54.0,54.0,54.0,57.0,57.0,56.0,56.0
47,59.0,59.0,59.0,59.0,55.0,56.0,56.0,57.0,58.0,56.0,56.0
48,58.0,58.0,58.0,58.0,55.0,53.0,53.0,56.0,56.0,56.0,56.0
49,57.0,58.0,58.0,57.0,57.0,55.0,55.0,57.0,57.0,57.0,57.0
50,60.0,60.0,60.0,60.0,57.0,56.0,57.0,58.0,58.0,57.0,57.0
51,58.0,58.0,58.0,58.0,56.0,53.0,54.0,55.0,55.0,55.0,55.0
52,58.0,59.0,59.0,58.0,58.0,56.0,56.0,56.0,57.0,56.0,56.0
