Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,53.0,45.0,52.0,49.0,51.0,48.0,52.0,46.0,47.0,47.0,47.0,47.0,51.0,51.0,50.0
1,48.0,46.0,53.0,45.0,45.0,48.0,53.0,44.0,43.0,43.0,43.0,43.0,52.0,52.0,44.0
2,50.0,47.0,47.0,46.0,48.0,54.0,47.0,43.0,44.0,44.0,44.0,44.0,47.0,47.0,47.0
3,58.0,48.0,58.0,53.0,52.0,51.0,58.0,51.0,52.0,52.0,52.0,52.0,57.0,57.0,55.0
4,54.0,51.0,59.0,51.0,51.0,51.0,59.0,49.0,47.0,47.0,47.0,47.0,58.0,58.0,50.0
5,54.0,51.0,53.0,50.0,51.0,57.0,53.0,50.0,51.0,51.0,51.0,51.0,53.0,53.0,50.0
6,58.0,47.0,58.0,49.0,51.0,50.0,58.0,52.0,53.0,53.0,53.0,53.0,57.0,57.0,55.0
7,54.0,52.0,59.0,51.0,51.0,50.0,59.0,49.0,48.0,48.0,48.0,48.0,58.0,58.0,50.0
8,54.0,49.0,53.0,50.0,51.0,56.0,53.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,50.0
9,53.0,55.0,53.0,58.0,58.0,54.0,53.0,45.0,46.0,46.0,46.0,46.0,52.0,52.0,51.0
10,48.0,47.0,51.0,51.0,51.0,49.0,51.0,45.0,43.0,43.0,43.0,43.0,51.0,51.0,45.0
11,50.0,48.0,48.0,55.0,55.0,55.0,48.0,43.0,44.0,44.0,44.0,44.0,47.0,47.0,48.0
12,59.0,54.0,58.0,57.0,57.0,53.0,58.0,50.0,51.0,51.0,51.0,51.0,57.0,57.0,56.0
13,54.0,52.0,53.0,52.0,52.0,49.0,53.0,49.0,50.0,50.0,50.0,50.0,53.0,53.0,51.0
14,56.0,47.0,53.0,54.0,54.0,54.0,53.0,50.0,51.0,51.0,51.0,51.0,53.0,53.0,53.0
15,60.0,45.0,59.0,50.0,51.0,48.0,59.0,51.0,52.0,52.0,52.0,52.0,58.0,58.0,57.0
16,54.0,53.0,54.0,46.0,47.0,50.0,54.0,50.0,51.0,51.0,51.0,51.0,54.0,54.0,52.0
17,57.0,47.0,54.0,47.0,48.0,49.0,54.0,51.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0
18,59.0,51.0,58.0,52.0,52.0,52.0,58.0,55.0,56.0,56.0,56.0,56.0,57.0,57.0,54.0
19,59.0,54.0,59.0,52.0,52.0,52.0,59.0,51.0,52.0,52.0,52.0,52.0,58.0,58.0,51.0
20,59.0,50.0,53.0,52.0,51.0,56.0,53.0,55.0,56.0,56.0,56.0,56.0,53.0,53.0,51.0
21,59.0,50.0,57.0,53.0,53.0,49.0,57.0,56.0,57.0,57.0,57.0,57.0,56.0,56.0,55.0
22,59.0,55.0,58.0,52.0,52.0,52.0,58.0,52.0,53.0,53.0,53.0,53.0,57.0,57.0,51.0
23,59.0,49.0,52.0,52.0,51.0,55.0,52.0,56.0,57.0,57.0,57.0,57.0,52.0,52.0,51.0
24,58.0,58.0,54.0,58.0,58.0,57.0,54.0,51.0,52.0,52.0,52.0,52.0,53.0,53.0,56.0
25,53.0,50.0,50.0,57.0,57.0,52.0,50.0,51.0,47.0,47.0,47.0,47.0,50.0,50.0,51.0
26,54.0,52.0,48.0,57.0,57.0,58.0,48.0,50.0,51.0,51.0,51.0,51.0,47.0,47.0,51.0
27,59.0,57.0,59.0,57.0,57.0,56.0,59.0,55.0,56.0,56.0,56.0,56.0,58.0,58.0,56.0
28,59.0,55.0,54.0,58.0,58.0,52.0,54.0,52.0,53.0,53.0,53.0,53.0,54.0,54.0,57.0
29,59.0,51.0,54.0,58.0,57.0,57.0,54.0,56.0,57.0,57.0,57.0,57.0,54.0,54.0,57.0
30,60.0,48.0,58.0,53.0,53.0,51.0,58.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
31,59.0,56.0,55.0,52.0,53.0,53.0,55.0,53.0,54.0,54.0,54.0,54.0,55.0,55.0,58.0
32,59.0,50.0,55.0,52.0,52.0,53.0,55.0,57.0,58.0,58.0,58.0,58.0,55.0,55.0,58.0
33,58.0,46.0,52.0,48.0,50.0,48.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,55.0
34,51.0,54.0,52.0,51.0,52.0,51.0,52.0,47.0,48.0,48.0,48.0,48.0,51.0,51.0,50.0
35,52.0,48.0,47.0,50.0,51.0,50.0,47.0,51.0,50.0,50.0,50.0,50.0,46.0,46.0,50.0
36,57.0,57.0,52.0,58.0,58.0,56.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,51.0,56.0
37,53.0,49.0,51.0,57.0,57.0,51.0,51.0,50.0,48.0,48.0,48.0,48.0,51.0,51.0,51.0
38,53.0,50.0,47.0,57.0,57.0,57.0,47.0,51.0,52.0,52.0,52.0,52.0,46.0,46.0,51.0
39,59.0,56.0,57.0,57.0,57.0,55.0,57.0,53.0,54.0,54.0,54.0,54.0,56.0,56.0,56.0
40,59.0,54.0,52.0,58.0,58.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,57.0
41,59.0,49.0,52.0,58.0,57.0,56.0,52.0,57.0,58.0,58.0,58.0,58.0,52.0,52.0,57.0
42,60.0,47.0,54.0,50.0,51.0,50.0,54.0,54.0,55.0,55.0,55.0,55.0,53.0,53.0,57.0
43,59.0,55.0,53.0,52.0,53.0,52.0,53.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,58.0
44,59.0,49.0,53.0,52.0,52.0,51.0,53.0,58.0,59.0,59.0,59.0,59.0,53.0,53.0,58.0
45,54.0,48.0,47.0,58.0,58.0,47.0,47.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,52.0
46,47.0,43.0,44.0,50.0,50.0,45.0,44.0,45.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0
47,51.0,48.0,44.0,55.0,55.0,49.0,44.0,43.0,44.0,44.0,44.0,44.0,43.0,43.0,49.0
48,60.0,48.0,54.0,59.0,58.0,48.0,54.0,50.0,51.0,51.0,51.0,51.0,53.0,53.0,58.0
49,52.0,51.0,50.0,51.0,50.0,50.0,50.0,51.0,50.0,50.0,50.0,50.0,49.0,49.0,50.0
50,57.0,52.0,51.0,56.0,55.0,51.0,51.0,50.0,51.0,51.0,51.0,51.0,50.0,50.0,55.0
51,60.0,49.0,55.0,58.0,58.0,48.0,55.0,51.0,52.0,52.0,52.0,52.0,54.0,54.0,59.0
52,53.0,52.0,51.0,50.0,50.0,51.0,51.0,52.0,51.0,51.0,51.0,51.0,50.0,50.0,51.0
53,57.0,53.0,52.0,55.0,55.0,52.0,52.0,51.0,52.0,52.0,52.0,52.0,51.0,51.0,56.0
54,59.0,47.0,59.0,58.0,58.0,48.0,59.0,50.0,51.0,51.0,51.0,51.0,58.0,58.0,57.0
55,51.0,55.0,55.0,50.0,50.0,49.0,55.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,49.0
56,56.0,51.0,56.0,55.0,55.0,54.0,56.0,50.0,51.0,51.0,51.0,51.0,55.0,55.0,54.0
57,60.0,48.0,60.0,59.0,59.0,49.0,60.0,51.0,52.0,52.0,52.0,52.0,59.0,59.0,58.0
58,52.0,56.0,56.0,51.0,51.0,50.0,56.0,51.0,51.0,51.0,51.0,51.0,55.0,55.0,50.0
