Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,37.0,39.0,39.0,39.0
1,39.0,43.0,43.0,42.0
2,38.0,42.0,42.0,39.0
3,38.0,39.0,39.0,39.0
4,43.0,43.0,43.0,42.0
5,40.0,42.0,42.0,41.0
6,38.0,40.0,40.0,39.0
7,40.0,43.0,43.0,43.0
8,40.0,43.0,43.0,42.0
9,38.0,39.0,39.0,39.0
10,40.0,43.0,43.0,43.0
11,40.0,42.0,42.0,40.0
12,38.0,38.0,38.0,38.0
13,44.0,43.0,43.0,43.0
14,40.0,42.0,42.0,41.0
15,38.0,39.0,39.0,39.0
16,40.0,43.0,43.0,43.0
17,39.0,43.0,43.0,42.0
18,37.0,40.0,40.0,38.0
19,42.0,42.0,42.0,42.0
20,43.0,42.0,42.0,41.0
21,38.0,41.0,41.0,38.0
22,39.0,43.0,43.0,43.0
23,43.0,43.0,43.0,42.0
24,38.0,39.0,39.0,38.0
25,40.0,43.0,43.0,42.0
26,40.0,42.0,42.0,41.0
27,37.0,40.0,40.0,37.0
28,43.0,42.0,42.0,42.0
29,43.0,42.0,42.0,41.0
30,38.0,41.0,41.0,38.0
31,40.0,43.0,43.0,42.0
32,43.0,43.0,43.0,42.0
33,38.0,40.0,40.0,39.0
34,39.0,43.0,43.0,43.0
35,40.0,43.0,43.0,40.0
36,38.0,40.0,40.0,38.0
37,40.0,43.0,43.0,43.0
38,40.0,43.0,43.0,42.0
39,38.0,41.0,41.0,38.0
40,39.0,43.0,43.0,43.0
41,43.0,42.0,42.0,42.0
42,38.0,42.0,42.0,38.0
43,40.0,43.0,43.0,43.0
44,40.0,43.0,43.0,43.0
45,40.0,42.0,42.0,42.0
46,40.0,43.0,43.0,43.0
47,40.0,43.0,43.0,43.0
48,45.0,43.0,43.0,43.0
49,43.0,43.0,43.0,43.0
50,40.0,45.0,45.0,45.0
51,41.0,39.0,39.0,38.0
52,40.0,43.0,43.0,43.0
53,40.0,43.0,43.0,43.0
54,44.0,43.0,43.0,43.0
55,42.0,43.0,43.0,43.0
56,43.0,45.0,45.0,45.0
57,40.0,39.0,39.0,38.0
58,40.0,43.0,43.0,43.0
59,44.0,43.0,43.0,43.0
60,38.0,37.0,37.0,37.0
61,40.0,43.0,43.0,43.0
62,40.0,43.0,43.0,43.0
63,37.0,39.0,39.0,37.0
64,41.0,41.0,41.0,41.0
65,42.0,41.0,41.0,40.0
66,37.0,40.0,40.0,37.0
67,39.0,42.0,42.0,42.0
68,43.0,42.0,42.0,41.0
69,38.0,38.0,38.0,37.0
70,39.0,42.0,42.0,41.0
71,44.0,41.0,41.0,40.0
72,37.0,39.0,39.0,36.0
73,42.0,41.0,41.0,41.0
74,43.0,41.0,41.0,40.0
75,38.0,40.0,40.0,37.0
76,39.0,42.0,42.0,41.0
77,44.0,42.0,42.0,41.0
78,37.0,39.0,39.0,38.0
79,39.0,42.0,42.0,42.0
80,43.0,43.0,43.0,39.0
81,38.0,39.0,39.0,37.0
82,39.0,42.0,42.0,42.0
83,44.0,42.0,42.0,41.0
84,37.0,40.0,40.0,37.0
85,42.0,42.0,42.0,42.0
86,43.0,42.0,42.0,41.0
87,38.0,41.0,41.0,37.0
88,39.0,42.0,42.0,42.0
89,44.0,43.0,43.0,42.0
90,39.0,41.0,41.0,41.0
91,40.0,43.0,43.0,43.0
92,40.0,43.0,43.0,43.0
93,45.0,42.0,42.0,42.0
94,43.0,43.0,43.0,43.0
95,44.0,44.0,44.0,44.0
96,41.0,38.0,38.0,37.0
97,40.0,42.0,42.0,42.0
98,40.0,43.0,43.0,42.0
99,44.0,42.0,42.0,42.0
100,42.0,42.0,42.0,42.0
101,43.0,44.0,44.0,44.0
102,40.0,38.0,38.0,37.0
103,43.0,42.0,42.0,42.0
104,44.0,42.0,42.0,42.0
105,37.0,37.0,37.0,37.0
106,39.0,42.0,42.0,42.0
107,40.0,43.0,43.0,42.0
108,34.0,39.0,39.0,39.0
109,36.0,40.0,40.0,40.0
110,39.0,41.0,41.0,40.0
111,38.0,40.0,40.0,38.0
112,39.0,40.0,40.0,40.0
113,40.0,43.0,43.0,40.0
114,37.0,39.0,39.0,38.0
115,39.0,40.0,40.0,40.0
116,43.0,42.0,42.0,42.0
117,34.0,38.0,38.0,38.0
118,36.0,40.0,40.0,40.0
119,39.0,43.0,43.0,43.0
120,40.0,42.0,42.0,42.0
121,40.0,44.0,44.0,44.0
122,41.0,44.0,44.0,44.0
123,45.0,43.0,43.0,43.0
124,43.0,44.0,44.0,44.0
125,43.0,45.0,45.0,45.0
126,41.0,39.0,39.0,38.0
127,40.0,41.0,41.0,40.0
128,41.0,43.0,43.0,43.0
129,44.0,43.0,43.0,43.0
130,42.0,43.0,43.0,43.0
131,43.0,45.0,45.0,45.0
132,40.0,39.0,39.0,38.0
133,39.0,40.0,40.0,40.0
134,43.0,43.0,43.0,43.0
135,35.0,38.0,38.0,38.0
136,36.0,40.0,40.0,40.0
137,39.0,43.0,43.0,43.0
138,41.0,41.0,41.0,41.0
139,41.0,44.0,44.0,44.0
140,40.0,43.0,43.0,43.0
141,45.0,44.0,44.0,44.0
142,45.0,44.0,44.0,44.0
143,42.0,45.0,45.0,45.0
144,41.0,41.0,41.0,41.0
145,42.0,44.0,44.0,44.0
146,42.0,43.0,43.0,43.0
147,45.0,44.0,44.0,44.0
148,46.0,44.0,44.0,44.0
149,46.0,45.0,45.0,45.0
150,45.0,44.0,44.0,44.0
151,46.0,44.0,44.0,44.0
152,46.0,45.0,45.0,45.0
153,41.0,39.0,39.0,38.0
154,42.0,41.0,41.0,40.0
155,42.0,43.0,43.0,43.0
156,44.0,43.0,43.0,43.0
157,45.0,44.0,44.0,44.0
158,45.0,44.0,44.0,44.0
159,44.0,44.0,44.0,44.0
160,45.0,44.0,44.0,44.0
161,45.0,45.0,45.0,45.0
162,40.0,40.0,40.0,38.0
163,41.0,41.0,41.0,41.0
164,45.0,43.0,43.0,43.0
165,35.0,37.0,37.0,37.0
166,37.0,40.0,40.0,40.0
167,41.0,43.0,43.0,43.0
