,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
gurobi time,3804.34,8184.77,25.56,1128.21,39600.42,360.39,313.24,1594.86,5169.39,8336.48,293.38,1412.65,1464.25,75.08,898.36,169.9,1229.61,90.29,151.22,62.92,1946.41,284.4,355.83,7466.92,2580.33,361.35,1201.62,1109.11,5064.66,1147.05,609.07,92.05,1371.83,73.53,183.53,82.69,112.45,211.03,382.86,57.2,695.55,705.43,1622.92,243.94,2078.21,314.75,11267.47,96.24,1535.05,34.09,25.56,983.48,828.01,2835.09,39600.16,14077.7,3564.04,39600.07,590.28,39600.08,49.18,46.82,2081.26,2397.62,1280.85,428.58,1670.56,15807.26,11479.62,348.01,1266.29,1263.45,1103.6,495.08,2718.55,702.06,1739.61,4841.05,510.25,3160.99,1100.9,337.93,1109.37,104.71,5407.57,7406.77,2014.26,388.07,2115.04,13573.76,3014.15,39600.42,9164.77,21647.39,70.89,1455.19,1552.41,329.5,1784.19,994.95,1628.56,1080.49,3116.86,159.71,1271.07
total time,3808.17,8184.7,29.17,1132.215,39603.8,363.97,316.77,1598.64,5173.34,8340.47,297.1,1416.48,1468.19,78.93,902.2,173.73,1233.47,94.07,154.77,66.94,1950.19,288.28,359.45,7470.81,2584.33,365.08,1205.31,1112.76,5068.37,1150.82,612.78,95.8,1375.26,77.12,187.17,86.29,116.35,215.04,386.41,61.09,699.3,708.85,1626.37,247.64,2081.63,318.21,11270.79,100.15,1538.95,38.18,29.17,987.62,832.07,2838.72,39603.59,14081.47,3568.08,39603.68,594.02,39603.78,53.22,50.54,2085.31,2401.47,1284.73,432.29,1674.61,15810.64,11483.64,353.11,1270.12,1267.34,1107.36,500.26,2721.85,705.39,1743.72,4845.11,514.25,3166.19,1104.83,341.69,1113.61,108.19,5411.46,7410.72,2018.15,391.81,2118.46,13577.68,3018.42,39603.8,9168.31,21651.09,74.52,1458.94,1556.4,333.18,1788.25,998.62,1633.72,1084.26,3120.4,163.7,1275.59
result,49.09,7.05,31.5,49.5,63.5,56.000000352204424,63.5,38.0,49.5,53.0,63.0,53.0,59.5,50.000001780670345,51.5,60.49999999999997,50.0,60.5,50.5,57.5,50.5,56.5,59.5,46.5,45.00000030434033,54.5,52.000000845310396,47.0,62.0,42.0,37.0,57.0,47.0,47.0,48.50000084648747,51.5,46.00000043690582,47.0,51.5,57.5,51.5000000000001,42.5,52.5000001763424,45.00000093317973,46.5,38.000000000000036,37.0,51.5,50.5,53.0,54.5,46.499999999999986,54.0,46.5,43.0,35.50000000000002,43.000000861793964,44.0000008581242,41.0,51.0,52.0,56.0,45.5,38.5,49.0,39.5,51.0,46.5,31.5,52.0,47.0,52.0,57.0,50.0,55.0,46.0,61.5,37.5,47.0,41.0,54.0,43.5,59.0,61.499999999999986,35.0,47.0,51.0,47.5,48.49999999999999,50.500000000000405,48.0,36.0,47.5,39.0,57.000000196178476,46.5,50.0,49.5,37.500000000000014,45.0,45.0,47.0,42.0,59.5,58.0
