Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,52.0,56.0,54.0,54.0,55.0,53.0,63.0,56.0
1,54.0,57.0,53.0,53.0,54.0,55.0,63.0,55.0
2,54.0,58.0,53.0,53.0,55.0,58.0,62.0,58.0
3,52.0,55.0,61.0,60.0,61.0,59.0,63.0,56.0
4,60.0,60.0,53.0,53.0,60.0,58.0,62.0,58.0
5,60.0,60.0,53.0,53.0,61.0,59.0,62.0,58.0
6,53.0,55.0,62.0,60.0,62.0,60.0,63.0,57.0
7,60.0,57.0,53.0,53.0,60.0,58.0,63.0,58.0
8,60.0,57.0,54.0,54.0,61.0,59.0,62.0,59.0
9,58.0,57.0,60.0,58.0,59.0,59.0,63.0,58.0
10,58.0,58.0,59.0,57.0,58.0,60.0,61.0,60.0
11,55.0,59.0,54.0,54.0,56.0,60.0,62.0,60.0
12,63.0,62.0,65.0,63.0,63.0,63.0,62.0,63.0
13,60.0,63.0,64.0,59.0,60.0,63.0,63.0,63.0
14,60.0,64.0,59.0,59.0,60.0,59.0,63.0,59.0
15,58.0,57.0,60.0,58.0,57.0,56.0,63.0,58.0
16,55.0,58.0,59.0,54.0,54.0,56.0,63.0,58.0
17,55.0,59.0,54.0,54.0,54.0,56.0,63.0,56.0
18,51.0,54.0,60.0,59.0,60.0,58.0,62.0,55.0
19,59.0,59.0,58.0,58.0,59.0,57.0,61.0,57.0
20,59.0,60.0,59.0,58.0,60.0,58.0,61.0,57.0
21,52.0,55.0,61.0,60.0,61.0,59.0,63.0,56.0
22,60.0,56.0,59.0,58.0,60.0,58.0,62.0,58.0
23,60.0,56.0,60.0,59.0,61.0,59.0,62.0,58.0
24,58.0,56.0,59.0,60.0,60.0,58.0,62.0,58.0
25,60.0,61.0,60.0,60.0,61.0,60.0,60.0,59.0
26,60.0,61.0,61.0,60.0,61.0,60.0,61.0,59.0
27,63.0,61.0,64.0,63.0,63.0,62.0,61.0,62.0
28,65.0,67.0,65.0,65.0,65.0,64.0,62.0,64.0
29,65.0,67.0,66.0,65.0,65.0,64.0,62.0,64.0
30,58.0,56.0,59.0,59.0,59.0,57.0,62.0,57.0
31,60.0,61.0,60.0,60.0,59.0,57.0,62.0,59.0
32,60.0,61.0,61.0,60.0,60.0,58.0,62.0,59.0
33,52.0,51.0,61.0,60.0,61.0,59.0,61.0,53.0
34,60.0,57.0,54.0,54.0,60.0,59.0,62.0,57.0
35,60.0,57.0,55.0,54.0,61.0,60.0,57.0,59.0
36,59.0,56.0,60.0,61.0,61.0,59.0,60.0,59.0
37,61.0,58.0,61.0,60.0,61.0,61.0,61.0,60.0
38,61.0,58.0,62.0,61.0,61.0,61.0,61.0,60.0
39,64.0,61.0,65.0,64.0,63.0,63.0,61.0,63.0
40,65.0,63.0,66.0,65.0,65.0,65.0,62.0,65.0
41,66.0,63.0,67.0,66.0,65.0,65.0,62.0,65.0
42,59.0,56.0,60.0,60.0,60.0,58.0,60.0,58.0
43,60.0,58.0,61.0,60.0,60.0,58.0,62.0,60.0
44,61.0,58.0,62.0,61.0,61.0,59.0,62.0,60.0
45,59.0,57.0,59.0,59.0,60.0,59.0,59.0,58.0
46,59.0,58.0,58.0,58.0,58.0,59.0,60.0,59.0
47,54.0,59.0,53.0,53.0,55.0,59.0,61.0,59.0
48,64.0,62.0,64.0,64.0,64.0,63.0,62.0,63.0
49,59.0,63.0,63.0,58.0,59.0,64.0,61.0,64.0
50,59.0,64.0,58.0,58.0,59.0,60.0,62.0,59.0
51,59.0,57.0,59.0,59.0,60.0,59.0,60.0,58.0
52,58.0,58.0,58.0,57.0,58.0,59.0,61.0,59.0
53,57.0,59.0,58.0,56.0,57.0,59.0,62.0,59.0
54,63.0,61.0,63.0,63.0,63.0,62.0,61.0,62.0
55,59.0,62.0,62.0,58.0,59.0,64.0,61.0,64.0
56,59.0,63.0,62.0,58.0,59.0,64.0,62.0,64.0
57,64.0,61.0,64.0,64.0,64.0,63.0,62.0,63.0
58,58.0,63.0,63.0,57.0,58.0,63.0,61.0,63.0
59,59.0,63.0,63.0,58.0,59.0,62.0,62.0,62.0
60,59.0,56.0,59.0,59.0,58.0,56.0,60.0,58.0
61,53.0,58.0,58.0,52.0,54.0,56.0,61.0,58.0
62,54.0,58.0,58.0,53.0,53.0,56.0,62.0,57.0
63,51.0,53.0,59.0,58.0,59.0,57.0,61.0,54.0
64,58.0,58.0,57.0,57.0,58.0,56.0,60.0,56.0
65,58.0,59.0,58.0,57.0,59.0,57.0,60.0,56.0
66,52.0,54.0,60.0,59.0,60.0,58.0,62.0,55.0
67,59.0,56.0,58.0,58.0,59.0,57.0,61.0,57.0
68,59.0,56.0,59.0,58.0,60.0,58.0,61.0,57.0
69,57.0,55.0,58.0,59.0,59.0,57.0,61.0,57.0
70,59.0,60.0,59.0,59.0,60.0,59.0,59.0,58.0
71,59.0,61.0,60.0,59.0,60.0,59.0,60.0,58.0
72,62.0,60.0,63.0,62.0,62.0,61.0,60.0,61.0
73,64.0,66.0,64.0,64.0,64.0,63.0,61.0,63.0
74,64.0,67.0,65.0,64.0,64.0,63.0,61.0,63.0
75,57.0,55.0,58.0,58.0,58.0,56.0,61.0,56.0
76,59.0,60.0,59.0,59.0,58.0,56.0,61.0,58.0
77,59.0,61.0,60.0,59.0,59.0,57.0,61.0,58.0
78,53.0,50.0,60.0,60.0,60.0,58.0,61.0,52.0
79,60.0,56.0,53.0,53.0,60.0,58.0,62.0,57.0
80,60.0,56.0,54.0,53.0,61.0,59.0,57.0,58.0
81,58.0,56.0,59.0,60.0,60.0,58.0,59.0,58.0
82,60.0,58.0,60.0,60.0,61.0,60.0,60.0,59.0
83,60.0,57.0,61.0,60.0,61.0,60.0,61.0,59.0
84,63.0,61.0,64.0,63.0,63.0,62.0,60.0,62.0
85,65.0,62.0,65.0,65.0,65.0,64.0,61.0,64.0
86,65.0,62.0,66.0,65.0,65.0,64.0,62.0,64.0
87,58.0,56.0,59.0,59.0,59.0,57.0,60.0,57.0
88,60.0,57.0,60.0,60.0,59.0,57.0,61.0,59.0
89,60.0,57.0,61.0,60.0,60.0,58.0,61.0,59.0
90,58.0,57.0,58.0,58.0,59.0,58.0,58.0,57.0
91,58.0,62.0,57.0,57.0,57.0,58.0,59.0,58.0
92,53.0,61.0,52.0,52.0,54.0,58.0,60.0,58.0
93,63.0,62.0,63.0,63.0,63.0,62.0,61.0,62.0
94,58.0,62.0,62.0,57.0,58.0,63.0,60.0,63.0
95,58.0,67.0,57.0,57.0,58.0,59.0,61.0,58.0
96,58.0,57.0,58.0,58.0,59.0,58.0,59.0,57.0
97,57.0,60.0,57.0,56.0,57.0,58.0,60.0,58.0
98,56.0,61.0,57.0,55.0,56.0,58.0,61.0,58.0
99,62.0,61.0,62.0,62.0,62.0,61.0,60.0,61.0
100,58.0,61.0,61.0,57.0,58.0,63.0,60.0,63.0
101,58.0,66.0,61.0,57.0,58.0,63.0,61.0,63.0
102,63.0,61.0,63.0,63.0,63.0,62.0,61.0,62.0
103,57.0,62.0,62.0,56.0,57.0,62.0,60.0,62.0
104,58.0,67.0,62.0,57.0,58.0,61.0,61.0,61.0
105,58.0,56.0,58.0,58.0,57.0,55.0,59.0,57.0
106,52.0,57.0,57.0,51.0,53.0,55.0,60.0,57.0
107,53.0,61.0,57.0,52.0,52.0,55.0,61.0,56.0
108,50.0,46.0,51.0,51.0,51.0,49.0,58.0,49.0
109,51.0,52.0,50.0,50.0,52.0,53.0,59.0,53.0
110,51.0,52.0,50.0,50.0,52.0,55.0,54.0,55.0
111,51.0,52.0,55.0,55.0,54.0,55.0,53.0,55.0
112,53.0,57.0,54.0,54.0,53.0,57.0,57.0,58.0
113,53.0,53.0,55.0,54.0,53.0,58.0,53.0,57.0
114,56.0,57.0,60.0,60.0,55.0,55.0,57.0,55.0
115,57.0,58.0,56.0,56.0,57.0,57.0,61.0,57.0
116,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0
117,51.0,52.0,55.0,55.0,51.0,49.0,57.0,53.0
118,52.0,53.0,51.0,51.0,52.0,53.0,55.0,54.0
119,53.0,53.0,52.0,52.0,53.0,54.0,53.0,54.0
120,53.0,53.0,54.0,55.0,54.0,56.0,52.0,56.0
121,53.0,58.0,52.0,52.0,53.0,57.0,52.0,58.0
122,53.0,57.0,52.0,53.0,54.0,58.0,57.0,58.0
123,56.0,58.0,59.0,60.0,56.0,58.0,56.0,58.0
124,58.0,58.0,57.0,57.0,58.0,59.0,56.0,58.0
125,58.0,62.0,57.0,57.0,58.0,58.0,61.0,58.0
126,51.0,53.0,54.0,55.0,54.0,55.0,52.0,56.0
127,53.0,57.0,52.0,52.0,53.0,57.0,56.0,58.0
128,57.0,57.0,57.0,56.0,57.0,58.0,54.0,57.0
129,58.0,57.0,58.0,59.0,58.0,61.0,55.0,61.0
130,58.0,58.0,57.0,57.0,58.0,63.0,59.0,63.0
131,58.0,61.0,61.0,56.0,58.0,62.0,61.0,62.0
132,56.0,57.0,59.0,60.0,56.0,56.0,55.0,56.0
133,57.0,58.0,56.0,56.0,57.0,57.0,60.0,58.0
134,58.0,62.0,62.0,57.0,58.0,62.0,56.0,62.0
135,51.0,52.0,54.0,55.0,51.0,50.0,52.0,53.0
136,52.0,53.0,51.0,51.0,53.0,52.0,55.0,54.0
137,53.0,57.0,57.0,52.0,52.0,56.0,53.0,57.0
138,51.0,52.0,50.0,50.0,52.0,56.0,51.0,56.0
139,53.0,57.0,52.0,52.0,52.0,57.0,52.0,57.0
140,53.0,56.0,52.0,52.0,54.0,58.0,56.0,58.0
141,56.0,57.0,55.0,55.0,56.0,57.0,55.0,57.0
