Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,46.0,46.0,46.0,45.0,45.0,45.0,45.0
1,46.0,46.0,45.0,44.0,44.0,45.0,47.0
2,48.0,48.0,48.0,47.0,47.0,47.0,47.0
3,45.0,45.0,45.0,44.0,45.0,44.0,44.0
4,45.0,45.0,45.0,44.0,44.0,44.0,46.0
5,47.0,47.0,47.0,46.0,46.0,46.0,46.0
6,46.0,46.0,46.0,45.0,46.0,45.0,45.0
7,46.0,46.0,45.0,44.0,45.0,44.0,47.0
8,48.0,48.0,48.0,47.0,47.0,47.0,47.0
9,46.0,46.0,46.0,45.0,45.0,45.0,45.0
10,48.0,48.0,48.0,47.0,47.0,47.0,46.0
11,48.0,48.0,48.0,47.0,47.0,47.0,47.0
12,45.0,45.0,45.0,44.0,44.0,44.0,44.0
13,47.0,47.0,47.0,46.0,46.0,46.0,46.0
14,47.0,47.0,47.0,46.0,46.0,46.0,46.0
15,45.0,45.0,45.0,44.0,44.0,44.0,45.0
16,45.0,45.0,45.0,44.0,45.0,44.0,47.0
17,47.0,47.0,47.0,46.0,46.0,46.0,47.0
18,44.0,44.0,44.0,43.0,44.0,43.0,43.0
19,44.0,44.0,44.0,43.0,44.0,43.0,45.0
20,46.0,46.0,46.0,45.0,45.0,45.0,45.0
21,45.0,45.0,45.0,44.0,45.0,44.0,44.0
22,45.0,45.0,44.0,43.0,45.0,44.0,46.0
23,47.0,47.0,47.0,46.0,46.0,46.0,46.0
24,45.0,45.0,45.0,44.0,44.0,44.0,44.0
25,47.0,47.0,47.0,46.0,46.0,46.0,45.0
26,47.0,47.0,47.0,46.0,46.0,46.0,46.0
27,44.0,44.0,44.0,43.0,44.0,43.0,43.0
28,46.0,46.0,46.0,45.0,45.0,45.0,45.0
29,46.0,46.0,46.0,45.0,45.0,45.0,45.0
30,44.0,44.0,44.0,43.0,44.0,43.0,44.0
31,44.0,44.0,44.0,43.0,44.0,44.0,46.0
32,46.0,46.0,46.0,45.0,45.0,45.0,46.0
33,46.0,46.0,46.0,45.0,46.0,45.0,45.0
34,45.0,45.0,44.0,43.0,46.0,44.0,47.0
35,48.0,48.0,48.0,47.0,47.0,47.0,47.0
36,46.0,46.0,46.0,45.0,45.0,45.0,45.0
37,48.0,48.0,48.0,47.0,47.0,47.0,46.0
38,48.0,48.0,48.0,47.0,47.0,47.0,47.0
39,45.0,45.0,45.0,44.0,45.0,44.0,44.0
40,47.0,47.0,47.0,46.0,46.0,46.0,46.0
41,47.0,47.0,47.0,46.0,46.0,46.0,46.0
42,45.0,45.0,45.0,44.0,45.0,44.0,45.0
43,45.0,45.0,44.0,43.0,44.0,44.0,47.0
44,47.0,47.0,47.0,46.0,46.0,46.0,47.0
45,46.0,46.0,46.0,45.0,45.0,45.0,45.0
46,47.0,47.0,47.0,46.0,46.0,47.0,47.0
47,48.0,48.0,48.0,47.0,47.0,47.0,47.0
48,45.0,45.0,45.0,44.0,44.0,44.0,44.0
49,47.0,47.0,47.0,46.0,46.0,46.0,46.0
50,47.0,47.0,47.0,46.0,46.0,46.0,46.0
51,46.0,46.0,46.0,45.0,45.0,45.0,45.0
