Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,49.0,50.0,47.0,47.0,50.0,48.0,48.0,50.0,52.0,48.0
1,51.0,53.0,49.0,49.0,50.0,51.0,51.0,51.0,52.0,50.0
2,51.0,52.0,49.0,49.0,51.0,50.0,50.0,51.0,57.0,50.0
3,49.0,50.0,48.0,48.0,50.0,49.0,49.0,50.0,52.0,53.0
4,50.0,52.0,50.0,50.0,55.0,52.0,52.0,51.0,52.0,55.0
5,50.0,52.0,50.0,50.0,51.0,51.0,51.0,51.0,57.0,55.0
6,49.0,48.0,47.0,47.0,48.0,46.0,46.0,50.0,51.0,48.0
7,50.0,50.0,48.0,48.0,50.0,49.0,49.0,52.0,52.0,50.0
8,51.0,52.0,49.0,49.0,48.0,50.0,50.0,51.0,52.0,51.0
9,49.0,48.0,47.0,47.0,54.0,46.0,46.0,54.0,51.0,48.0
10,50.0,52.0,48.0,48.0,51.0,50.0,50.0,51.0,52.0,51.0
11,51.0,48.0,49.0,49.0,51.0,46.0,46.0,51.0,57.0,50.0
12,49.0,48.0,47.0,47.0,53.0,46.0,46.0,53.0,51.0,47.0
13,50.0,51.0,48.0,48.0,50.0,49.0,49.0,51.0,52.0,50.0
14,50.0,52.0,48.0,48.0,51.0,50.0,50.0,51.0,57.0,49.0
15,48.0,49.0,46.0,46.0,48.0,47.0,47.0,49.0,50.0,45.0
16,50.0,50.0,48.0,48.0,50.0,48.0,48.0,52.0,52.0,47.0
17,50.0,53.0,48.0,48.0,50.0,51.0,51.0,51.0,52.0,50.0
18,48.0,49.0,48.0,48.0,49.0,49.0,49.0,49.0,51.0,53.0
19,49.0,51.0,49.0,49.0,55.0,51.0,51.0,51.0,51.0,55.0
20,50.0,51.0,49.0,49.0,51.0,51.0,51.0,51.0,56.0,55.0
21,48.0,47.0,48.0,48.0,48.0,47.0,47.0,50.0,51.0,50.0
22,49.0,51.0,49.0,49.0,50.0,49.0,49.0,52.0,52.0,52.0
23,50.0,51.0,50.0,50.0,48.0,51.0,51.0,51.0,52.0,56.0
24,49.0,47.0,48.0,48.0,54.0,47.0,47.0,54.0,51.0,49.0
25,49.0,51.0,49.0,49.0,56.0,51.0,51.0,51.0,52.0,56.0
26,50.0,49.0,50.0,50.0,50.0,47.0,47.0,51.0,57.0,51.0
27,48.0,48.0,48.0,48.0,53.0,47.0,47.0,53.0,51.0,49.0
28,49.0,50.0,49.0,49.0,55.0,50.0,50.0,51.0,52.0,55.0
29,50.0,51.0,49.0,49.0,51.0,51.0,51.0,51.0,57.0,51.0
30,47.0,49.0,47.0,47.0,48.0,48.0,48.0,49.0,50.0,49.0
31,49.0,51.0,49.0,49.0,50.0,49.0,49.0,52.0,52.0,52.0
32,49.0,52.0,49.0,49.0,50.0,52.0,52.0,51.0,52.0,51.0
33,47.0,46.0,45.0,45.0,44.0,44.0,44.0,45.0,45.0,48.0
34,48.0,47.0,46.0,46.0,49.0,46.0,46.0,46.0,46.0,49.0
35,50.0,50.0,48.0,48.0,45.0,48.0,48.0,50.0,49.0,51.0
