Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,42.0,43.0,45.0,36.0,36.0,36.0,36.0,35.0,39.0,39.0
1,41.0,41.0,42.0,37.0,37.0,39.0,39.0,39.0,41.0,41.0
2,42.0,43.0,44.0,37.0,37.0,35.0,35.0,39.0,42.0,42.0
3,42.0,43.0,44.0,40.0,40.0,36.0,36.0,39.0,41.0,41.0
4,45.0,43.0,43.0,40.0,40.0,43.0,43.0,43.0,43.0,43.0
5,45.0,46.0,46.0,39.0,39.0,39.0,39.0,39.0,43.0,43.0
6,42.0,43.0,43.0,39.0,39.0,36.0,36.0,39.0,42.0,42.0
7,43.0,42.0,42.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0
8,42.0,44.0,43.0,37.0,37.0,38.0,38.0,39.0,43.0,43.0
9,42.0,42.0,42.0,40.0,40.0,40.0,40.0,39.0,42.0,42.0
10,42.0,41.0,42.0,40.0,40.0,42.0,42.0,42.0,40.0,40.0
11,42.0,42.0,42.0,40.0,40.0,38.0,38.0,45.0,44.0,44.0
12,41.0,41.0,41.0,39.0,39.0,39.0,39.0,38.0,42.0,42.0
13,41.0,40.0,41.0,39.0,39.0,41.0,41.0,41.0,39.0,39.0
14,41.0,41.0,42.0,39.0,39.0,39.0,39.0,44.0,44.0,44.0
15,41.0,42.0,42.0,38.0,38.0,38.0,38.0,35.0,41.0,41.0
16,41.0,41.0,41.0,36.0,36.0,38.0,38.0,38.0,39.0,39.0
17,41.0,42.0,42.0,36.0,36.0,38.0,38.0,41.0,43.0,43.0
18,41.0,42.0,43.0,39.0,39.0,36.0,36.0,38.0,41.0,41.0
19,44.0,45.0,45.0,40.0,40.0,42.0,42.0,42.0,42.0,42.0
20,46.0,47.0,47.0,39.0,39.0,41.0,41.0,41.0,45.0,45.0
21,42.0,42.0,42.0,40.0,40.0,36.0,36.0,38.0,41.0,41.0
22,45.0,46.0,46.0,41.0,41.0,42.0,42.0,42.0,41.0,41.0
23,45.0,46.0,46.0,39.0,39.0,41.0,41.0,41.0,46.0,46.0
24,45.0,41.0,41.0,45.0,45.0,40.0,40.0,42.0,41.0,41.0
25,46.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,39.0,39.0
26,46.0,47.0,47.0,45.0,45.0,42.0,42.0,44.0,43.0,43.0
27,44.0,40.0,40.0,44.0,44.0,41.0,41.0,41.0,41.0,41.0
28,45.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,38.0,38.0
29,45.0,46.0,46.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0
30,41.0,41.0,41.0,41.0,41.0,40.0,40.0,38.0,40.0,40.0
31,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,39.0,39.0
32,46.0,47.0,47.0,41.0,41.0,42.0,42.0,40.0,42.0,42.0
33,40.0,41.0,41.0,39.0,39.0,36.0,36.0,39.0,36.0,36.0
34,42.0,42.0,42.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
35,42.0,43.0,43.0,37.0,37.0,37.0,37.0,39.0,41.0,41.0
36,44.0,41.0,41.0,44.0,44.0,37.0,37.0,43.0,41.0,41.0
37,47.0,42.0,42.0,47.0,47.0,47.0,47.0,47.0,40.0,40.0
38,46.0,47.0,47.0,41.0,41.0,43.0,43.0,45.0,42.0,42.0
39,43.0,41.0,41.0,43.0,43.0,39.0,39.0,42.0,41.0,41.0
40,46.0,41.0,41.0,46.0,46.0,46.0,46.0,46.0,39.0,39.0
41,46.0,47.0,47.0,41.0,41.0,43.0,43.0,44.0,41.0,41.0
42,41.0,42.0,42.0,40.0,40.0,38.0,38.0,39.0,36.0,36.0
43,42.0,42.0,42.0,43.0,43.0,43.0,43.0,43.0,39.0,39.0
44,47.0,48.0,48.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0
