Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,36.0,36.0,36.0,36.0,33.0,32.0,33.0,32.0,39.0,36.0,39.0,36.0
1,37.0,35.0,38.0,35.0,34.0,38.0,36.0,38.0,40.0,34.0,40.0,40.0
2,37.0,33.0,39.0,37.0,33.0,37.0,35.0,37.0,39.0,34.0,43.0,39.0
3,35.0,37.0,37.0,37.0,34.0,36.0,34.0,36.0,38.0,35.0,38.0,35.0
4,39.0,40.0,39.0,40.0,38.0,38.0,38.0,38.0,42.0,39.0,40.0,39.0
5,37.0,37.0,38.0,41.0,36.0,36.0,36.0,36.0,39.0,37.0,42.0,38.0
6,36.0,36.0,37.0,37.0,34.0,36.0,34.0,36.0,39.0,36.0,39.0,36.0
7,39.0,40.0,39.0,40.0,38.0,38.0,38.0,38.0,43.0,39.0,40.0,40.0
8,37.0,37.0,39.0,41.0,36.0,37.0,36.0,37.0,40.0,37.0,43.0,39.0
9,40.0,41.0,40.0,40.0,39.0,39.0,39.0,39.0,41.0,40.0,41.0,41.0
10,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,46.0,41.0,46.0,46.0
11,37.0,38.0,42.0,40.0,40.0,42.0,36.0,42.0,43.0,40.0,43.0,43.0
12,40.0,41.0,40.0,40.0,39.0,39.0,39.0,39.0,41.0,40.0,41.0,41.0
13,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,46.0,41.0,46.0,46.0
14,37.0,38.0,42.0,40.0,40.0,42.0,36.0,42.0,43.0,40.0,43.0,43.0
15,35.0,36.0,35.0,35.0,34.0,34.0,34.0,34.0,38.0,35.0,37.0,36.0
16,36.0,35.0,37.0,35.0,35.0,38.0,36.0,38.0,40.0,35.0,40.0,40.0
17,36.0,35.0,39.0,35.0,35.0,39.0,36.0,39.0,40.0,35.0,41.0,40.0
18,35.0,36.0,36.0,36.0,35.0,36.0,35.0,36.0,37.0,35.0,37.0,34.0
19,40.0,40.0,42.0,40.0,40.0,42.0,40.0,42.0,42.0,40.0,40.0,38.0
20,39.0,39.0,38.0,40.0,39.0,38.0,39.0,38.0,40.0,39.0,41.0,37.0
21,35.0,36.0,37.0,37.0,35.0,37.0,35.0,37.0,38.0,35.0,38.0,35.0
22,40.0,40.0,43.0,40.0,40.0,43.0,40.0,43.0,43.0,40.0,40.0,39.0
23,39.0,39.0,39.0,41.0,39.0,38.0,39.0,38.0,41.0,39.0,42.0,38.0
24,40.0,41.0,41.0,40.0,40.0,41.0,40.0,41.0,41.0,40.0,40.0,40.0
25,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
26,42.0,43.0,42.0,42.0,41.0,41.0,41.0,41.0,44.0,42.0,44.0,44.0
27,40.0,41.0,41.0,40.0,40.0,41.0,40.0,41.0,41.0,40.0,40.0,40.0
28,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
29,42.0,43.0,42.0,42.0,41.0,41.0,41.0,41.0,44.0,42.0,44.0,44.0
30,34.0,35.0,37.0,36.0,34.0,36.0,34.0,36.0,37.0,34.0,36.0,35.0
31,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,40.0
32,39.0,40.0,39.0,40.0,38.0,38.0,38.0,38.0,43.0,39.0,40.0,39.0
33,35.0,35.0,37.0,37.0,34.0,37.0,34.0,37.0,38.0,35.0,38.0,35.0
34,39.0,40.0,43.0,40.0,38.0,43.0,38.0,43.0,43.0,39.0,40.0,39.0
35,38.0,38.0,39.0,41.0,38.0,38.0,38.0,38.0,41.0,38.0,42.0,38.0
36,40.0,41.0,41.0,40.0,40.0,41.0,40.0,41.0,42.0,40.0,41.0,41.0
37,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
38,42.0,43.0,42.0,42.0,41.0,41.0,41.0,41.0,44.0,42.0,44.0,44.0
39,40.0,41.0,41.0,40.0,40.0,41.0,40.0,41.0,42.0,40.0,41.0,41.0
40,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
41,42.0,43.0,42.0,42.0,41.0,41.0,41.0,41.0,44.0,42.0,44.0,44.0
42,35.0,36.0,37.0,36.0,34.0,36.0,34.0,36.0,38.0,35.0,37.0,35.0
43,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,40.0,40.0,40.0
44,39.0,40.0,39.0,40.0,38.0,39.0,38.0,39.0,44.0,39.0,41.0,40.0
45,41.0,42.0,41.0,41.0,40.0,40.0,40.0,40.0,42.0,41.0,41.0,41.0
46,40.0,39.0,42.0,40.0,40.0,41.0,41.0,41.0,46.0,40.0,46.0,46.0
47,38.0,38.0,42.0,40.0,40.0,42.0,38.0,42.0,43.0,40.0,43.0,43.0
48,41.0,42.0,41.0,41.0,40.0,40.0,40.0,40.0,42.0,41.0,41.0,41.0
49,41.0,39.0,42.0,41.0,40.0,41.0,41.0,41.0,46.0,40.0,46.0,46.0
50,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0,42.0,47.0,47.0
51,40.0,41.0,40.0,40.0,39.0,39.0,39.0,39.0,42.0,40.0,41.0,41.0
52,40.0,39.0,41.0,40.0,40.0,40.0,40.0,40.0,46.0,40.0,46.0,46.0
53,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0,42.0,47.0,47.0
54,40.0,41.0,40.0,40.0,39.0,39.0,39.0,39.0,42.0,40.0,41.0,41.0
55,41.0,38.0,41.0,41.0,39.0,40.0,41.0,40.0,45.0,39.0,45.0,45.0
56,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0,42.0,47.0,47.0
57,40.0,41.0,40.0,40.0,39.0,39.0,39.0,39.0,42.0,40.0,41.0,41.0
58,40.0,39.0,41.0,40.0,40.0,40.0,40.0,40.0,46.0,40.0,46.0,46.0
59,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,47.0,42.0,47.0,47.0
60,34.0,35.0,34.0,35.0,33.0,34.0,33.0,34.0,38.0,34.0,37.0,35.0
61,36.0,33.0,36.0,34.0,34.0,36.0,36.0,36.0,40.0,34.0,40.0,40.0
62,36.0,35.0,39.0,36.0,35.0,39.0,36.0,39.0,40.0,35.0,41.0,40.0
63,34.0,35.0,35.0,35.0,34.0,35.0,34.0,35.0,36.0,34.0,36.0,33.0
64,39.0,39.0,41.0,39.0,39.0,41.0,39.0,41.0,41.0,39.0,39.0,37.0
65,38.0,38.0,37.0,39.0,38.0,37.0,38.0,37.0,39.0,38.0,40.0,36.0
66,34.0,35.0,36.0,36.0,34.0,36.0,34.0,36.0,37.0,34.0,37.0,34.0
67,39.0,39.0,42.0,39.0,39.0,42.0,39.0,42.0,42.0,39.0,39.0,38.0
68,38.0,38.0,38.0,40.0,38.0,38.0,38.0,38.0,40.0,38.0,41.0,37.0
69,39.0,40.0,40.0,39.0,39.0,40.0,39.0,40.0,40.0,39.0,39.0,39.0
70,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
71,41.0,42.0,42.0,41.0,40.0,42.0,40.0,42.0,43.0,41.0,43.0,43.0
72,39.0,40.0,40.0,39.0,39.0,40.0,39.0,40.0,40.0,39.0,39.0,39.0
73,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
74,41.0,42.0,43.0,41.0,40.0,43.0,40.0,43.0,43.0,41.0,43.0,43.0
75,34.0,35.0,37.0,35.0,34.0,37.0,34.0,37.0,36.0,34.0,35.0,34.0
76,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,39.0,39.0,39.0
77,40.0,40.0,43.0,40.0,40.0,43.0,40.0,43.0,42.0,40.0,39.0,38.0
78,34.0,35.0,37.0,36.0,34.0,37.0,34.0,37.0,37.0,34.0,37.0,34.0
79,38.0,39.0,42.0,39.0,38.0,42.0,38.0,42.0,42.0,38.0,39.0,38.0
80,37.0,37.0,39.0,40.0,37.0,38.0,37.0,38.0,40.0,37.0,41.0,37.0
81,40.0,41.0,41.0,40.0,40.0,41.0,40.0,41.0,41.0,40.0,40.0,40.0
82,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
83,42.0,43.0,43.0,42.0,41.0,43.0,41.0,43.0,43.0,42.0,43.0,43.0
84,40.0,41.0,41.0,40.0,40.0,41.0,40.0,41.0,41.0,40.0,40.0,40.0
85,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
86,42.0,43.0,44.0,42.0,41.0,44.0,41.0,44.0,43.0,42.0,43.0,43.0
87,34.0,35.0,38.0,36.0,34.0,38.0,34.0,38.0,37.0,34.0,36.0,34.0
88,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,41.0,39.0,39.0,39.0
89,40.0,40.0,44.0,40.0,40.0,44.0,40.0,44.0,43.0,40.0,40.0,39.0
90,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,40.0,40.0
91,42.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,42.0,45.0,45.0
92,42.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
93,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,40.0,40.0
94,42.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,42.0,45.0,45.0
95,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,47.0,46.0,46.0
96,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0
97,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,42.0,45.0,45.0
98,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,47.0,46.0,46.0
99,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0
100,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0,42.0,44.0,44.0
101,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,47.0,46.0,46.0
102,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.0,40.0
103,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,42.0,45.0,45.0
104,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,47.0,46.0,46.0
105,35.0,35.0,38.0,37.0,35.0,38.0,35.0,38.0,38.0,35.0,36.0,34.0
106,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,39.0,36.0,39.0,39.0
