Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,49.0,49.0,49.0,53.0,49.0,51.0,52.0,50.0,53.0,49.0,50.0,56.0,52.0,51.0,52.0
1,49.0,49.0,49.0,56.0,49.0,49.0,50.0,55.0,55.0,52.0,50.0,51.0,57.0,49.0,51.0
2,48.0,48.0,48.0,54.0,48.0,51.0,54.0,55.0,55.0,55.0,51.0,56.0,56.0,51.0,56.0
3,53.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,55.0,57.0,52.0,55.0,51.0
4,52.0,52.0,52.0,57.0,52.0,52.0,53.0,57.0,57.0,52.0,51.0,52.0,57.0,52.0,51.0
5,52.0,52.0,52.0,57.0,52.0,55.0,55.0,56.0,56.0,56.0,52.0,56.0,56.0,55.0,55.0
6,52.0,52.0,56.0,56.0,56.0,56.0,56.0,51.0,52.0,50.0,56.0,56.0,52.0,56.0,51.0
7,53.0,53.0,52.0,57.0,52.0,53.0,54.0,53.0,55.0,52.0,52.0,51.0,56.0,53.0,51.0
8,53.0,53.0,53.0,57.0,53.0,56.0,54.0,53.0,55.0,53.0,53.0,55.0,57.0,56.0,56.0
9,56.0,56.0,51.0,56.0,51.0,51.0,54.0,55.0,55.0,55.0,51.0,54.0,52.0,51.0,51.0
10,56.0,56.0,51.0,56.0,51.0,51.0,52.0,57.0,57.0,55.0,51.0,51.0,53.0,51.0,56.0
11,50.0,50.0,48.0,54.0,48.0,51.0,54.0,55.0,55.0,55.0,51.0,55.0,56.0,51.0,56.0
12,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,55.0,57.0,51.0,55.0,50.0
13,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,55.0,56.0,53.0,55.0,55.0
14,49.0,49.0,49.0,55.0,49.0,52.0,55.0,56.0,56.0,56.0,51.0,57.0,56.0,52.0,56.0
15,51.0,51.0,56.0,55.0,56.0,56.0,56.0,55.0,55.0,55.0,56.0,58.0,52.0,56.0,51.0
16,51.0,51.0,56.0,55.0,56.0,56.0,56.0,55.0,55.0,55.0,56.0,57.0,54.0,56.0,52.0
17,48.0,48.0,50.0,56.0,50.0,53.0,56.0,55.0,55.0,51.0,52.0,58.0,57.0,53.0,55.0
18,55.0,53.0,57.0,55.0,54.0,57.0,55.0,55.0,57.0,55.0,57.0,59.0,52.0,54.0,50.0
19,54.0,54.0,54.0,56.0,54.0,54.0,54.0,57.0,59.0,55.0,55.0,55.0,56.0,54.0,51.0
20,54.0,54.0,54.0,56.0,54.0,54.0,56.0,57.0,57.0,57.0,57.0,56.0,55.0,54.0,55.0
21,56.0,54.0,58.0,56.0,55.0,58.0,56.0,56.0,57.0,54.0,58.0,58.0,52.0,55.0,51.0
22,55.0,55.0,54.0,57.0,54.0,55.0,55.0,56.0,58.0,56.0,56.0,56.0,55.0,55.0,52.0
23,55.0,55.0,55.0,57.0,55.0,55.0,55.0,58.0,58.0,56.0,58.0,57.0,56.0,55.0,55.0
24,58.0,56.0,55.0,56.0,55.0,55.0,55.0,56.0,57.0,56.0,56.0,56.0,52.0,55.0,50.0
25,57.0,57.0,52.0,57.0,52.0,52.0,52.0,58.0,58.0,56.0,50.0,52.0,53.0,52.0,55.0
26,57.0,57.0,52.0,57.0,52.0,55.0,54.0,56.0,56.0,56.0,51.0,54.0,56.0,55.0,55.0
27,57.0,55.0,57.0,56.0,54.0,57.0,56.0,57.0,58.0,55.0,57.0,59.0,51.0,55.0,50.0
28,56.0,56.0,56.0,56.0,56.0,56.0,56.0,59.0,59.0,57.0,55.0,57.0,53.0,56.0,54.0
29,56.0,56.0,56.0,58.0,56.0,56.0,58.0,57.0,57.0,57.0,56.0,58.0,55.0,56.0,55.0
30,53.0,53.0,58.0,55.0,55.0,58.0,57.0,56.0,57.0,54.0,58.0,60.0,52.0,56.0,50.0
31,52.0,52.0,57.0,56.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,58.0,54.0,57.0,52.0
32,52.0,52.0,57.0,57.0,57.0,57.0,59.0,57.0,57.0,56.0,57.0,59.0,56.0,57.0,55.0
33,57.0,51.0,57.0,55.0,55.0,57.0,56.0,49.0,58.0,49.0,57.0,59.0,51.0,55.0,50.0
34,54.0,52.0,53.0,56.0,51.0,54.0,53.0,51.0,59.0,51.0,53.0,54.0,53.0,52.0,50.0
35,54.0,52.0,54.0,56.0,52.0,54.0,53.0,51.0,54.0,51.0,53.0,55.0,52.0,52.0,55.0
36,59.0,57.0,56.0,57.0,56.0,56.0,56.0,55.0,58.0,55.0,55.0,54.0,51.0,56.0,50.0
37,58.0,58.0,53.0,58.0,52.0,53.0,53.0,57.0,57.0,57.0,51.0,51.0,52.0,52.0,55.0
38,58.0,58.0,53.0,58.0,53.0,56.0,54.0,57.0,57.0,57.0,52.0,55.0,57.0,56.0,56.0
39,58.0,56.0,58.0,56.0,55.0,58.0,56.0,56.0,59.0,56.0,58.0,58.0,50.0,56.0,50.0
40,57.0,57.0,56.0,57.0,56.0,57.0,57.0,58.0,58.0,58.0,56.0,56.0,52.0,57.0,54.0
41,57.0,57.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,57.0,57.0,56.0,57.0,56.0
42,54.0,51.0,59.0,55.0,56.0,59.0,56.0,55.0,58.0,55.0,59.0,59.0,51.0,57.0,50.0
43,52.0,52.0,57.0,56.0,57.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,53.0,58.0,51.0
44,53.0,53.0,58.0,57.0,58.0,58.0,58.0,57.0,57.0,57.0,58.0,58.0,56.0,58.0,56.0
45,56.0,56.0,51.0,56.0,51.0,51.0,53.0,55.0,55.0,55.0,55.0,51.0,52.0,51.0,50.0
46,56.0,56.0,50.0,56.0,50.0,50.0,51.0,55.0,55.0,54.0,55.0,49.0,57.0,50.0,56.0
47,50.0,50.0,45.0,54.0,45.0,48.0,51.0,49.0,50.0,49.0,50.0,49.0,56.0,48.0,55.0
48,56.0,56.0,55.0,57.0,55.0,55.0,57.0,56.0,56.0,56.0,56.0,56.0,52.0,55.0,50.0
49,56.0,56.0,55.0,56.0,55.0,55.0,55.0,56.0,56.0,55.0,56.0,54.0,56.0,55.0,56.0
50,50.0,50.0,49.0,55.0,49.0,52.0,55.0,54.0,54.0,54.0,51.0,54.0,56.0,52.0,55.0
51,56.0,56.0,56.0,56.0,56.0,56.0,58.0,57.0,57.0,55.0,55.0,56.0,52.0,56.0,50.0
52,56.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0
53,50.0,50.0,50.0,54.0,50.0,53.0,56.0,55.0,55.0,49.0,50.0,55.0,57.0,53.0,55.0
54,55.0,55.0,54.0,56.0,54.0,55.0,56.0,57.0,57.0,55.0,55.0,55.0,51.0,55.0,49.0
