Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,29.0,28.0,29.0,30.0,31.0
1,34.0,34.0,34.0,34.0,29.0
2,33.0,33.0,33.0,33.0,33.0
3,29.0,28.0,28.0,30.0,32.0
4,34.0,34.0,34.0,34.0,33.0
5,34.0,34.0,34.0,33.0,33.0
6,30.0,29.0,29.0,28.0,33.0
7,34.0,34.0,34.0,32.0,34.0
8,35.0,35.0,35.0,32.0,32.0
9,31.0,31.0,32.0,32.0,31.0
10,36.0,36.0,36.0,32.0,31.0
11,34.0,33.0,33.0,33.0,33.0
12,30.0,30.0,31.0,31.0,32.0
13,35.0,35.0,35.0,32.0,32.0
14,34.0,32.0,32.0,34.0,33.0
15,30.0,29.0,29.0,31.0,33.0
16,33.0,33.0,33.0,30.0,33.0
17,34.0,33.0,33.0,35.0,33.0
18,31.0,31.0,31.0,30.0,32.0
19,34.0,34.0,34.0,33.0,33.0
20,34.0,34.0,34.0,32.0,33.0
21,32.0,32.0,32.0,31.0,33.0
22,34.0,34.0,34.0,33.0,34.0
23,35.0,35.0,35.0,32.0,34.0
24,30.0,30.0,31.0,31.0,32.0
25,36.0,36.0,36.0,32.0,30.0
26,35.0,33.0,33.0,32.0,33.0
27,29.0,29.0,30.0,31.0,32.0
28,35.0,35.0,35.0,32.0,33.0
29,35.0,32.0,32.0,34.0,33.0
30,30.0,29.0,29.0,32.0,33.0
31,33.0,33.0,33.0,33.0,34.0
32,35.0,33.0,33.0,35.0,34.0
33,33.0,33.0,33.0,31.0,34.0
34,35.0,35.0,35.0,33.0,35.0
35,35.0,35.0,35.0,30.0,35.0
36,30.0,30.0,31.0,31.0,33.0
37,36.0,36.0,36.0,31.0,31.0
38,36.0,34.0,34.0,32.0,32.0
39,30.0,29.0,30.0,32.0,33.0
40,35.0,35.0,35.0,33.0,34.0
41,36.0,33.0,33.0,32.0,34.0
42,30.0,29.0,29.0,33.0,34.0
43,33.0,34.0,34.0,34.0,35.0
44,36.0,34.0,34.0,33.0,35.0
45,31.0,31.0,30.0,32.0,31.0
46,37.0,35.0,35.0,32.0,31.0
47,34.0,33.0,33.0,33.0,34.0
48,31.0,30.0,31.0,35.0,32.0
49,37.0,35.0,35.0,33.0,34.0
50,36.0,36.0,36.0,35.0,33.0
51,31.0,31.0,31.0,36.0,33.0
52,37.0,36.0,36.0,34.0,35.0
53,37.0,37.0,37.0,36.0,33.0
54,30.0,29.0,30.0,34.0,32.0
55,36.0,34.0,34.0,35.0,33.0
56,35.0,35.0,35.0,34.0,32.0
57,31.0,30.0,30.0,35.0,32.0
58,36.0,35.0,35.0,36.0,34.0
59,36.0,36.0,36.0,35.0,32.0
60,31.0,29.0,29.0,32.0,33.0
61,31.0,30.0,30.0,36.0,33.0
62,32.0,31.0,31.0,36.0,33.0
63,30.0,30.0,30.0,30.0,31.0
64,33.0,33.0,33.0,32.0,32.0
65,33.0,33.0,33.0,31.0,32.0
66,31.0,31.0,31.0,31.0,32.0
67,33.0,33.0,33.0,33.0,33.0
68,34.0,34.0,34.0,31.0,33.0
69,29.0,29.0,30.0,30.0,31.0
70,35.0,35.0,35.0,31.0,29.0
71,34.0,32.0,32.0,31.0,32.0
72,28.0,28.0,29.0,31.0,31.0
73,34.0,34.0,34.0,32.0,32.0
74,34.0,31.0,31.0,33.0,32.0
75,29.0,29.0,28.0,32.0,32.0
76,32.0,32.0,32.0,33.0,33.0
77,34.0,32.0,32.0,34.0,33.0
78,32.0,32.0,32.0,31.0,33.0
79,34.0,34.0,34.0,33.0,34.0
80,34.0,34.0,34.0,31.0,34.0
81,29.0,30.0,30.0,31.0,32.0
82,35.0,35.0,35.0,32.0,30.0
83,35.0,33.0,33.0,31.0,31.0
84,29.0,29.0,29.0,32.0,32.0
85,34.0,34.0,34.0,33.0,33.0
86,35.0,32.0,32.0,32.0,33.0
87,29.0,29.0,28.0,33.0,33.0
88,32.0,33.0,33.0,34.0,34.0
89,35.0,33.0,33.0,33.0,34.0
90,31.0,31.0,30.0,32.0,30.0
91,36.0,34.0,34.0,32.0,31.0
92,33.0,33.0,33.0,32.0,34.0
93,30.0,30.0,30.0,34.0,31.0
94,36.0,34.0,34.0,33.0,34.0
95,36.0,36.0,36.0,34.0,33.0
96,31.0,31.0,31.0,35.0,32.0
97,36.0,35.0,35.0,34.0,35.0
98,37.0,37.0,37.0,35.0,32.0
99,29.0,29.0,29.0,33.0,31.0
100,35.0,33.0,33.0,35.0,33.0
101,35.0,35.0,35.0,33.0,32.0
102,30.0,30.0,30.0,34.0,31.0
103,35.0,34.0,34.0,36.0,34.0
104,36.0,36.0,36.0,34.0,33.0
105,30.0,28.0,28.0,32.0,32.0
106,30.0,29.0,29.0,35.0,32.0
107,31.0,30.0,30.0,35.0,32.0
108,28.0,28.0,29.0,27.0,33.0
109,35.0,35.0,35.0,32.0,31.0
110,30.0,30.0,31.0,29.0,31.0
111,30.0,30.0,31.0,30.0,33.0
112,31.0,31.0,31.0,33.0,31.0
113,32.0,32.0,33.0,31.0,31.0
114,29.0,29.0,30.0,29.0,33.0
115,30.0,30.0,30.0,33.0,34.0
116,31.0,31.0,32.0,30.0,34.0
117,29.0,29.0,29.0,30.0,33.0
118,30.0,30.0,30.0,33.0,35.0
119,30.0,30.0,31.0,30.0,35.0
120,30.0,31.0,30.0,31.0,30.0
121,32.0,32.0,32.0,30.0,31.0
122,33.0,33.0,33.0,32.0,32.0
123,30.0,30.0,30.0,31.0,32.0
124,35.0,35.0,35.0,33.0,32.0
125,36.0,36.0,36.0,34.0,32.0
126,31.0,31.0,31.0,32.0,33.0
127,36.0,36.0,36.0,34.0,33.0
128,37.0,37.0,37.0,35.0,33.0
129,30.0,29.0,29.0,32.0,32.0
130,34.0,34.0,34.0,34.0,32.0
131,35.0,35.0,35.0,33.0,33.0
132,30.0,30.0,30.0,33.0,32.0
