Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,58.0,54.0,54.0,54.0,58.0,60.0,57.0,57.0,57.0,57.0,59.0
1,57.0,56.0,56.0,56.0,57.0,56.0,53.0,53.0,53.0,54.0,55.0
2,56.0,56.0,56.0,56.0,58.0,57.0,57.0,53.0,57.0,54.0,55.0
3,58.0,55.0,55.0,55.0,58.0,63.0,63.0,58.0,58.0,57.0,59.0
4,64.0,57.0,57.0,58.0,64.0,59.0,59.0,59.0,59.0,54.0,55.0
5,60.0,56.0,56.0,57.0,60.0,63.0,63.0,60.0,60.0,57.0,57.0
6,58.0,55.0,55.0,55.0,58.0,63.0,63.0,58.0,58.0,58.0,57.0
7,64.0,57.0,57.0,58.0,64.0,59.0,59.0,55.0,59.0,55.0,53.0
8,60.0,54.0,54.0,54.0,59.0,63.0,63.0,56.0,60.0,57.0,56.0
9,62.0,58.0,58.0,58.0,62.0,58.0,58.0,57.0,57.0,57.0,54.0
10,63.0,56.0,56.0,56.0,63.0,56.0,56.0,56.0,57.0,57.0,53.0
11,60.0,58.0,58.0,58.0,60.0,58.0,58.0,53.0,56.0,55.0,55.0
12,62.0,58.0,58.0,58.0,62.0,63.0,63.0,57.0,58.0,58.0,57.0
13,63.0,56.0,56.0,56.0,63.0,59.0,59.0,59.0,58.0,58.0,56.0
14,60.0,58.0,58.0,58.0,60.0,63.0,63.0,58.0,60.0,60.0,57.0
15,58.0,53.0,53.0,53.0,57.0,63.0,63.0,57.0,58.0,58.0,57.0
16,58.0,52.0,52.0,52.0,58.0,59.0,59.0,59.0,58.0,58.0,56.0
17,57.0,54.0,54.0,54.0,57.0,63.0,63.0,58.0,60.0,60.0,57.0
18,58.0,55.0,55.0,55.0,58.0,63.0,63.0,60.0,60.0,57.0,63.0
19,64.0,60.0,60.0,60.0,64.0,59.0,59.0,59.0,59.0,54.0,59.0
20,60.0,57.0,57.0,57.0,60.0,63.0,63.0,62.0,62.0,57.0,63.0
21,58.0,55.0,55.0,55.0,58.0,63.0,63.0,61.0,61.0,58.0,63.0
22,64.0,61.0,61.0,61.0,64.0,59.0,59.0,59.0,59.0,55.0,59.0
23,60.0,57.0,57.0,57.0,59.0,63.0,63.0,63.0,63.0,58.0,63.0
24,62.0,59.0,59.0,59.0,62.0,61.0,61.0,61.0,61.0,57.0,58.0
25,64.0,64.0,64.0,64.0,64.0,59.0,59.0,63.0,63.0,58.0,56.0
26,63.0,60.0,60.0,60.0,63.0,63.0,63.0,60.0,60.0,57.0,58.0
27,62.0,59.0,59.0,59.0,62.0,63.0,63.0,60.0,60.0,58.0,63.0
28,64.0,64.0,64.0,64.0,64.0,60.0,60.0,62.0,62.0,58.0,59.0
29,64.0,60.0,60.0,60.0,64.0,64.0,64.0,62.0,62.0,62.0,63.0
30,58.0,54.0,54.0,54.0,58.0,63.0,63.0,60.0,60.0,58.0,63.0
31,59.0,59.0,59.0,59.0,59.0,60.0,60.0,62.0,62.0,58.0,59.0
32,64.0,57.0,57.0,58.0,64.0,64.0,64.0,62.0,62.0,62.0,63.0
33,58.0,55.0,55.0,55.0,58.0,59.0,59.0,58.0,61.0,58.0,59.0
34,59.0,61.0,61.0,61.0,59.0,59.0,59.0,55.0,59.0,55.0,55.0
35,60.0,57.0,57.0,57.0,59.0,59.0,59.0,59.0,63.0,59.0,59.0
36,61.0,59.0,59.0,59.0,61.0,61.0,61.0,57.0,61.0,57.0,58.0
37,64.0,64.0,64.0,64.0,64.0,59.0,59.0,59.0,63.0,59.0,56.0
38,63.0,59.0,59.0,60.0,63.0,63.0,63.0,58.0,60.0,58.0,58.0
39,61.0,59.0,59.0,59.0,61.0,61.0,61.0,57.0,61.0,57.0,59.0
40,64.0,64.0,64.0,64.0,64.0,60.0,60.0,59.0,62.0,58.0,59.0
41,64.0,59.0,59.0,60.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0
42,58.0,54.0,54.0,54.0,58.0,60.0,60.0,57.0,61.0,57.0,59.0
43,59.0,59.0,59.0,59.0,59.0,60.0,60.0,59.0,62.0,58.0,59.0
44,64.0,57.0,57.0,58.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0
45,59.0,58.0,58.0,59.0,60.0,58.0,59.0,57.0,59.0,57.0,53.0
46,59.0,57.0,57.0,56.0,59.0,54.0,55.0,58.0,58.0,58.0,52.0
47,60.0,57.0,57.0,57.0,60.0,58.0,58.0,53.0,55.0,55.0,54.0
48,61.0,58.0,58.0,59.0,61.0,61.0,61.0,57.0,61.0,58.0,57.0
49,59.0,57.0,57.0,56.0,59.0,59.0,59.0,63.0,63.0,63.0,56.0
50,63.0,57.0,57.0,57.0,63.0,63.0,63.0,58.0,60.0,60.0,56.0
51,61.0,57.0,57.0,58.0,61.0,61.0,61.0,58.0,61.0,58.0,57.0
52,58.0,56.0,56.0,55.0,58.0,59.0,59.0,63.0,63.0,63.0,56.0
53,63.0,56.0,56.0,56.0,63.0,63.0,63.0,58.0,60.0,60.0,56.0
54,61.0,57.0,57.0,58.0,61.0,61.0,61.0,56.0,60.0,57.0,57.0
55,58.0,56.0,56.0,55.0,58.0,59.0,59.0,62.0,62.0,62.0,56.0
56,63.0,56.0,56.0,56.0,63.0,63.0,63.0,58.0,59.0,59.0,55.0
57,61.0,57.0,57.0,58.0,61.0,61.0,61.0,57.0,60.0,57.0,57.0
58,58.0,56.0,56.0,55.0,58.0,59.0,59.0,62.0,62.0,62.0,56.0
59,63.0,56.0,56.0,56.0,63.0,63.0,63.0,59.0,59.0,59.0,55.0
60,58.0,52.0,52.0,53.0,58.0,59.0,59.0,58.0,58.0,57.0,57.0
61,53.0,51.0,51.0,50.0,53.0,59.0,59.0,59.0,58.0,58.0,56.0
62,58.0,53.0,53.0,53.0,58.0,59.0,59.0,59.0,58.0,58.0,55.0
63,57.0,54.0,54.0,54.0,57.0,62.0,62.0,60.0,60.0,56.0,62.0
64,63.0,59.0,59.0,59.0,63.0,58.0,58.0,58.0,58.0,53.0,58.0
