Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,56.0,54.0,56.0,57.0,55.0,56.0,56.0,53.0,56.0,55.0,52.0,52.0
1,55.0,53.0,53.0,58.0,53.0,56.0,54.0,52.0,57.0,54.0,53.0,53.0
2,57.0,56.0,56.0,61.0,57.0,58.0,57.0,55.0,58.0,57.0,54.0,54.0
3,57.0,55.0,58.0,58.0,56.0,56.0,57.0,53.0,59.0,56.0,54.0,54.0
4,55.0,54.0,58.0,59.0,55.0,56.0,55.0,53.0,58.0,55.0,55.0,54.0
5,59.0,57.0,60.0,62.0,57.0,59.0,58.0,56.0,58.0,58.0,56.0,55.0
6,58.0,51.0,57.0,59.0,57.0,56.0,57.0,52.0,60.0,57.0,54.0,53.0
7,56.0,53.0,59.0,60.0,56.0,57.0,56.0,54.0,59.0,54.0,56.0,55.0
8,60.0,56.0,61.0,61.0,58.0,58.0,58.0,57.0,59.0,58.0,57.0,56.0
9,55.0,56.0,58.0,58.0,53.0,55.0,55.0,56.0,56.0,54.0,55.0,55.0
10,55.0,58.0,53.0,56.0,52.0,55.0,55.0,57.0,56.0,56.0,55.0,55.0
11,57.0,61.0,56.0,59.0,53.0,58.0,57.0,60.0,58.0,57.0,57.0,56.0
12,57.0,55.0,57.0,57.0,56.0,56.0,56.0,55.0,56.0,56.0,54.0,54.0
13,58.0,57.0,52.0,55.0,53.0,54.0,58.0,56.0,57.0,57.0,55.0,54.0
14,59.0,60.0,55.0,58.0,56.0,57.0,57.0,59.0,57.0,56.0,56.0,55.0
15,57.0,52.0,55.0,57.0,56.0,54.0,57.0,52.0,57.0,57.0,52.0,53.0
16,58.0,53.0,53.0,56.0,53.0,55.0,58.0,52.0,57.0,57.0,51.0,51.0
17,59.0,56.0,56.0,59.0,56.0,56.0,57.0,56.0,57.0,57.0,52.0,51.0
18,58.0,57.0,57.0,57.0,57.0,55.0,58.0,53.0,58.0,57.0,55.0,55.0
19,56.0,55.0,57.0,58.0,54.0,56.0,55.0,54.0,60.0,54.0,55.0,55.0
20,58.0,58.0,59.0,61.0,56.0,58.0,57.0,57.0,60.0,57.0,59.0,59.0
21,59.0,56.0,56.0,58.0,56.0,55.0,59.0,54.0,59.0,58.0,55.0,55.0
22,55.0,56.0,58.0,59.0,55.0,56.0,56.0,55.0,61.0,54.0,56.0,55.0
23,59.0,57.0,60.0,60.0,57.0,57.0,57.0,57.0,61.0,58.0,60.0,60.0
24,57.0,58.0,60.0,60.0,55.0,56.0,56.0,56.0,57.0,55.0,54.0,57.0
25,56.0,59.0,58.0,58.0,55.0,58.0,56.0,58.0,57.0,57.0,57.0,57.0
26,59.0,62.0,61.0,61.0,58.0,62.0,58.0,61.0,58.0,58.0,57.0,57.0
27,57.0,57.0,59.0,59.0,58.0,56.0,58.0,55.0,56.0,56.0,53.0,56.0
28,59.0,58.0,57.0,57.0,58.0,57.0,59.0,57.0,58.0,58.0,59.0,59.0
29,61.0,61.0,60.0,60.0,61.0,61.0,61.0,60.0,60.0,60.0,59.0,59.0
30,56.0,54.0,57.0,57.0,58.0,56.0,58.0,52.0,57.0,57.0,53.0,53.0
31,59.0,55.0,58.0,58.0,58.0,56.0,59.0,53.0,58.0,58.0,55.0,55.0
32,61.0,57.0,61.0,61.0,61.0,58.0,61.0,57.0,61.0,61.0,56.0,56.0
33,58.0,57.0,56.0,56.0,56.0,56.0,58.0,54.0,60.0,57.0,56.0,56.0
34,56.0,57.0,58.0,58.0,55.0,56.0,56.0,56.0,59.0,55.0,57.0,56.0
35,57.0,58.0,61.0,61.0,58.0,58.0,58.0,56.0,59.0,57.0,61.0,61.0
36,58.0,57.0,59.0,59.0,56.0,57.0,57.0,56.0,56.0,55.0,55.0,58.0
37,56.0,58.0,59.0,59.0,56.0,59.0,56.0,58.0,58.0,56.0,58.0,58.0
38,60.0,61.0,62.0,62.0,59.0,63.0,59.0,61.0,59.0,58.0,58.0,58.0
39,58.0,56.0,58.0,58.0,57.0,57.0,58.0,55.0,56.0,56.0,54.0,57.0
40,59.0,57.0,58.0,58.0,59.0,58.0,58.0,57.0,57.0,57.0,60.0,60.0
41,62.0,60.0,61.0,61.0,62.0,62.0,62.0,60.0,61.0,61.0,60.0,60.0
42,57.0,55.0,56.0,56.0,57.0,57.0,57.0,52.0,56.0,56.0,54.0,54.0
43,59.0,56.0,59.0,59.0,59.0,55.0,58.0,53.0,58.0,57.0,56.0,56.0
44,62.0,56.0,62.0,62.0,62.0,59.0,62.0,57.0,62.0,62.0,57.0,57.0
