Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,45.0,48.0,48.0,52.0,51.0,51.0,51.0,51.0,47.0
1,46.0,54.0,54.0,45.0,45.0,45.0,45.0,45.0,47.0
2,46.0,51.0,51.0,47.0,46.0,46.0,46.0,47.0,48.0
3,44.0,48.0,49.0,55.0,53.0,53.0,53.0,54.0,48.0
4,46.0,53.0,53.0,49.0,47.0,47.0,47.0,47.0,49.0
5,48.0,54.0,54.0,50.0,51.0,51.0,51.0,52.0,49.0
6,45.0,49.0,49.0,56.0,53.0,53.0,53.0,54.0,48.0
7,46.0,52.0,51.0,50.0,47.0,47.0,47.0,47.0,49.0
8,48.0,55.0,55.0,51.0,51.0,51.0,51.0,52.0,49.0
9,54.0,54.0,54.0,52.0,48.0,48.0,49.0,48.0,54.0
10,54.0,55.0,55.0,50.0,46.0,46.0,45.0,46.0,51.0
11,55.0,57.0,57.0,48.0,47.0,47.0,47.0,47.0,50.0
12,55.0,54.0,54.0,55.0,53.0,53.0,53.0,53.0,55.0
13,55.0,54.0,55.0,53.0,49.0,49.0,49.0,49.0,51.0
14,56.0,58.0,58.0,54.0,53.0,53.0,53.0,53.0,52.0
15,48.0,50.0,50.0,56.0,54.0,54.0,54.0,54.0,51.0
16,48.0,50.0,51.0,53.0,49.0,49.0,49.0,49.0,49.0
17,49.0,54.0,54.0,55.0,54.0,54.0,54.0,54.0,52.0
18,43.0,48.0,48.0,55.0,53.0,53.0,54.0,54.0,48.0
19,49.0,54.0,54.0,49.0,47.0,47.0,47.0,47.0,49.0
20,48.0,53.0,53.0,53.0,52.0,52.0,52.0,53.0,49.0
21,44.0,49.0,48.0,56.0,54.0,54.0,55.0,55.0,48.0
22,50.0,53.0,54.0,50.0,48.0,48.0,48.0,48.0,50.0
23,48.0,54.0,54.0,54.0,52.0,52.0,53.0,53.0,50.0
24,53.0,53.0,53.0,55.0,53.0,53.0,54.0,53.0,55.0
25,54.0,54.0,54.0,53.0,51.0,51.0,50.0,50.0,53.0
26,57.0,56.0,56.0,50.0,52.0,52.0,52.0,52.0,50.0
27,54.0,53.0,53.0,55.0,56.0,56.0,56.0,56.0,56.0
28,55.0,54.0,54.0,56.0,54.0,54.0,53.0,53.0,52.0
29,58.0,57.0,57.0,56.0,58.0,58.0,58.0,58.0,53.0
30,47.0,49.0,49.0,56.0,57.0,57.0,57.0,57.0,52.0
31,50.0,53.0,54.0,56.0,54.0,54.0,54.0,54.0,52.0
32,51.0,53.0,53.0,57.0,59.0,59.0,59.0,59.0,53.0
33,45.0,50.0,48.0,57.0,54.0,54.0,55.0,55.0,48.0
34,50.0,49.0,52.0,51.0,48.0,48.0,48.0,48.0,50.0
35,48.0,50.0,50.0,55.0,52.0,52.0,53.0,53.0,50.0
36,54.0,53.0,53.0,56.0,53.0,53.0,54.0,53.0,55.0
37,55.0,55.0,55.0,54.0,51.0,51.0,47.0,47.0,54.0
38,57.0,57.0,57.0,51.0,52.0,52.0,52.0,52.0,50.0
39,55.0,53.0,53.0,56.0,56.0,56.0,56.0,56.0,56.0
40,56.0,54.0,54.0,57.0,54.0,54.0,53.0,53.0,53.0
41,58.0,58.0,58.0,57.0,58.0,58.0,58.0,58.0,54.0
42,48.0,49.0,49.0,57.0,57.0,57.0,57.0,57.0,52.0
43,50.0,50.0,52.0,57.0,54.0,54.0,54.0,54.0,53.0
44,51.0,52.0,51.0,57.0,59.0,59.0,59.0,59.0,54.0
45,54.0,53.0,53.0,52.0,48.0,48.0,52.0,53.0,54.0
46,57.0,58.0,58.0,51.0,47.0,47.0,49.0,48.0,52.0
47,56.0,58.0,58.0,48.0,47.0,47.0,53.0,53.0,51.0
48,55.0,54.0,54.0,55.0,53.0,53.0,53.0,54.0,55.0
49,58.0,59.0,59.0,55.0,50.0,50.0,51.0,51.0,55.0
50,57.0,59.0,59.0,54.0,53.0,53.0,54.0,54.0,55.0
51,54.0,53.0,53.0,56.0,54.0,54.0,54.0,54.0,54.0
52,55.0,55.0,55.0,56.0,51.0,51.0,51.0,51.0,55.0
53,56.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,55.0
54,54.0,53.0,53.0,55.0,56.0,56.0,56.0,56.0,55.0
55,57.0,58.0,58.0,56.0,53.0,54.0,53.0,53.0,56.0
56,56.0,59.0,59.0,56.0,58.0,58.0,58.0,58.0,56.0
57,54.0,54.0,54.0,56.0,57.0,57.0,57.0,57.0,55.0
58,56.0,55.0,55.0,56.0,54.0,54.0,54.0,54.0,56.0
59,56.0,55.0,55.0,57.0,59.0,59.0,59.0,59.0,56.0
60,47.0,50.0,50.0,56.0,57.0,57.0,57.0,57.0,51.0
61,50.0,51.0,53.0,56.0,54.0,54.0,54.0,54.0,53.0
62,49.0,51.0,51.0,57.0,59.0,59.0,59.0,59.0,53.0
63,42.0,47.0,47.0,54.0,52.0,52.0,53.0,53.0,47.0
64,48.0,53.0,53.0,48.0,47.0,47.0,46.0,46.0,48.0
65,47.0,52.0,52.0,52.0,51.0,51.0,51.0,52.0,48.0
66,43.0,48.0,47.0,55.0,53.0,53.0,54.0,54.0,47.0
67,49.0,52.0,53.0,49.0,48.0,48.0,47.0,47.0,49.0
68,47.0,53.0,53.0,53.0,52.0,52.0,52.0,52.0,49.0
69,52.0,52.0,52.0,54.0,53.0,53.0,53.0,52.0,54.0
70,57.0,58.0,58.0,52.0,50.0,50.0,49.0,49.0,53.0
71,56.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,49.0
72,53.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,55.0
73,58.0,57.0,57.0,56.0,54.0,54.0,53.0,53.0,52.0
74,57.0,56.0,56.0,59.0,59.0,59.0,59.0,59.0,52.0
75,46.0,48.0,48.0,58.0,58.0,58.0,58.0,58.0,51.0
76,51.0,53.0,53.0,56.0,54.0,54.0,54.0,54.0,52.0
77,50.0,52.0,52.0,60.0,60.0,60.0,60.0,60.0,52.0
78,44.0,49.0,47.0,56.0,54.0,54.0,54.0,54.0,47.0
79,50.0,53.0,53.0,50.0,49.0,49.0,48.0,48.0,49.0
80,47.0,49.0,49.0,54.0,52.0,52.0,52.0,52.0,49.0
81,53.0,52.0,52.0,55.0,54.0,54.0,54.0,53.0,54.0
82,58.0,59.0,59.0,53.0,50.0,50.0,48.0,48.0,54.0
83,56.0,56.0,56.0,54.0,53.0,53.0,53.0,53.0,50.0
84,54.0,52.0,52.0,57.0,57.0,57.0,57.0,57.0,55.0
85,59.0,58.0,58.0,57.0,55.0,55.0,54.0,54.0,53.0
86,57.0,57.0,57.0,59.0,59.0,59.0,59.0,59.0,53.0
87,47.0,48.0,48.0,58.0,58.0,58.0,58.0,58.0,51.0
88,52.0,54.0,54.0,57.0,55.0,55.0,55.0,55.0,53.0
89,50.0,51.0,50.0,60.0,60.0,60.0,60.0,60.0,53.0
90,53.0,55.0,55.0,55.0,53.0,53.0,55.0,53.0,54.0
91,56.0,57.0,57.0,54.0,52.0,52.0,54.0,53.0,53.0
92,55.0,57.0,57.0,50.0,52.0,52.0,55.0,54.0,51.0
93,55.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,57.0
94,57.0,58.0,58.0,59.0,55.0,55.0,55.0,54.0,59.0
95,56.0,58.0,58.0,56.0,58.0,58.0,58.0,58.0,56.0
96,53.0,52.0,52.0,59.0,59.0,59.0,59.0,59.0,54.0
97,58.0,59.0,59.0,60.0,54.0,54.0,54.0,54.0,59.0
98,55.0,54.0,54.0,56.0,59.0,59.0,59.0,59.0,55.0
99,54.0,53.0,53.0,57.0,57.0,57.0,57.0,57.0,57.0
100,58.0,57.0,57.0,58.0,54.0,54.0,55.0,55.0,60.0
101,55.0,58.0,58.0,59.0,59.0,59.0,59.0,59.0,56.0
