Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,41.0,40.0,40.0,43.0
1,41.0,41.0,40.0,43.0
2,42.0,41.0,41.0,45.0
3,45.0,45.0,44.0,46.0
4,45.0,46.0,43.0,47.0
5,45.0,47.0,45.0,48.0
6,43.0,41.0,42.0,43.0
7,45.0,42.0,42.0,44.0
8,42.0,47.0,45.0,45.0
9,41.0,46.0,45.0,44.0
10,43.0,45.0,44.0,42.0
11,47.0,44.0,46.0,44.0
12,42.0,45.0,44.0,43.0
13,43.0,44.0,43.0,42.0
14,46.0,45.0,45.0,43.0
15,43.0,41.0,42.0,43.0
16,41.0,42.0,41.0,42.0
17,42.0,46.0,41.0,43.0
18,46.0,45.0,43.0,47.0
19,48.0,46.0,45.0,46.0
20,46.0,46.0,45.0,48.0
21,47.0,45.0,41.0,46.0
22,49.0,47.0,45.0,47.0
23,47.0,46.0,45.0,47.0
24,46.0,46.0,45.0,48.0
25,48.0,46.0,48.0,47.0
26,48.0,46.0,46.0,47.0
27,46.0,46.0,44.0,48.0
28,47.0,46.0,47.0,47.0
29,47.0,45.0,45.0,46.0
30,47.0,45.0,41.0,45.0
31,45.0,47.0,44.0,44.0
32,46.0,46.0,43.0,46.0
33,43.0,40.0,37.0,42.0
34,44.0,41.0,40.0,44.0
35,44.0,42.0,40.0,47.0
36,43.0,45.0,43.0,42.0
37,45.0,45.0,44.0,42.0
38,47.0,45.0,46.0,44.0
39,43.0,44.0,42.0,41.0
40,44.0,45.0,43.0,42.0
41,46.0,44.0,45.0,43.0
42,43.0,41.0,37.0,41.0
43,45.0,46.0,41.0,42.0
44,45.0,45.0,40.0,44.0
45,41.0,44.0,41.0,38.0
46,47.0,45.0,45.0,41.0
47,47.0,44.0,45.0,44.0
48,43.0,44.0,42.0,41.0
49,46.0,49.0,45.0,45.0
50,46.0,44.0,45.0,43.0
51,43.0,44.0,43.0,41.0
52,44.0,45.0,46.0,44.0
53,42.0,45.0,45.0,42.0
54,43.0,43.0,41.0,40.0
55,45.0,48.0,44.0,44.0
56,45.0,44.0,44.0,42.0
57,43.0,44.0,42.0,40.0
58,43.0,44.0,45.0,44.0
59,43.0,44.0,44.0,42.0
60,43.0,41.0,37.0,36.0
61,40.0,41.0,40.0,37.0
62,41.0,44.0,40.0,41.0
63,46.0,44.0,42.0,46.0
64,48.0,45.0,44.0,46.0
65,48.0,46.0,44.0,49.0
66,47.0,44.0,40.0,46.0
