Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,55.0,55.0,55.0,54.0
1,58.0,56.0,56.0,55.0
2,57.0,60.0,60.0,59.0
3,58.0,60.0,60.0,59.0
4,60.0,60.0,60.0,59.0
5,61.0,61.0,61.0,60.0
6,55.0,56.0,56.0,55.0
7,60.0,61.0,61.0,60.0
8,57.0,58.0,58.0,57.0
9,56.0,58.0,58.0,57.0
10,57.0,55.0,55.0,55.0
11,58.0,60.0,60.0,59.0
12,56.0,57.0,57.0,56.0
13,59.0,55.0,55.0,55.0
14,58.0,59.0,59.0,58.0
15,57.0,56.0,56.0,55.0
16,60.0,56.0,56.0,56.0
17,59.0,56.0,56.0,56.0
18,58.0,62.0,62.0,61.0
19,61.0,62.0,62.0,61.0
20,61.0,64.0,64.0,63.0
21,59.0,61.0,61.0,60.0
22,61.0,63.0,63.0,62.0
23,60.0,63.0,63.0,62.0
24,58.0,63.0,63.0,62.0
25,60.0,60.0,60.0,59.0
26,61.0,61.0,61.0,60.0
27,57.0,62.0,62.0,61.0
28,60.0,59.0,59.0,58.0
29,60.0,60.0,60.0,59.0
30,58.0,61.0,61.0,60.0
31,61.0,60.0,60.0,59.0
32,60.0,60.0,60.0,59.0
33,55.0,54.0,54.0,53.0
34,60.0,56.0,56.0,55.0
35,57.0,56.0,56.0,55.0
36,56.0,56.0,56.0,55.0
37,61.0,55.0,55.0,55.0
38,58.0,55.0,55.0,55.0
39,56.0,55.0,55.0,54.0
40,60.0,55.0,55.0,55.0
41,58.0,60.0,60.0,59.0
42,57.0,55.0,55.0,54.0
43,61.0,56.0,56.0,56.0
44,59.0,61.0,61.0,60.0
45,58.0,54.0,54.0,55.0
46,59.0,55.0,55.0,56.0
47,59.0,60.0,60.0,59.0
48,57.0,53.0,53.0,54.0
49,60.0,60.0,60.0,59.0
50,59.0,59.0,59.0,58.0
51,58.0,54.0,54.0,55.0
52,61.0,61.0,61.0,60.0
53,60.0,56.0,56.0,57.0
54,56.0,52.0,52.0,53.0
55,59.0,59.0,59.0,58.0
56,58.0,58.0,58.0,57.0
57,57.0,53.0,53.0,54.0
58,60.0,60.0,60.0,59.0
59,59.0,55.0,55.0,56.0
60,58.0,54.0,54.0,55.0
61,61.0,56.0,56.0,57.0
62,60.0,56.0,56.0,57.0
63,59.0,61.0,61.0,60.0
64,60.0,61.0,61.0,60.0
65,60.0,63.0,63.0,62.0
66,60.0,60.0,60.0,59.0
67,61.0,62.0,62.0,61.0
68,59.0,62.0,62.0,61.0
69,57.0,62.0,62.0,61.0
70,61.0,59.0,59.0,58.0
71,60.0,60.0,60.0,59.0
72,56.0,61.0,61.0,60.0
73,60.0,58.0,58.0,57.0
74,59.0,60.0,60.0,59.0
75,57.0,60.0,60.0,59.0
76,61.0,59.0,59.0,58.0
77,60.0,61.0,61.0,60.0
78,56.0,54.0,54.0,53.0
79,61.0,57.0,57.0,56.0
80,58.0,56.0,56.0,55.0
81,57.0,56.0,56.0,55.0
82,62.0,56.0,56.0,56.0
83,59.0,57.0,57.0,56.0
84,57.0,55.0,55.0,54.0
85,61.0,57.0,57.0,56.0
86,60.0,61.0,61.0,60.0
87,58.0,56.0,56.0,55.0
88,62.0,58.0,58.0,57.0
89,61.0,62.0,62.0,61.0
90,59.0,55.0,55.0,56.0
91,60.0,57.0,57.0,57.0
92,61.0,61.0,61.0,60.0
93,58.0,55.0,55.0,55.0
94,61.0,61.0,61.0,60.0
95,61.0,60.0,60.0,59.0
96,59.0,56.0,56.0,56.0
97,62.0,62.0,62.0,61.0
98,61.0,57.0,57.0,58.0
99,57.0,54.0,54.0,54.0
100,61.0,60.0,60.0,59.0
101,60.0,59.0,59.0,58.0
102,58.0,55.0,55.0,55.0
103,62.0,61.0,61.0,60.0
104,60.0,57.0,57.0,57.0
105,59.0,55.0,55.0,56.0
106,62.0,57.0,57.0,58.0
107,61.0,57.0,57.0,58.0
108,51.0,47.0,47.0,46.0
109,55.0,53.0,53.0,52.0
110,52.0,50.0,50.0,49.0
111,51.0,49.0,49.0,48.0
112,55.0,53.0,53.0,52.0
113,53.0,50.0,50.0,49.0
114,50.0,48.0,48.0,47.0
115,54.0,52.0,52.0,51.0
116,52.0,53.0,53.0,52.0
117,51.0,48.0,48.0,47.0
118,55.0,53.0,53.0,52.0
119,53.0,54.0,54.0,53.0
120,51.0,48.0,48.0,48.0
121,55.0,52.0,52.0,52.0
122,52.0,53.0,53.0,52.0
123,50.0,48.0,48.0,47.0
124,55.0,53.0,53.0,52.0
125,52.0,52.0,52.0,52.0
126,51.0,49.0,49.0,48.0
127,56.0,54.0,54.0,53.0
128,53.0,53.0,53.0,53.0
129,49.0,47.0,47.0,46.0
130,54.0,52.0,52.0,51.0
131,51.0,52.0,52.0,51.0
132,50.0,48.0,48.0,47.0
133,55.0,53.0,53.0,52.0
134,52.0,53.0,53.0,52.0
135,51.0,48.0,48.0,48.0
136,56.0,53.0,53.0,53.0
137,53.0,53.0,53.0,53.0
138,52.0,47.0,47.0,49.0
139,57.0,52.0,52.0,54.0
140,54.0,52.0,52.0,52.0
141,51.0,47.0,47.0,50.0
142,57.0,53.0,53.0,54.0
143,54.0,53.0,53.0,52.0
144,52.0,47.0,47.0,51.0
145,58.0,54.0,54.0,55.0
146,55.0,52.0,52.0,52.0
147,50.0,46.0,46.0,49.0
148,56.0,52.0,52.0,53.0
149,53.0,52.0,52.0,51.0
150,51.0,46.0,46.0,50.0
151,57.0,53.0,53.0,54.0
152,54.0,52.0,52.0,51.0
153,52.0,47.0,47.0,49.0
154,58.0,54.0,54.0,55.0
155,55.0,52.0,52.0,52.0
156,49.0,45.0,44.0,48.0
157,55.0,51.0,51.0,52.0
158,52.0,50.0,50.0,49.0
159,50.0,46.0,45.0,49.0
160,56.0,52.0,52.0,53.0
161,53.0,51.0,51.0,50.0
162,51.0,47.0,46.0,48.0
163,57.0,53.0,53.0,54.0
164,54.0,50.0,50.0,51.0
165,50.0,48.0,46.0,48.0
166,58.0,54.0,54.0,55.0
167,55.0,51.0,51.0,52.0
