Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,36.0,37.0,38.0,36.0,36.0,36.0,36.0,31.0,36.0,36.0,36.0,36.0,35.0
1,38.0,38.0,38.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,36.0
2,38.0,40.0,40.0,35.0,35.0,35.0,35.0,34.0,35.0,35.0,34.0,34.0,36.0
3,36.0,36.0,37.0,35.0,35.0,35.0,35.0,32.0,35.0,35.0,35.0,35.0,35.0
4,37.0,38.0,37.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.0
5,38.0,39.0,39.0,36.0,36.0,36.0,36.0,34.0,36.0,36.0,36.0,36.0,37.0
6,37.0,37.0,37.0,35.0,35.0,35.0,35.0,32.0,35.0,35.0,35.0,35.0,36.0
7,38.0,38.0,38.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.0
8,39.0,39.0,39.0,37.0,37.0,37.0,37.0,34.0,37.0,37.0,37.0,37.0,37.0
9,38.0,38.0,38.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,33.0,33.0,36.0
10,39.0,39.0,39.0,36.0,36.0,36.0,36.0,34.0,36.0,36.0,35.0,35.0,35.0
11,40.0,40.0,40.0,35.0,35.0,35.0,35.0,34.0,35.0,35.0,34.0,34.0,36.0
12,37.0,37.0,37.0,33.0,33.0,33.0,33.0,32.0,33.0,33.0,32.0,32.0,35.0
13,38.0,38.0,38.0,35.0,35.0,35.0,35.0,33.0,35.0,35.0,34.0,34.0,34.0
14,39.0,39.0,39.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,33.0,33.0,35.0
15,36.0,37.0,37.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0,35.0
16,38.0,38.0,38.0,33.0,34.0,33.0,33.0,33.0,33.0,34.0,33.0,33.0,35.0
17,38.0,38.0,38.0,34.0,33.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,36.0
18,36.0,36.0,36.0,34.0,34.0,34.0,34.0,32.0,34.0,34.0,34.0,34.0,35.0
19,37.0,38.0,37.0,34.0,36.0,36.0,36.0,36.0,34.0,36.0,34.0,34.0,36.0
20,38.0,38.0,38.0,35.0,36.0,36.0,36.0,36.0,35.0,36.0,35.0,35.0,37.0
21,37.0,37.0,37.0,34.0,34.0,34.0,34.0,32.0,34.0,34.0,34.0,34.0,36.0
22,38.0,38.0,38.0,35.0,36.0,36.0,36.0,36.0,35.0,36.0,35.0,35.0,36.0
23,39.0,39.0,39.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
24,37.0,37.0,37.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,32.0,32.0,36.0
25,39.0,39.0,39.0,35.0,37.0,37.0,37.0,37.0,35.0,37.0,34.0,34.0,35.0
26,39.0,39.0,39.0,35.0,37.0,37.0,37.0,37.0,35.0,37.0,34.0,34.0,36.0
27,36.0,36.0,36.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,31.0,31.0,35.0
28,38.0,38.0,38.0,34.0,36.0,36.0,36.0,36.0,34.0,36.0,33.0,33.0,34.0
29,38.0,38.0,38.0,34.0,36.0,36.0,36.0,36.0,34.0,36.0,34.0,34.0,35.0
30,36.0,36.0,36.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,31.0,31.0,34.0
31,38.0,38.0,38.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,35.0
32,37.0,39.0,37.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.0
33,37.0,36.0,37.0,35.0,35.0,35.0,35.0,32.0,35.0,35.0,35.0,35.0,34.0
34,38.0,38.0,38.0,36.0,36.0,36.0,36.0,33.0,36.0,36.0,36.0,36.0,36.0
35,39.0,39.0,39.0,36.0,36.0,36.0,36.0,34.0,36.0,36.0,36.0,36.0,37.0
36,38.0,37.0,38.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,35.0
37,39.0,39.0,39.0,35.0,35.0,35.0,35.0,34.0,35.0,35.0,35.0,35.0,36.0
38,39.0,39.0,39.0,36.0,36.0,36.0,36.0,35.0,36.0,36.0,35.0,35.0,36.0
39,37.0,36.0,37.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,35.0
40,38.0,38.0,38.0,34.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0,34.0,35.0
41,38.0,38.0,38.0,35.0,35.0,35.0,35.0,34.0,35.0,35.0,35.0,35.0,36.0
42,36.0,36.0,36.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,34.0
43,38.0,38.0,38.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,36.0
44,38.0,39.0,38.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.0
45,38.0,38.0,39.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0
46,39.0,39.0,39.0,35.0,34.0,34.0,34.0,35.0,35.0,34.0,34.0,34.0,35.0
47,40.0,40.0,40.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,35.0
48,38.0,37.0,38.0,33.0,34.0,33.0,33.0,33.0,33.0,34.0,32.0,32.0,33.0
49,39.0,39.0,39.0,34.0,37.0,37.0,37.0,37.0,34.0,37.0,34.0,34.0,34.0
50,40.0,39.0,40.0,34.0,37.0,34.0,34.0,34.0,34.0,37.0,34.0,34.0,35.0
51,38.0,37.0,38.0,33.0,33.0,33.0,33.0,32.0,33.0,33.0,32.0,32.0,34.0
52,39.0,39.0,39.0,34.0,37.0,37.0,37.0,37.0,34.0,37.0,34.0,34.0,35.0
53,39.0,39.0,39.0,35.0,37.0,35.0,35.0,35.0,35.0,37.0,34.0,34.0,36.0
54,37.0,36.0,37.0,32.0,33.0,32.0,32.0,32.0,32.0,33.0,31.0,31.0,33.0
55,38.0,38.0,38.0,33.0,36.0,36.0,36.0,36.0,33.0,36.0,33.0,33.0,33.0
56,39.0,38.0,39.0,33.0,36.0,33.0,33.0,33.0,33.0,36.0,33.0,33.0,34.0
57,37.0,36.0,37.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,33.0
58,39.0,38.0,39.0,33.0,36.0,36.0,36.0,36.0,33.0,36.0,33.0,33.0,34.0
59,39.0,38.0,39.0,34.0,36.0,34.0,34.0,34.0,34.0,36.0,33.0,33.0,35.0
60,38.0,37.0,38.0,31.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0,33.0
61,39.0,38.0,39.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,35.0
62,39.0,39.0,39.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
63,35.0,35.0,35.0,33.0,33.0,33.0,33.0,31.0,33.0,33.0,33.0,33.0,34.0
64,36.0,37.0,36.0,33.0,35.0,35.0,35.0,35.0,33.0,35.0,33.0,33.0,36.0
65,37.0,37.0,37.0,34.0,36.0,36.0,36.0,36.0,34.0,36.0,34.0,34.0,36.0
66,36.0,36.0,36.0,33.0,33.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,35.0
67,37.0,37.0,37.0,34.0,35.0,35.0,35.0,35.0,34.0,35.0,34.0,34.0,35.0
68,38.0,38.0,38.0,35.0,36.0,36.0,36.0,36.0,35.0,36.0,35.0,35.0,36.0
69,36.0,36.0,36.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,35.0
70,38.0,38.0,38.0,34.0,36.0,36.0,36.0,36.0,34.0,36.0,34.0,33.0,34.0
71,38.0,38.0,38.0,34.0,38.0,38.0,38.0,38.0,34.0,38.0,33.0,33.0,35.0
72,35.0,35.0,35.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,30.0,34.0
73,37.0,37.0,37.0,33.0,35.0,35.0,35.0,35.0,33.0,35.0,33.0,32.0,33.0
74,37.0,37.0,37.0,33.0,37.0,37.0,37.0,37.0,33.0,37.0,33.0,33.0,34.0
75,35.0,35.0,35.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,30.0,33.0
76,37.0,37.0,37.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,34.0
77,36.0,38.0,36.0,34.0,36.0,36.0,36.0,36.0,34.0,36.0,33.0,33.0,35.0
78,36.0,36.0,36.0,34.0,34.0,34.0,34.0,31.0,34.0,34.0,34.0,34.0,33.0
79,37.0,37.0,37.0,35.0,35.0,35.0,35.0,33.0,35.0,35.0,35.0,35.0,35.0
80,38.0,38.0,38.0,35.0,35.0,35.0,35.0,34.0,35.0,35.0,35.0,35.0,36.0
81,37.0,36.0,37.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,35.0
82,38.0,38.0,38.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.0
83,38.0,38.0,38.0,35.0,38.0,38.0,38.0,38.0,35.0,38.0,34.0,34.0,35.0
84,36.0,35.0,36.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,34.0
85,37.0,37.0,37.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0
86,37.0,37.0,37.0,34.0,37.0,37.0,37.0,37.0,34.0,37.0,34.0,34.0,35.0
87,35.0,35.0,35.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,33.0
88,37.0,37.0,37.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,32.0,35.0
89,37.0,38.0,37.0,34.0,36.0,36.0,36.0,36.0,34.0,36.0,33.0,33.0,35.0
90,37.0,37.0,38.0,32.0,33.0,33.0,33.0,33.0,32.0,33.0,32.0,32.0,34.0
91,38.0,38.0,38.0,34.0,38.0,38.0,38.0,38.0,34.0,38.0,33.0,33.0,34.0
92,39.0,39.0,39.0,33.0,37.0,37.0,37.0,37.0,34.0,37.0,34.0,34.0,34.0
93,37.0,36.0,37.0,32.0,33.0,32.0,32.0,32.0,32.0,33.0,32.0,31.0,33.0
94,38.0,38.0,38.0,33.0,37.0,37.0,37.0,37.0,33.0,37.0,33.0,33.0,33.0
95,39.0,38.0,39.0,34.0,37.0,36.0,36.0,36.0,34.0,37.0,33.0,33.0,34.0
96,37.0,36.0,37.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,34.0
97,38.0,38.0,38.0,33.0,36.0,36.0,36.0,36.0,33.0,36.0,33.0,33.0,34.0
98,38.0,38.0,38.0,34.0,37.0,37.0,37.0,37.0,34.0,37.0,33.0,33.0,35.0
99,36.0,35.0,36.0,31.0,32.0,31.0,31.0,31.0,31.0,32.0,31.0,30.0,32.0
100,37.0,37.0,37.0,32.0,36.0,36.0,36.0,36.0,32.0,36.0,32.0,32.0,32.0
101,38.0,37.0,38.0,33.0,36.0,35.0,35.0,35.0,33.0,36.0,32.0,32.0,34.0
102,36.0,35.0,36.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,30.0,33.0
103,38.0,37.0,38.0,32.0,35.0,35.0,35.0,35.0,32.0,35.0,32.0,32.0,33.0
104,38.0,37.0,38.0,34.0,36.0,36.0,36.0,36.0,34.0,36.0,32.0,32.0,34.0
105,37.0,36.0,37.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0
106,38.0,37.0,38.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,34.0
107,38.0,38.0,38.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0
108,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,33.0
109,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,33.0,33.0,31.0,31.0,35.0
110,34.0,38.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0
111,37.0,32.0,37.0,31.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0,32.0
