Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,59.0,50.0,59.0,61.0,60.0,55.0,55.0,50.0,55.0,50.0,50.0,50.0,57.0,57.0
1,54.0,53.0,54.0,61.0,61.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,55.0,55.0
2,55.0,51.0,55.0,57.0,57.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,54.0,54.0
3,59.0,51.0,59.0,62.0,62.0,60.0,60.0,51.0,60.0,51.0,51.0,51.0,57.0,57.0
4,59.0,58.0,59.0,62.0,62.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0
5,60.0,56.0,60.0,62.0,61.0,55.0,53.0,56.0,53.0,56.0,56.0,56.0,57.0,57.0
6,59.0,50.0,59.0,61.0,60.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,57.0,57.0
7,59.0,58.0,59.0,62.0,61.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0
8,60.0,56.0,60.0,62.0,61.0,53.0,53.0,56.0,53.0,56.0,56.0,56.0,57.0,57.0
9,55.0,58.0,55.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0
10,54.0,60.0,55.0,57.0,56.0,60.0,55.0,60.0,55.0,55.0,55.0,60.0,57.0,57.0
11,55.0,56.0,55.0,56.0,56.0,55.0,56.0,55.0,55.0,56.0,55.0,55.0,61.0,61.0
12,58.0,57.0,58.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
13,59.0,59.0,59.0,61.0,56.0,59.0,54.0,59.0,54.0,54.0,54.0,59.0,56.0,56.0
14,60.0,55.0,60.0,60.0,60.0,54.0,55.0,54.0,54.0,55.0,54.0,54.0,60.0,60.0
15,59.0,51.0,59.0,60.0,60.0,56.0,56.0,51.0,56.0,51.0,51.0,51.0,58.0,58.0
16,60.0,54.0,60.0,57.0,56.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,56.0,56.0
17,61.0,52.0,61.0,61.0,61.0,49.0,50.0,52.0,49.0,52.0,52.0,52.0,55.0,55.0
18,64.0,51.0,64.0,62.0,62.0,61.0,61.0,51.0,61.0,51.0,51.0,51.0,65.0,65.0
19,60.0,59.0,60.0,63.0,63.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,63.0,63.0
20,61.0,57.0,61.0,63.0,63.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,62.0,62.0
21,64.0,51.0,64.0,62.0,62.0,61.0,61.0,51.0,61.0,51.0,51.0,51.0,66.0,66.0
22,60.0,59.0,60.0,63.0,63.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,64.0,64.0
23,61.0,57.0,61.0,63.0,63.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,62.0,62.0
24,59.0,60.0,59.0,62.0,62.0,61.0,61.0,60.0,61.0,60.0,60.0,60.0,65.0,65.0
25,59.0,66.0,59.0,61.0,61.0,66.0,60.0,66.0,60.0,60.0,60.0,66.0,57.0,57.0
26,60.0,61.0,60.0,61.0,61.0,61.0,60.0,61.0,60.0,60.0,60.0,61.0,61.0,61.0
27,64.0,59.0,64.0,61.0,61.0,60.0,60.0,59.0,60.0,59.0,59.0,59.0,64.0,64.0
28,65.0,65.0,65.0,61.0,61.0,65.0,59.0,65.0,59.0,59.0,59.0,65.0,57.0,57.0
29,60.0,60.0,60.0,61.0,61.0,60.0,59.0,60.0,59.0,59.0,59.0,60.0,60.0,60.0
30,65.0,52.0,65.0,62.0,62.0,61.0,61.0,52.0,61.0,52.0,52.0,52.0,59.0,59.0
31,66.0,59.0,66.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0
32,61.0,57.0,61.0,62.0,62.0,55.0,54.0,57.0,54.0,57.0,57.0,57.0,57.0,57.0
33,64.0,50.0,64.0,61.0,60.0,60.0,60.0,50.0,60.0,50.0,50.0,50.0,66.0,66.0
