Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,50.0,48.0,45.0,45.0,51.0,51.0,47.0,46.0,46.0,50.0,50.0,39.0,41.0
1,47.0,51.0,50.0,50.0,52.0,47.0,51.0,51.0,51.0,51.0,52.0,46.0,47.0
2,46.0,51.0,46.0,50.0,51.0,47.0,47.0,47.0,47.0,50.0,52.0,41.0,43.0
3,50.0,48.0,45.0,45.0,55.0,51.0,51.0,49.0,46.0,50.0,55.0,45.0,46.0
4,52.0,51.0,51.0,51.0,57.0,52.0,56.0,51.0,52.0,52.0,56.0,52.0,52.0
5,51.0,51.0,49.0,50.0,56.0,51.0,52.0,48.0,50.0,51.0,57.0,47.0,48.0
6,51.0,45.0,45.0,45.0,51.0,51.0,47.0,49.0,46.0,50.0,50.0,44.0,41.0
7,53.0,51.0,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,53.0,51.0,47.0
8,52.0,49.0,49.0,50.0,52.0,52.0,48.0,48.0,50.0,52.0,52.0,46.0,43.0
9,56.0,50.0,50.0,51.0,56.0,56.0,52.0,51.0,51.0,55.0,55.0,52.0,53.0
10,53.0,56.0,56.0,56.0,57.0,52.0,56.0,56.0,57.0,57.0,57.0,47.0,48.0
11,52.0,53.0,52.0,56.0,56.0,52.0,52.0,52.0,53.0,55.0,56.0,43.0,43.0
12,56.0,54.0,54.0,54.0,55.0,55.0,51.0,50.0,55.0,55.0,55.0,51.0,57.0
13,57.0,56.0,56.0,56.0,56.0,51.0,55.0,55.0,57.0,56.0,56.0,57.0,52.0
14,56.0,52.0,52.0,55.0,56.0,51.0,52.0,52.0,53.0,56.0,57.0,52.0,48.0
15,56.0,50.0,50.0,50.0,56.0,56.0,52.0,51.0,51.0,56.0,51.0,46.0,53.0
16,53.0,52.0,52.0,52.0,52.0,47.0,52.0,52.0,53.0,53.0,53.0,53.0,48.0
17,52.0,48.0,48.0,51.0,52.0,47.0,48.0,48.0,49.0,52.0,53.0,48.0,48.0
18,50.0,48.0,44.0,45.0,55.0,50.0,51.0,49.0,45.0,50.0,55.0,46.0,45.0
19,52.0,51.0,51.0,51.0,57.0,52.0,56.0,50.0,52.0,52.0,56.0,52.0,51.0
20,51.0,51.0,49.0,50.0,56.0,51.0,52.0,50.0,50.0,51.0,57.0,47.0,47.0
21,51.0,45.0,45.0,45.0,55.0,51.0,51.0,49.0,46.0,50.0,55.0,46.0,46.0
22,53.0,51.0,51.0,51.0,57.0,52.0,56.0,51.0,52.0,51.0,56.0,51.0,51.0
23,52.0,49.0,49.0,50.0,57.0,52.0,53.0,51.0,50.0,52.0,57.0,48.0,48.0
24,56.0,50.0,50.0,51.0,60.0,56.0,56.0,55.0,51.0,55.0,55.0,58.0,58.0
25,58.0,56.0,56.0,56.0,62.0,57.0,61.0,56.0,57.0,57.0,57.0,53.0,53.0
26,56.0,53.0,52.0,56.0,61.0,56.0,57.0,52.0,53.0,55.0,57.0,48.0,48.0
27,56.0,54.0,54.0,54.0,59.0,55.0,55.0,59.0,55.0,55.0,56.0,57.0,62.0
28,57.0,56.0,56.0,56.0,61.0,56.0,60.0,55.0,57.0,56.0,57.0,57.0,57.0
29,57.0,56.0,56.0,56.0,61.0,56.0,57.0,52.0,57.0,56.0,58.0,53.0,53.0
30,56.0,50.0,50.0,50.0,60.0,56.0,56.0,55.0,51.0,56.0,55.0,47.0,58.0
31,53.0,52.0,52.0,52.0,57.0,52.0,57.0,52.0,53.0,53.0,56.0,53.0,53.0
32,53.0,52.0,52.0,52.0,57.0,52.0,53.0,51.0,53.0,52.0,57.0,53.0,53.0
33,51.0,45.0,45.0,45.0,51.0,51.0,46.0,46.0,46.0,50.0,49.0,45.0,41.0
34,52.0,51.0,51.0,51.0,52.0,52.0,52.0,51.0,52.0,51.0,52.0,50.0,46.0
35,52.0,47.0,47.0,47.0,52.0,52.0,48.0,51.0,48.0,52.0,52.0,47.0,43.0
36,56.0,50.0,50.0,50.0,56.0,56.0,52.0,56.0,51.0,55.0,55.0,57.0,53.0
37,57.0,57.0,56.0,56.0,57.0,57.0,57.0,56.0,57.0,57.0,57.0,52.0,48.0
38,57.0,52.0,52.0,52.0,57.0,57.0,53.0,52.0,53.0,55.0,57.0,47.0,43.0
39,56.0,51.0,50.0,50.0,55.0,55.0,55.0,60.0,51.0,54.0,56.0,56.0,57.0
40,57.0,56.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,52.0
41,58.0,56.0,56.0,56.0,57.0,57.0,53.0,52.0,57.0,56.0,58.0,53.0,48.0
42,56.0,47.0,46.0,46.0,56.0,56.0,52.0,56.0,47.0,55.0,52.0,47.0,53.0
43,53.0,52.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,48.0
44,54.0,52.0,52.0,52.0,53.0,53.0,49.0,52.0,53.0,52.0,54.0,52.0,48.0
45,56.0,52.0,51.0,51.0,55.0,55.0,51.0,50.0,52.0,55.0,55.0,52.0,47.0
46,54.0,56.0,56.0,56.0,50.0,51.0,50.0,55.0,57.0,57.0,57.0,48.0,43.0
47,52.0,53.0,52.0,56.0,51.0,51.0,47.0,52.0,53.0,55.0,56.0,43.0,42.0
48,61.0,62.0,62.0,62.0,60.0,60.0,56.0,60.0,63.0,56.0,56.0,63.0,58.0
49,63.0,57.0,57.0,57.0,51.0,52.0,51.0,56.0,58.0,58.0,58.0,58.0,53.0
50,61.0,57.0,56.0,56.0,52.0,52.0,51.0,52.0,57.0,56.0,57.0,53.0,53.0
51,62.0,58.0,58.0,58.0,61.0,61.0,57.0,56.0,59.0,57.0,55.0,59.0,54.0
52,59.0,56.0,56.0,57.0,51.0,51.0,52.0,57.0,57.0,57.0,57.0,54.0,53.0
53,57.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,53.0,57.0,57.0,53.0,53.0
54,60.0,66.0,66.0,66.0,59.0,59.0,55.0,60.0,67.0,55.0,55.0,62.0,57.0
55,62.0,61.0,56.0,56.0,50.0,51.0,52.0,56.0,57.0,57.0,57.0,57.0,57.0
56,62.0,57.0,57.0,57.0,51.0,51.0,55.0,56.0,58.0,57.0,57.0,58.0,57.0
57,61.0,62.0,62.0,62.0,60.0,60.0,56.0,60.0,63.0,56.0,56.0,58.0,53.0
58,58.0,57.0,56.0,56.0,50.0,51.0,52.0,56.0,57.0,57.0,57.0,57.0,57.0
59,58.0,57.0,57.0,57.0,51.0,51.0,55.0,56.0,58.0,58.0,58.0,58.0,57.0
