Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,43.0,37.0,42.0,37.0
1,43.0,42.0,41.0,39.0
2,45.0,39.0,39.0,38.0
3,44.0,37.0,42.0,37.0
4,43.0,42.0,40.0,38.0
5,45.0,41.0,40.0,38.0
6,44.0,38.0,43.0,38.0
7,44.0,43.0,41.0,39.0
8,45.0,42.0,40.0,39.0
9,44.0,38.0,44.0,37.0
10,45.0,43.0,42.0,40.0
11,46.0,39.0,41.0,39.0
12,44.0,41.0,43.0,37.0
13,46.0,42.0,43.0,40.0
14,46.0,43.0,43.0,41.0
15,43.0,37.0,43.0,37.0
16,43.0,42.0,44.0,39.0
17,43.0,43.0,44.0,39.0
18,45.0,36.0,41.0,36.0
19,44.0,41.0,39.0,37.0
20,45.0,40.0,39.0,38.0
21,44.0,37.0,42.0,37.0
22,45.0,42.0,40.0,38.0
23,45.0,41.0,40.0,38.0
24,45.0,37.0,43.0,37.0
25,45.0,43.0,41.0,39.0
26,45.0,42.0,41.0,39.0
27,45.0,40.0,42.0,37.0
28,45.0,42.0,42.0,39.0
29,46.0,43.0,43.0,41.0
30,44.0,37.0,42.0,36.0
31,43.0,42.0,43.0,38.0
32,43.0,43.0,43.0,38.0
33,44.0,38.0,42.0,38.0
34,44.0,43.0,41.0,39.0
35,44.0,40.0,40.0,39.0
36,44.0,38.0,43.0,38.0
37,45.0,43.0,42.0,40.0
38,46.0,43.0,42.0,39.0
39,45.0,40.0,42.0,38.0
40,46.0,42.0,43.0,40.0
41,47.0,44.0,44.0,41.0
42,44.0,38.0,43.0,37.0
43,44.0,42.0,44.0,39.0
44,44.0,44.0,44.0,39.0
45,45.0,38.0,44.0,38.0
46,45.0,43.0,42.0,40.0
47,44.0,40.0,43.0,40.0
48,45.0,41.0,45.0,38.0
49,46.0,43.0,44.0,40.0
50,45.0,44.0,45.0,42.0
51,44.0,39.0,44.0,39.0
52,45.0,43.0,45.0,41.0
53,44.0,44.0,45.0,41.0
54,44.0,40.0,45.0,38.0
55,46.0,42.0,43.0,40.0
56,45.0,43.0,44.0,42.0
57,44.0,41.0,43.0,39.0
58,45.0,43.0,44.0,41.0
59,45.0,43.0,44.0,41.0
60,41.0,38.0,42.0,37.0
61,42.0,42.0,44.0,39.0
62,43.0,43.0,44.0,39.0
63,44.0,35.0,40.0,35.0
64,43.0,40.0,38.0,36.0
65,44.0,39.0,38.0,37.0
66,45.0,36.0,41.0,36.0
67,44.0,41.0,39.0,37.0
68,45.0,40.0,39.0,38.0
69,44.0,36.0,42.0,36.0
70,44.0,42.0,40.0,38.0
71,44.0,41.0,40.0,38.0
72,44.0,39.0,41.0,36.0
73,44.0,41.0,41.0,38.0
74,45.0,42.0,42.0,40.0
75,44.0,36.0,41.0,35.0
76,44.0,41.0,42.0,37.0
77,44.0,42.0,42.0,37.0
78,44.0,37.0,41.0,37.0
79,45.0,42.0,40.0,38.0
80,45.0,39.0,40.0,38.0
81,45.0,37.0,42.0,37.0
82,45.0,42.0,41.0,39.0
83,45.0,42.0,41.0,39.0
84,45.0,39.0,41.0,37.0
85,45.0,41.0,42.0,39.0
86,46.0,43.0,43.0,41.0
87,44.0,37.0,42.0,36.0
88,45.0,41.0,43.0,38.0
89,45.0,43.0,43.0,38.0
90,46.0,37.0,43.0,37.0
91,44.0,42.0,41.0,39.0
92,43.0,43.0,42.0,39.0
93,46.0,41.0,44.0,37.0
94,45.0,42.0,43.0,39.0
95,47.0,43.0,44.0,41.0
96,45.0,38.0,43.0,38.0
97,44.0,42.0,44.0,40.0
98,43.0,43.0,44.0,40.0
99,45.0,40.0,44.0,37.0
100,45.0,41.0,42.0,39.0
101,46.0,42.0,43.0,41.0
102,45.0,40.0,42.0,38.0
103,44.0,42.0,43.0,40.0
104,44.0,42.0,43.0,40.0
