Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,46.0,45.0,44.0,45.0,45.0,42.0,46.0,45.0
1,44.0,43.0,43.0,43.0,46.0,41.0,46.0,47.0
2,43.0,42.0,42.0,42.0,46.0,44.0,45.0,46.0
3,46.0,45.0,45.0,45.0,49.0,45.0,46.0,44.0
4,47.0,46.0,46.0,46.0,50.0,45.0,46.0,47.0
5,47.0,46.0,46.0,46.0,49.0,46.0,45.0,47.0
6,47.0,46.0,46.0,46.0,47.0,45.0,46.0,45.0
7,48.0,47.0,47.0,47.0,51.0,46.0,46.0,47.0
8,48.0,47.0,47.0,47.0,48.0,47.0,43.0,47.0
9,46.0,45.0,45.0,45.0,47.0,41.0,46.0,45.0
10,45.0,44.0,43.0,44.0,46.0,42.0,47.0,46.0
11,42.0,41.0,42.0,41.0,46.0,41.0,45.0,45.0
12,46.0,45.0,45.0,45.0,47.0,44.0,46.0,45.0
13,45.0,44.0,43.0,44.0,46.0,41.0,50.0,46.0
14,43.0,42.0,42.0,42.0,46.0,43.0,46.0,47.0
15,46.0,45.0,45.0,45.0,46.0,44.0,46.0,45.0
16,45.0,44.0,43.0,44.0,46.0,42.0,51.0,46.0
17,44.0,43.0,43.0,43.0,46.0,43.0,47.0,47.0
18,48.0,47.0,44.0,47.0,49.0,44.0,45.0,44.0
19,50.0,49.0,49.0,49.0,49.0,49.0,46.0,46.0
20,46.0,45.0,45.0,45.0,50.0,50.0,44.0,47.0
21,49.0,48.0,45.0,48.0,49.0,45.0,45.0,45.0
22,51.0,50.0,50.0,50.0,50.0,50.0,46.0,47.0
23,47.0,46.0,46.0,46.0,51.0,51.0,45.0,47.0
24,45.0,44.0,44.0,44.0,49.0,45.0,46.0,44.0
25,49.0,48.0,42.0,48.0,48.0,46.0,46.0,48.0
26,46.0,44.0,41.0,45.0,49.0,45.0,44.0,47.0
27,48.0,47.0,44.0,47.0,48.0,45.0,46.0,44.0
28,48.0,47.0,42.0,47.0,47.0,46.0,49.0,47.0
29,46.0,44.0,42.0,45.0,50.0,50.0,46.0,47.0
30,49.0,48.0,44.0,48.0,48.0,45.0,46.0,44.0
31,49.0,48.0,43.0,48.0,47.0,46.0,50.0,46.0
32,47.0,44.0,43.0,46.0,50.0,50.0,47.0,47.0
33,44.0,43.0,41.0,43.0,47.0,45.0,45.0,45.0
34,46.0,45.0,45.0,45.0,48.0,46.0,42.0,45.0
35,43.0,42.0,42.0,42.0,48.0,47.0,44.0,48.0
36,41.0,42.0,42.0,40.0,47.0,46.0,46.0,45.0
37,45.0,44.0,43.0,44.0,48.0,42.0,43.0,46.0
38,43.0,42.0,42.0,42.0,48.0,46.0,43.0,46.0
39,43.0,42.0,41.0,42.0,47.0,46.0,46.0,45.0
40,45.0,44.0,43.0,44.0,48.0,47.0,45.0,46.0
41,44.0,43.0,43.0,43.0,51.0,51.0,46.0,47.0
42,44.0,43.0,41.0,43.0,47.0,46.0,46.0,45.0
43,45.0,44.0,44.0,44.0,48.0,47.0,46.0,46.0
44,45.0,44.0,44.0,44.0,51.0,51.0,47.0,47.0
45,43.0,42.0,42.0,42.0,47.0,43.0,46.0,48.0
46,48.0,47.0,47.0,47.0,43.0,42.0,43.0,47.0
