Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,48.0,50.0,45.0,49.0,49.0,49.0,45.0,47.0,49.0
1,49.0,49.0,45.0,46.0,46.0,46.0,47.0,45.0,48.0
2,49.0,52.0,46.0,47.0,47.0,47.0,45.0,45.0,52.0
3,51.0,50.0,46.0,48.0,48.0,48.0,48.0,51.0,50.0
4,53.0,52.0,49.0,49.0,49.0,49.0,51.0,49.0,52.0
5,51.0,52.0,50.0,50.0,50.0,50.0,49.0,49.0,52.0
6,52.0,51.0,47.0,47.0,47.0,47.0,48.0,52.0,51.0
7,54.0,53.0,50.0,50.0,50.0,50.0,52.0,49.0,53.0
8,52.0,52.0,51.0,51.0,51.0,51.0,49.0,49.0,52.0
9,48.0,50.0,50.0,51.0,51.0,51.0,52.0,47.0,49.0
10,49.0,50.0,48.0,48.0,48.0,48.0,49.0,47.0,48.0
11,49.0,51.0,49.0,48.0,48.0,48.0,49.0,44.0,51.0
12,51.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,50.0
13,49.0,49.0,48.0,48.0,48.0,48.0,51.0,48.0,48.0
14,49.0,51.0,50.0,51.0,51.0,51.0,48.0,48.0,51.0
15,52.0,51.0,45.0,46.0,46.0,46.0,47.0,52.0,51.0
16,49.0,48.0,45.0,45.0,45.0,45.0,47.0,49.0,48.0
17,49.0,52.0,46.0,46.0,46.0,46.0,47.0,49.0,52.0
18,52.0,50.0,46.0,47.0,47.0,47.0,47.0,51.0,51.0
19,53.0,54.0,48.0,48.0,48.0,48.0,52.0,48.0,54.0
20,52.0,54.0,49.0,49.0,49.0,49.0,50.0,49.0,54.0
21,51.0,50.0,46.0,46.0,46.0,46.0,48.0,51.0,50.0
22,53.0,55.0,49.0,49.0,49.0,49.0,53.0,48.0,55.0
23,52.0,55.0,50.0,50.0,50.0,50.0,51.0,50.0,55.0
24,50.0,49.0,51.0,51.0,51.0,51.0,52.0,50.0,49.0
25,52.0,51.0,52.0,52.0,52.0,52.0,53.0,50.0,51.0
26,51.0,50.0,52.0,52.0,52.0,52.0,53.0,48.0,52.0
27,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0
28,52.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0
29,52.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,54.0
30,52.0,51.0,46.0,46.0,46.0,46.0,47.0,52.0,51.0
31,53.0,52.0,47.0,47.0,47.0,47.0,51.0,53.0,52.0
32,53.0,55.0,49.0,49.0,49.0,49.0,51.0,53.0,55.0
33,52.0,49.0,46.0,45.0,45.0,45.0,46.0,50.0,51.0
34,52.0,52.0,47.0,46.0,46.0,46.0,52.0,47.0,51.0
35,49.0,51.0,50.0,50.0,50.0,49.0,48.0,51.0,52.0
36,51.0,50.0,51.0,51.0,51.0,51.0,52.0,51.0,50.0
37,53.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0
38,52.0,51.0,53.0,52.0,52.0,52.0,53.0,48.0,53.0
39,51.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0
40,53.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0,52.0
41,52.0,55.0,55.0,55.0,55.0,55.0,53.0,52.0,55.0
42,52.0,51.0,46.0,46.0,46.0,46.0,47.0,52.0,51.0
43,53.0,52.0,47.0,47.0,47.0,47.0,52.0,53.0,52.0
44,53.0,56.0,50.0,50.0,50.0,50.0,52.0,53.0,56.0
45,50.0,45.0,50.0,50.0,50.0,50.0,51.0,46.0,49.0
46,48.0,47.0,50.0,50.0,50.0,47.0,48.0,46.0,47.0
47,49.0,46.0,48.0,47.0,47.0,47.0,48.0,44.0,50.0
48,50.0,49.0,50.0,50.0,50.0,50.0,51.0,50.0,49.0
49,50.0,49.0,50.0,50.0,50.0,47.0,50.0,50.0,49.0
50,48.0,50.0,50.0,50.0,50.0,50.0,48.0,47.0,50.0
51,51.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,50.0
52,48.0,50.0,47.0,47.0,47.0,47.0,51.0,51.0,47.0
53,48.0,51.0,48.0,47.0,47.0,47.0,48.0,48.0,51.0
54,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0
55,49.0,48.0,49.0,49.0,49.0,47.0,49.0,49.0,48.0
56,47.0,50.0,50.0,50.0,50.0,50.0,48.0,47.0,50.0
57,51.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0
58,48.0,49.0,47.0,47.0,47.0,47.0,50.0,50.0,47.0
59,48.0,51.0,50.0,50.0,50.0,50.0,48.0,48.0,51.0
60,51.0,50.0,45.0,45.0,45.0,45.0,46.0,51.0,50.0
61,48.0,47.0,44.0,42.0,44.0,44.0,47.0,48.0,47.0
62,48.0,51.0,45.0,45.0,45.0,45.0,47.0,48.0,51.0
63,51.0,49.0,45.0,46.0,46.0,46.0,47.0,50.0,50.0
64,52.0,53.0,47.0,47.0,47.0,47.0,51.0,47.0,53.0
65,52.0,53.0,48.0,48.0,48.0,48.0,49.0,49.0,53.0
66,51.0,49.0,45.0,45.0,45.0,45.0,47.0,50.0,50.0
67,53.0,54.0,48.0,48.0,48.0,48.0,52.0,47.0,54.0
68,53.0,54.0,49.0,49.0,49.0,49.0,50.0,49.0,54.0
69,49.0,48.0,50.0,50.0,50.0,50.0,51.0,49.0,48.0
70,53.0,50.0,51.0,51.0,51.0,51.0,52.0,49.0,52.0
71,50.0,49.0,51.0,51.0,51.0,51.0,53.0,48.0,51.0
72,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0
73,52.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
74,52.0,53.0,53.0,53.0,53.0,53.0,52.0,52.0,53.0
75,51.0,50.0,45.0,45.0,45.0,45.0,46.0,51.0,50.0
76,52.0,51.0,46.0,46.0,46.0,46.0,50.0,52.0,51.0
77,53.0,54.0,48.0,48.0,48.0,48.0,50.0,53.0,54.0
78,51.0,48.0,45.0,44.0,44.0,44.0,46.0,50.0,50.0
79,52.0,51.0,46.0,45.0,45.0,45.0,51.0,47.0,51.0
80,50.0,50.0,49.0,49.0,49.0,48.0,48.0,50.0,51.0
81,50.0,49.0,50.0,50.0,50.0,50.0,52.0,50.0,49.0
82,54.0,51.0,51.0,51.0,51.0,51.0,52.0,50.0,53.0
83,51.0,50.0,52.0,51.0,51.0,51.0,54.0,49.0,52.0
84,51.0,49.0,50.0,50.0,50.0,50.0,51.0,51.0,50.0
85,53.0,51.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0
86,53.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,54.0
87,52.0,50.0,45.0,45.0,45.0,45.0,47.0,52.0,51.0
88,52.0,51.0,46.0,46.0,46.0,46.0,51.0,52.0,51.0
89,54.0,55.0,49.0,49.0,49.0,49.0,51.0,54.0,55.0
90,49.0,44.0,49.0,49.0,49.0,49.0,50.0,45.0,48.0
91,49.0,46.0,49.0,49.0,49.0,46.0,49.0,46.0,48.0
92,48.0,45.0,49.0,49.0,49.0,49.0,49.0,43.0,49.0
93,49.0,48.0,49.0,49.0,49.0,49.0,50.0,49.0,48.0
94,49.0,48.0,49.0,49.0,49.0,46.0,49.0,49.0,48.0
95,48.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,49.0
96,50.0,49.0,49.0,49.0,49.0,49.0,50.0,50.0,49.0
97,49.0,49.0,46.0,46.0,46.0,46.0,50.0,50.0,48.0
98,49.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0
99,49.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0
100,48.0,47.0,48.0,48.0,48.0,46.0,48.0,48.0,47.0
101,48.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,49.0
102,50.0,49.0,49.0,49.0,49.0,49.0,49.0,50.0,49.0
103,48.0,48.0,46.0,46.0,46.0,46.0,49.0,49.0,47.0
104,49.0,50.0,49.0,49.0,49.0,49.0,48.0,49.0,50.0
105,50.0,49.0,44.0,44.0,44.0,44.0,45.0,50.0,49.0
106,47.0,46.0,43.0,41.0,43.0,43.0,46.0,47.0,46.0
107,49.0,50.0,44.0,44.0,44.0,44.0,46.0,49.0,50.0
108,43.0,44.0,40.0,40.0,40.0,40.0,40.0,44.0,46.0
109,45.0,45.0,40.0,40.0,40.0,40.0,43.0,43.0,47.0
110,46.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,47.0
111,44.0,44.0,44.0,44.0,44.0,44.0,45.0,42.0,45.0
112,46.0,46.0,44.0,44.0,44.0,44.0,46.0,44.0,47.0
113,46.0,45.0,50.0,50.0,50.0,50.0,51.0,46.0,47.0
114,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
115,47.0,46.0,44.0,44.0,44.0,44.0,45.0,45.0,47.0
116,50.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0
117,45.0,44.0,39.0,39.0,39.0,39.0,40.0,45.0,44.0
118,45.0,46.0,40.0,39.0,40.0,40.0,43.0,46.0,47.0
119,51.0,50.0,45.0,45.0,45.0,45.0,46.0,51.0,50.0
120,44.0,42.0,44.0,44.0,44.0,44.0,42.0,42.0,43.0
121,45.0,44.0,46.0,46.0,46.0,45.0,50.0,45.0,44.0
122,46.0,45.0,50.0,50.0,50.0,50.0,46.0,42.0,45.0
123,44.0,43.0,44.0,44.0,44.0,44.0,42.0,41.0,43.0
124,49.0,45.0,46.0,46.0,46.0,45.0,49.0,49.0,48.0
125,46.0,49.0,50.0,50.0,50.0,50.0,46.0,45.0,46.0
126,44.0,44.0,44.0,44.0,44.0,44.0,42.0,42.0,43.0
127,50.0,46.0,45.0,45.0,45.0,45.0,46.0,50.0,49.0
128,46.0,50.0,50.0,50.0,50.0,50.0,46.0,46.0,47.0
129,43.0,43.0,44.0,44.0,44.0,44.0,41.0,41.0,42.0
130,48.0,44.0,45.0,45.0,45.0,45.0,48.0,48.0,47.0
131,45.0,49.0,50.0,50.0,50.0,50.0,45.0,45.0,45.0
132,43.0,44.0,44.0,44.0,44.0,44.0,41.0,42.0,42.0
133,49.0,45.0,45.0,45.0,45.0,45.0,45.0,49.0,48.0
134,46.0,50.0,50.0,50.0,50.0,50.0,45.0,46.0,46.0
135,42.0,44.0,39.0,39.0,39.0,39.0,37.0,42.0,41.0
136,44.0,45.0,40.0,40.0,40.0,40.0,43.0,44.0,46.0
137,46.0,50.0,45.0,45.0,45.0,45.0,43.0,46.0,46.0
138,41.0,41.0,41.0,41.0,42.0,42.0,42.0,41.0,40.0
139,43.0,42.0,42.0,41.0,42.0,42.0,45.0,42.0,43.0
140,43.0,44.0,45.0,44.0,44.0,44.0,44.0,42.0,43.0
141,42.0,41.0,41.0,41.0,42.0,42.0,42.0,41.0,43.0
142,44.0,41.0,42.0,41.0,42.0,42.0,45.0,44.0,43.0
143,44.0,44.0,45.0,44.0,44.0,44.0,44.0,43.0,45.0
144,42.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0
145,45.0,41.0,42.0,42.0,42.0,42.0,45.0,45.0,44.0
146,44.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0,46.0
147,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0
148,44.0,41.0,41.0,41.0,41.0,41.0,44.0,44.0,43.0
149,43.0,43.0,44.0,44.0,44.0,44.0,43.0,43.0,44.0
150,42.0,41.0,42.0,42.0,42.0,42.0,41.0,42.0,43.0
151,45.0,41.0,42.0,42.0,42.0,42.0,44.0,45.0,44.0
