Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,49.0,49.0,49.0,49.0,49.0,51.0,46.0,49.0,50.0,49.0,46.0,49.0,51.0,49.0,49.0
1,49.0,49.0,49.0,46.0,46.0,48.0,49.0,45.0,45.0,45.0,49.0,43.0,45.0,43.0,43.0
2,50.0,50.0,50.0,47.0,47.0,49.0,50.0,48.0,48.0,48.0,50.0,48.0,50.0,48.0,48.0
3,49.0,50.0,50.0,50.0,50.0,51.0,46.0,50.0,50.0,50.0,46.0,49.0,51.0,50.0,50.0
4,49.0,50.0,50.0,47.0,47.0,48.0,50.0,46.0,45.0,46.0,50.0,43.0,45.0,44.0,44.0
5,50.0,51.0,51.0,48.0,48.0,49.0,51.0,49.0,48.0,49.0,51.0,48.0,50.0,49.0,49.0
6,49.0,49.0,49.0,49.0,49.0,52.0,46.0,49.0,50.0,49.0,46.0,49.0,51.0,49.0,49.0
7,49.0,49.0,49.0,46.0,46.0,48.0,49.0,45.0,45.0,45.0,49.0,43.0,45.0,43.0,43.0
8,50.0,50.0,50.0,47.0,47.0,49.0,50.0,48.0,48.0,48.0,50.0,48.0,50.0,48.0,48.0
9,59.0,59.0,59.0,59.0,59.0,60.0,56.0,59.0,59.0,59.0,56.0,59.0,60.0,59.0,59.0
10,56.0,56.0,56.0,55.0,55.0,56.0,59.0,52.0,52.0,52.0,59.0,51.0,53.0,51.0,51.0
11,57.0,57.0,57.0,57.0,57.0,59.0,60.0,56.0,56.0,56.0,60.0,56.0,58.0,56.0,56.0
12,58.0,58.0,58.0,58.0,58.0,59.0,55.0,58.0,58.0,58.0,55.0,58.0,59.0,58.0,58.0
13,55.0,55.0,55.0,54.0,54.0,55.0,58.0,52.0,52.0,52.0,58.0,50.0,52.0,50.0,50.0
14,56.0,56.0,56.0,56.0,56.0,58.0,59.0,55.0,55.0,55.0,59.0,55.0,57.0,55.0,55.0
15,52.0,52.0,52.0,51.0,51.0,53.0,49.0,49.0,50.0,49.0,49.0,52.0,53.0,52.0,52.0
16,50.0,50.0,50.0,54.0,54.0,55.0,52.0,52.0,52.0,52.0,52.0,48.0,50.0,48.0,48.0
17,55.0,55.0,55.0,55.0,55.0,57.0,53.0,53.0,54.0,53.0,53.0,53.0,55.0,53.0,53.0
18,49.0,50.0,50.0,50.0,50.0,51.0,46.0,50.0,49.0,50.0,46.0,49.0,50.0,50.0,50.0
19,49.0,50.0,50.0,47.0,47.0,47.0,50.0,46.0,44.0,46.0,50.0,43.0,44.0,44.0,44.0
20,50.0,51.0,51.0,48.0,48.0,48.0,51.0,49.0,48.0,49.0,51.0,48.0,49.0,49.0,49.0
21,49.0,50.0,50.0,50.0,50.0,52.0,46.0,50.0,50.0,50.0,46.0,49.0,50.0,50.0,50.0
22,49.0,50.0,50.0,47.0,47.0,47.0,50.0,46.0,45.0,46.0,50.0,43.0,44.0,44.0,44.0
23,50.0,51.0,51.0,48.0,48.0,49.0,51.0,49.0,48.0,49.0,51.0,48.0,49.0,49.0,49.0
24,59.0,59.0,59.0,59.0,59.0,59.0,57.0,59.0,59.0,59.0,57.0,59.0,59.0,59.0,59.0
25,56.0,57.0,57.0,55.0,55.0,55.0,59.0,53.0,51.0,53.0,59.0,51.0,52.0,52.0,52.0
26,57.0,58.0,58.0,58.0,58.0,58.0,61.0,57.0,56.0,57.0,61.0,56.0,57.0,57.0,57.0
27,58.0,58.0,58.0,58.0,58.0,58.0,56.0,58.0,58.0,58.0,56.0,58.0,58.0,58.0,58.0
28,55.0,56.0,56.0,54.0,54.0,54.0,58.0,52.0,52.0,52.0,58.0,50.0,51.0,51.0,51.0
29,56.0,57.0,57.0,57.0,57.0,57.0,60.0,56.0,55.0,56.0,60.0,55.0,56.0,56.0,56.0
30,52.0,52.0,52.0,52.0,52.0,53.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0
31,50.0,51.0,51.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,48.0,49.0,49.0,49.0
32,55.0,56.0,56.0,56.0,56.0,57.0,54.0,54.0,53.0,54.0,54.0,53.0,54.0,54.0,54.0
33,49.0,49.0,49.0,49.0,49.0,52.0,45.0,49.0,50.0,49.0,45.0,49.0,49.0,49.0,49.0
34,49.0,49.0,49.0,46.0,46.0,46.0,49.0,45.0,45.0,45.0,49.0,43.0,43.0,43.0,43.0
35,50.0,50.0,50.0,47.0,47.0,49.0,50.0,48.0,48.0,48.0,50.0,48.0,48.0,48.0,48.0
36,59.0,59.0,59.0,59.0,59.0,59.0,56.0,59.0,59.0,59.0,56.0,59.0,59.0,59.0,59.0
37,56.0,56.0,56.0,55.0,55.0,55.0,59.0,52.0,52.0,52.0,59.0,51.0,51.0,51.0,51.0
38,57.0,57.0,57.0,57.0,57.0,58.0,60.0,56.0,56.0,56.0,60.0,56.0,56.0,56.0,56.0
39,58.0,58.0,58.0,58.0,58.0,58.0,55.0,58.0,58.0,58.0,55.0,58.0,58.0,58.0,58.0
40,55.0,55.0,55.0,54.0,54.0,54.0,58.0,52.0,52.0,52.0,58.0,50.0,50.0,50.0,50.0
41,56.0,56.0,56.0,56.0,56.0,58.0,59.0,55.0,55.0,55.0,59.0,55.0,55.0,55.0,55.0
42,52.0,52.0,52.0,51.0,51.0,54.0,49.0,49.0,50.0,49.0,49.0,52.0,52.0,52.0,52.0
43,50.0,50.0,50.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,48.0,48.0,48.0,48.0
44,55.0,55.0,55.0,55.0,55.0,58.0,53.0,53.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0
45,58.0,58.0,58.0,60.0,60.0,63.0,60.0,60.0,61.0,60.0,60.0,58.0,58.0,58.0,58.0
46,56.0,56.0,56.0,55.0,55.0,58.0,59.0,53.0,53.0,53.0,59.0,52.0,52.0,52.0,52.0
47,58.0,58.0,58.0,60.0,60.0,63.0,64.0,57.0,58.0,57.0,64.0,57.0,57.0,57.0,57.0
48,61.0,61.0,61.0,61.0,61.0,62.0,60.0,59.0,60.0,59.0,60.0,60.0,60.0,60.0,60.0
49,60.0,60.0,60.0,61.0,61.0,61.0,60.0,59.0,59.0,59.0,60.0,58.0,58.0,58.0,58.0
50,65.0,65.0,65.0,65.0,65.0,65.0,64.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,63.0
51,61.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
52,60.0,60.0,60.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0,58.0
53,65.0,65.0,65.0,65.0,65.0,65.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
54,60.0,60.0,60.0,60.0,60.0,61.0,59.0,58.0,59.0,58.0,59.0,59.0,59.0,59.0,59.0
55,59.0,59.0,59.0,60.0,60.0,60.0,59.0,58.0,58.0,58.0,59.0,57.0,57.0,57.0,57.0
56,64.0,64.0,64.0,64.0,64.0,64.0,63.0,62.0,62.0,62.0,63.0,62.0,62.0,62.0,62.0
57,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
58,59.0,59.0,59.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0
59,64.0,64.0,64.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
60,54.0,54.0,54.0,51.0,51.0,54.0,49.0,49.0,50.0,49.0,49.0,52.0,52.0,52.0,52.0
61,53.0,53.0,53.0,53.0,53.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
62,58.0,58.0,58.0,55.0,55.0,58.0,53.0,53.0,54.0,53.0,53.0,56.0,56.0,56.0,56.0
63,48.0,49.0,49.0,49.0,49.0,50.0,45.0,49.0,48.0,49.0,45.0,48.0,49.0,49.0,49.0
64,48.0,49.0,49.0,46.0,46.0,46.0,49.0,45.0,43.0,45.0,49.0,42.0,43.0,43.0,43.0
65,49.0,50.0,50.0,47.0,47.0,47.0,50.0,48.0,47.0,48.0,50.0,47.0,48.0,48.0,48.0
