Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14,Roll 15
0,40.0,41.0,44.0,44.0,44.0,43.0,41.0,42.0,41.0,43.0,44.0,41.0,41.0,44.0,43.0,43.0
1,40.0,43.0,45.0,45.0,41.0,38.0,41.0,41.0,34.0,42.0,42.0,43.0,38.0,38.0,42.0,40.0
2,40.0,43.0,46.0,46.0,41.0,40.0,43.0,40.0,39.0,42.0,42.0,43.0,39.0,40.0,41.0,41.0
3,42.0,44.0,44.0,47.0,47.0,47.0,45.0,43.0,47.0,44.0,44.0,44.0,44.0,47.0,47.0,47.0
4,44.0,45.0,46.0,46.0,45.0,42.0,46.0,45.0,40.0,42.0,42.0,45.0,42.0,42.0,45.0,44.0
5,44.0,45.0,46.0,46.0,45.0,44.0,47.0,45.0,44.0,42.0,43.0,45.0,44.0,45.0,45.0,45.0
6,43.0,43.0,44.0,44.0,44.0,44.0,43.0,43.0,44.0,44.0,44.0,43.0,43.0,44.0,43.0,43.0
7,45.0,43.0,45.0,45.0,42.0,41.0,44.0,45.0,40.0,42.0,42.0,43.0,42.0,42.0,42.0,40.0
8,44.0,44.0,46.0,46.0,43.0,41.0,45.0,44.0,41.0,41.0,43.0,44.0,44.0,43.0,41.0,41.0
9,43.0,43.0,45.0,45.0,44.0,43.0,42.0,42.0,42.0,44.0,44.0,43.0,43.0,44.0,44.0,44.0
10,43.0,43.0,47.0,47.0,41.0,41.0,42.0,41.0,36.0,42.0,42.0,43.0,41.0,38.0,42.0,41.0
11,44.0,45.0,47.0,47.0,41.0,41.0,44.0,43.0,38.0,43.0,43.0,45.0,41.0,40.0,42.0,42.0
12,42.0,45.0,47.0,47.0,47.0,47.0,44.0,41.0,46.0,47.0,47.0,45.0,45.0,47.0,44.0,44.0
13,44.0,42.0,46.0,46.0,44.0,44.0,41.0,40.0,39.0,45.0,45.0,42.0,41.0,41.0,45.0,45.0
14,43.0,44.0,46.0,46.0,44.0,44.0,43.0,42.0,43.0,46.0,46.0,44.0,43.0,44.0,46.0,46.0
15,43.0,44.0,48.0,48.0,48.0,48.0,45.0,42.0,47.0,48.0,48.0,44.0,44.0,48.0,44.0,44.0
16,41.0,42.0,46.0,46.0,45.0,45.0,42.0,41.0,40.0,46.0,46.0,42.0,42.0,42.0,46.0,46.0
17,40.0,43.0,46.0,46.0,45.0,45.0,43.0,43.0,44.0,47.0,47.0,44.0,44.0,45.0,47.0,47.0
18,44.0,44.0,44.0,47.0,47.0,47.0,47.0,43.0,47.0,44.0,44.0,46.0,46.0,47.0,47.0,47.0
19,45.0,45.0,46.0,46.0,45.0,45.0,47.0,45.0,45.0,41.0,42.0,45.0,46.0,45.0,45.0,44.0
20,44.0,45.0,46.0,46.0,45.0,45.0,47.0,45.0,45.0,41.0,43.0,44.0,46.0,45.0,45.0,45.0
21,43.0,44.0,44.0,47.0,47.0,47.0,46.0,43.0,47.0,44.0,44.0,45.0,45.0,47.0,47.0,47.0
22,45.0,44.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,41.0,42.0,45.0,44.0,45.0,45.0,44.0
23,44.0,44.0,46.0,46.0,45.0,45.0,47.0,45.0,45.0,41.0,43.0,44.0,44.0,45.0,45.0,45.0
24,45.0,47.0,47.0,47.0,47.0,47.0,46.0,47.0,47.0,44.0,44.0,47.0,47.0,46.0,45.0,45.0
25,47.0,47.0,47.0,47.0,45.0,45.0,48.0,45.0,42.0,42.0,42.0,47.0,45.0,42.0,45.0,44.0
26,47.0,47.0,47.0,47.0,45.0,45.0,48.0,45.0,44.0,43.0,43.0,47.0,45.0,45.0,46.0,46.0
27,45.0,46.0,47.0,47.0,47.0,47.0,48.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
28,46.0,47.0,46.0,48.0,48.0,48.0,47.0,46.0,45.0,45.0,45.0,47.0,47.0,45.0,48.0,48.0
29,46.0,47.0,46.0,48.0,48.0,48.0,47.0,45.0,46.0,46.0,46.0,47.0,47.0,48.0,48.0,48.0
30,45.0,47.0,48.0,48.0,48.0,48.0,49.0,44.0,48.0,48.0,48.0,47.0,47.0,48.0,48.0,48.0
31,45.0,48.0,46.0,49.0,49.0,49.0,47.0,46.0,46.0,46.0,46.0,48.0,48.0,46.0,49.0,49.0
32,45.0,48.0,47.0,49.0,49.0,49.0,47.0,46.0,47.0,47.0,47.0,48.0,48.0,49.0,49.0,49.0
33,39.0,43.0,44.0,44.0,44.0,44.0,43.0,42.0,44.0,44.0,44.0,43.0,43.0,44.0,42.0,42.0
34,39.0,43.0,44.0,44.0,42.0,41.0,43.0,45.0,41.0,41.0,42.0,43.0,42.0,42.0,41.0,38.0
35,40.0,44.0,46.0,46.0,43.0,41.0,45.0,44.0,41.0,41.0,43.0,44.0,44.0,43.0,41.0,38.0
36,42.0,46.0,45.0,45.0,44.0,44.0,44.0,46.0,43.0,44.0,44.0,46.0,46.0,44.0,44.0,44.0
37,43.0,46.0,47.0,47.0,42.0,42.0,46.0,45.0,42.0,42.0,42.0,46.0,45.0,42.0,42.0,40.0
38,44.0,45.0,47.0,47.0,43.0,42.0,46.0,45.0,42.0,42.0,43.0,45.0,45.0,43.0,42.0,42.0
39,42.0,45.0,47.0,47.0,47.0,47.0,46.0,45.0,46.0,47.0,47.0,45.0,45.0,47.0,44.0,44.0
40,44.0,47.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,47.0,45.0,44.0,44.0
41,43.0,47.0,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0,46.0,47.0,47.0,46.0,45.0,45.0
42,42.0,46.0,48.0,48.0,48.0,48.0,47.0,44.0,47.0,48.0,48.0,46.0,46.0,48.0,43.0,43.0
