Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,43.0,43.0,43.0,45.0,42.0,44.0,44.0,45.0,43.0,44.0,41.0,41.0,43.0,41.0,41.0
1,45.0,45.0,47.0,47.0,44.0,43.0,44.0,43.0,43.0,45.0,39.0,39.0,43.0,43.0,41.0
2,45.0,45.0,47.0,45.0,47.0,47.0,46.0,47.0,49.0,46.0,43.0,43.0,49.0,42.0,43.0
3,44.0,44.0,43.0,46.0,42.0,45.0,46.0,46.0,43.0,44.0,42.0,42.0,43.0,42.0,44.0
4,47.0,47.0,47.0,48.0,44.0,47.0,48.0,48.0,46.0,44.0,44.0,44.0,46.0,44.0,44.0
5,48.0,48.0,47.0,48.0,47.0,48.0,48.0,48.0,49.0,47.0,47.0,47.0,49.0,47.0,44.0
6,43.0,43.0,42.0,46.0,42.0,46.0,46.0,46.0,43.0,43.0,42.0,42.0,42.0,42.0,44.0
7,45.0,45.0,47.0,48.0,44.0,48.0,48.0,48.0,43.0,44.0,44.0,44.0,42.0,44.0,44.0
8,49.0,49.0,48.0,49.0,47.0,48.0,48.0,48.0,49.0,48.0,47.0,47.0,48.0,47.0,44.0
9,49.0,49.0,48.0,52.0,48.0,51.0,50.0,52.0,48.0,49.0,48.0,48.0,47.0,48.0,48.0
10,51.0,51.0,54.0,50.0,50.0,49.0,49.0,48.0,49.0,50.0,45.0,45.0,49.0,45.0,46.0
11,51.0,51.0,50.0,50.0,50.0,49.0,49.0,50.0,51.0,51.0,48.0,48.0,51.0,48.0,46.0
12,48.0,48.0,47.0,51.0,47.0,50.0,49.0,51.0,47.0,48.0,47.0,47.0,46.0,47.0,47.0
13,50.0,50.0,53.0,49.0,49.0,48.0,48.0,47.0,48.0,49.0,44.0,44.0,48.0,44.0,45.0
14,50.0,50.0,49.0,49.0,49.0,48.0,48.0,49.0,50.0,50.0,47.0,47.0,50.0,47.0,45.0
15,43.0,43.0,44.0,47.0,44.0,46.0,46.0,47.0,43.0,44.0,43.0,43.0,43.0,43.0,44.0
16,45.0,45.0,49.0,48.0,44.0,43.0,44.0,43.0,43.0,44.0,39.0,39.0,43.0,44.0,42.0
17,45.0,45.0,48.0,45.0,46.0,47.0,47.0,47.0,49.0,46.0,43.0,43.0,49.0,43.0,43.0
18,43.0,43.0,42.0,46.0,41.0,45.0,46.0,46.0,43.0,43.0,41.0,41.0,42.0,42.0,43.0
19,47.0,47.0,46.0,48.0,43.0,47.0,48.0,48.0,46.0,43.0,43.0,43.0,46.0,43.0,46.0
20,47.0,47.0,47.0,48.0,47.0,48.0,48.0,48.0,49.0,47.0,47.0,47.0,48.0,48.0,45.0
21,43.0,43.0,42.0,46.0,42.0,46.0,46.0,46.0,43.0,43.0,42.0,42.0,42.0,43.0,43.0
22,47.0,47.0,47.0,48.0,44.0,48.0,48.0,48.0,46.0,44.0,44.0,44.0,45.0,44.0,46.0
23,48.0,48.0,48.0,49.0,47.0,48.0,48.0,48.0,49.0,48.0,47.0,47.0,48.0,49.0,45.0
24,49.0,49.0,48.0,52.0,48.0,51.0,52.0,52.0,48.0,49.0,48.0,48.0,47.0,48.0,49.0
25,54.0,54.0,54.0,53.0,50.0,52.0,53.0,53.0,52.0,50.0,50.0,50.0,52.0,50.0,51.0
26,54.0,54.0,53.0,53.0,54.0,53.0,53.0,53.0,52.0,53.0,50.0,50.0,52.0,50.0,51.0
27,48.0,48.0,47.0,51.0,47.0,50.0,51.0,51.0,47.0,48.0,47.0,47.0,46.0,47.0,48.0
28,53.0,53.0,53.0,52.0,49.0,51.0,52.0,52.0,51.0,49.0,49.0,49.0,51.0,49.0,50.0
29,53.0,53.0,52.0,52.0,53.0,52.0,52.0,52.0,51.0,52.0,49.0,49.0,51.0,49.0,50.0
