Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,42.0,45.0,43.0,43.0,43.0
1,36.0,43.0,40.0,40.0,40.0
2,37.0,42.0,40.0,40.0,40.0
3,49.0,50.0,44.0,44.0,44.0
4,44.0,48.0,44.0,44.0,44.0
5,44.0,47.0,45.0,45.0,45.0
6,50.0,50.0,44.0,44.0,44.0
7,45.0,45.0,40.0,40.0,40.0
8,43.0,46.0,46.0,46.0,46.0
9,52.0,52.0,46.0,46.0,47.0
10,42.0,48.0,41.0,41.0,44.0
11,43.0,47.0,42.0,42.0,45.0
12,55.0,57.0,51.0,51.0,51.0
13,49.0,55.0,48.0,48.0,48.0
14,50.0,54.0,49.0,49.0,49.0
15,51.0,53.0,47.0,47.0,42.0
16,45.0,51.0,44.0,44.0,44.0
17,46.0,50.0,45.0,45.0,43.0
18,49.0,53.0,49.0,49.0,49.0
19,43.0,51.0,46.0,46.0,46.0
20,44.0,53.0,47.0,47.0,47.0
21,50.0,54.0,49.0,49.0,49.0
22,47.0,50.0,44.0,44.0,44.0
23,47.0,54.0,48.0,48.0,48.0
24,59.0,53.0,51.0,51.0,52.0
25,50.0,51.0,46.0,46.0,49.0
26,50.0,53.0,47.0,47.0,50.0
27,58.0,60.0,56.0,56.0,56.0
28,56.0,58.0,53.0,53.0,53.0
29,57.0,60.0,54.0,54.0,54.0
30,51.0,56.0,52.0,52.0,49.0
31,52.0,54.0,50.0,50.0,50.0
32,53.0,56.0,51.0,51.0,51.0
33,50.0,53.0,47.0,47.0,47.0
34,48.0,51.0,44.0,44.0,44.0
35,47.0,50.0,46.0,46.0,46.0
36,60.0,52.0,46.0,46.0,49.0
37,51.0,50.0,43.0,43.0,46.0
38,50.0,49.0,47.0,47.0,47.0
39,59.0,59.0,53.0,53.0,53.0
40,57.0,57.0,50.0,50.0,50.0
41,56.0,56.0,51.0,51.0,51.0
42,55.0,56.0,50.0,50.0,50.0
43,53.0,53.0,46.0,46.0,45.0
44,52.0,52.0,52.0,52.0,52.0
45,58.0,58.0,52.0,52.0,55.0
46,45.0,47.0,43.0,43.0,46.0
47,49.0,47.0,44.0,44.0,47.0
48,65.0,65.0,59.0,59.0,59.0
49,52.0,54.0,50.0,50.0,50.0
50,56.0,54.0,51.0,51.0,51.0
51,61.0,61.0,55.0,55.0,52.0
52,48.0,53.0,46.0,46.0,46.0
53,52.0,53.0,47.0,47.0,47.0
54,66.0,67.0,61.0,61.0,61.0
55,51.0,59.0,51.0,51.0,51.0
56,55.0,59.0,52.0,52.0,52.0
57,62.0,63.0,57.0,57.0,56.0
58,50.0,60.0,50.0,50.0,50.0
59,51.0,60.0,51.0,51.0,51.0
60,57.0,58.0,52.0,52.0,46.0
61,46.0,56.0,46.0,46.0,41.0
62,47.0,56.0,47.0,47.0,44.0
63,49.0,53.0,52.0,52.0,52.0
64,43.0,50.0,49.0,49.0,49.0
65,44.0,53.0,52.0,52.0,52.0
66,50.0,54.0,53.0,53.0,53.0
67,47.0,51.0,48.0,48.0,48.0
68,47.0,54.0,53.0,53.0,53.0
69,59.0,54.0,52.0,52.0,55.0
70,49.0,50.0,49.0,49.0,52.0
71,50.0,54.0,52.0,52.0,55.0
72,58.0,60.0,59.0,59.0,59.0
73,56.0,57.0,56.0,56.0,56.0
74,57.0,60.0,59.0,59.0,59.0
75,51.0,56.0,55.0,55.0,54.0
76,52.0,56.0,52.0,52.0,49.0
77,53.0,56.0,55.0,55.0,50.0
78,50.0,54.0,52.0,52.0,52.0
79,47.0,50.0,49.0,49.0,49.0
80,47.0,54.0,49.0,49.0,49.0
81,60.0,55.0,51.0,51.0,54.0
82,50.0,51.0,48.0,48.0,51.0
83,50.0,55.0,48.0,48.0,51.0
84,59.0,60.0,58.0,58.0,58.0
85,56.0,58.0,55.0,55.0,55.0
86,57.0,60.0,55.0,55.0,55.0
87,55.0,56.0,55.0,55.0,55.0
88,52.0,55.0,51.0,51.0,47.0
89,53.0,56.0,51.0,51.0,51.0
90,61.0,58.0,57.0,57.0,60.0
91,55.0,50.0,42.0,42.0,45.0
92,55.0,54.0,43.0,43.0,46.0
93,65.0,65.0,64.0,64.0,64.0
94,62.0,57.0,49.0,49.0,49.0
95,62.0,61.0,50.0,50.0,50.0
96,61.0,61.0,60.0,60.0,57.0
97,58.0,56.0,45.0,45.0,45.0
98,58.0,57.0,47.0,47.0,50.0
99,66.0,67.0,66.0,66.0,66.0
100,61.0,62.0,50.0,50.0,50.0
101,61.0,62.0,53.0,53.0,53.0
102,62.0,63.0,62.0,62.0,61.0
103,57.0,63.0,49.0,49.0,49.0
104,58.0,63.0,54.0,54.0,54.0
105,57.0,58.0,57.0,57.0,51.0
106,53.0,59.0,45.0,45.0,45.0
107,54.0,59.0,50.0,50.0,46.0
108,50.0,53.0,45.0,45.0,45.0
109,48.0,51.0,42.0,42.0,42.0
110,47.0,50.0,42.0,42.0,42.0
111,60.0,54.0,45.0,45.0,48.0
112,51.0,50.0,42.0,42.0,45.0
113,50.0,50.0,42.0,42.0,45.0
114,59.0,59.0,52.0,52.0,52.0
115,57.0,57.0,49.0,49.0,49.0
116,56.0,56.0,49.0,49.0,49.0
117,55.0,56.0,48.0,48.0,48.0
118,53.0,56.0,45.0,45.0,46.0
119,52.0,56.0,46.0,46.0,46.0
120,62.0,58.0,50.0,50.0,53.0
121,56.0,49.0,41.0,41.0,42.0
122,56.0,49.0,41.0,41.0,42.0
123,65.0,65.0,57.0,57.0,57.0
124,63.0,56.0,46.0,46.0,46.0
125,63.0,56.0,46.0,46.0,46.0
126,62.0,61.0,53.0,53.0,51.0
127,59.0,55.0,46.0,46.0,46.0
128,59.0,55.0,47.0,47.0,47.0
129,66.0,67.0,59.0,59.0,59.0
130,62.0,61.0,49.0,49.0,49.0
131,62.0,61.0,50.0,50.0,50.0
132,62.0,63.0,55.0,55.0,55.0
133,58.0,62.0,50.0,50.0,50.0
134,58.0,62.0,51.0,51.0,51.0
135,57.0,58.0,51.0,51.0,50.0
136,53.0,58.0,46.0,46.0,46.0
137,53.0,58.0,47.0,47.0,47.0
138,60.0,59.0,43.0,43.0,46.0
139,44.0,44.0,38.0,38.0,41.0
140,51.0,45.0,39.0,39.0,42.0
141,67.0,66.0,50.0,50.0,50.0
142,51.0,51.0,46.0,46.0,49.0
143,58.0,52.0,46.0,46.0,49.0
144,63.0,62.0,46.0,46.0,47.0
145,49.0,48.0,42.0,42.0,45.0
146,54.0,49.0,42.0,42.0,45.0
147,68.0,69.0,54.0,54.0,55.0
