Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,51.0,51.0,51.0,49.0,48.0,51.0,49.0,50.0
1,47.0,47.0,48.0,48.0,51.0,52.0,51.0,50.0
2,47.0,47.0,48.0,50.0,48.0,51.0,50.0,48.0
3,52.0,52.0,52.0,51.0,51.0,52.0,52.0,51.0
4,51.0,51.0,50.0,52.0,52.0,52.0,55.0,52.0
5,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0
6,51.0,51.0,51.0,49.0,49.0,51.0,51.0,52.0
7,51.0,51.0,51.0,51.0,51.0,52.0,51.0,52.0
8,49.0,49.0,49.0,51.0,51.0,51.0,51.0,52.0
9,50.0,50.0,52.0,50.0,49.0,51.0,50.0,51.0
10,47.0,47.0,48.0,48.0,51.0,51.0,51.0,51.0
11,48.0,48.0,48.0,51.0,48.0,50.0,51.0,48.0
12,50.0,50.0,51.0,49.0,54.0,50.0,49.0,50.0
13,52.0,52.0,53.0,51.0,51.0,50.0,50.0,50.0
14,52.0,52.0,53.0,51.0,50.0,49.0,50.0,47.0
15,50.0,50.0,52.0,50.0,54.0,50.0,49.0,50.0
16,52.0,52.0,53.0,51.0,49.0,51.0,51.0,50.0
17,52.0,52.0,53.0,51.0,50.0,50.0,50.0,48.0
18,52.0,52.0,52.0,52.0,50.0,54.0,53.0,53.0
19,54.0,54.0,54.0,55.0,55.0,54.0,56.0,53.0
20,55.0,55.0,55.0,54.0,55.0,56.0,55.0,56.0
21,52.0,52.0,52.0,51.0,51.0,52.0,52.0,51.0
22,52.0,52.0,53.0,55.0,52.0,52.0,55.0,53.0
23,51.0,51.0,53.0,52.0,51.0,56.0,52.0,56.0
24,51.0,51.0,53.0,51.0,51.0,53.0,53.0,52.0
25,52.0,52.0,52.0,52.0,55.0,56.0,56.0,55.0
26,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
27,51.0,51.0,52.0,54.0,55.0,52.0,52.0,51.0
28,53.0,53.0,54.0,54.0,55.0,55.0,55.0,54.0
29,56.0,56.0,56.0,53.0,54.0,51.0,54.0,51.0
30,51.0,51.0,53.0,54.0,55.0,51.0,53.0,50.0
31,53.0,53.0,54.0,54.0,51.0,51.0,56.0,52.0
32,56.0,56.0,56.0,53.0,54.0,52.0,54.0,52.0
33,51.0,51.0,51.0,49.0,49.0,50.0,51.0,52.0
34,51.0,51.0,51.0,51.0,51.0,51.0,51.0,54.0
35,51.0,51.0,51.0,51.0,51.0,51.0,51.0,54.0
36,50.0,50.0,52.0,50.0,49.0,51.0,50.0,51.0
37,52.0,52.0,52.0,51.0,51.0,51.0,51.0,53.0
38,50.0,50.0,50.0,51.0,52.0,51.0,52.0,52.0
39,51.0,51.0,51.0,49.0,54.0,50.0,49.0,50.0
40,52.0,52.0,53.0,50.0,51.0,50.0,50.0,52.0
41,52.0,52.0,53.0,50.0,51.0,50.0,51.0,51.0
42,51.0,51.0,52.0,49.0,54.0,50.0,50.0,51.0
43,52.0,52.0,53.0,51.0,50.0,51.0,51.0,52.0
44,52.0,52.0,53.0,51.0,51.0,51.0,51.0,52.0
45,48.0,48.0,47.0,51.0,48.0,51.0,51.0,49.0
46,51.0,51.0,51.0,48.0,51.0,52.0,52.0,51.0
47,46.0,46.0,46.0,51.0,47.0,51.0,51.0,47.0
48,51.0,51.0,51.0,50.0,49.0,55.0,55.0,49.0
49,51.0,51.0,51.0,50.0,51.0,52.0,51.0,50.0
50,49.0,49.0,50.0,50.0,50.0,51.0,51.0,50.0
51,51.0,51.0,51.0,50.0,49.0,55.0,55.0,49.0
52,48.0,48.0,48.0,50.0,51.0,52.0,51.0,51.0
53,48.0,48.0,50.0,50.0,50.0,51.0,51.0,50.0
54,51.0,51.0,50.0,50.0,54.0,54.0,54.0,48.0
55,50.0,50.0,50.0,49.0,50.0,51.0,50.0,49.0
56,48.0,48.0,49.0,49.0,52.0,50.0,50.0,49.0
57,51.0,51.0,51.0,50.0,54.0,54.0,54.0,48.0
58,47.0,47.0,47.0,50.0,51.0,51.0,51.0,50.0
59,48.0,48.0,50.0,50.0,52.0,50.0,50.0,49.0
60,51.0,51.0,51.0,50.0,53.0,50.0,49.0,49.0
61,48.0,48.0,48.0,50.0,48.0,51.0,50.0,51.0
62,48.0,48.0,50.0,50.0,48.0,50.0,50.0,48.0
63,51.0,51.0,51.0,51.0,49.0,55.0,54.0,52.0
64,54.0,54.0,54.0,54.0,54.0,54.0,55.0,54.0
65,55.0,55.0,55.0,53.0,54.0,57.0,56.0,56.0
66,52.0,52.0,52.0,52.0,50.0,55.0,53.0,53.0
67,52.0,52.0,52.0,55.0,55.0,54.0,56.0,54.0
68,52.0,52.0,52.0,54.0,55.0,57.0,55.0,56.0
69,51.0,51.0,53.0,51.0,50.0,55.0,55.0,53.0
70,55.0,55.0,55.0,55.0,54.0,57.0,57.0,55.0
71,55.0,55.0,55.0,55.0,53.0,55.0,55.0,55.0
72,51.0,51.0,52.0,53.0,54.0,54.0,54.0,52.0
73,54.0,54.0,54.0,54.0,54.0,56.0,56.0,54.0
74,57.0,57.0,57.0,54.0,53.0,54.0,54.0,54.0
75,51.0,51.0,53.0,53.0,54.0,51.0,53.0,53.0
76,53.0,53.0,54.0,55.0,53.0,52.0,57.0,53.0
77,57.0,57.0,57.0,55.0,53.0,53.0,54.0,55.0
78,51.0,51.0,51.0,48.0,50.0,52.0,51.0,51.0
79,52.0,52.0,53.0,55.0,51.0,52.0,55.0,53.0
80,52.0,52.0,53.0,51.0,51.0,57.0,52.0,56.0
81,50.0,50.0,51.0,49.0,51.0,51.0,51.0,52.0
82,52.0,52.0,53.0,56.0,55.0,56.0,56.0,55.0
83,52.0,52.0,53.0,51.0,51.0,51.0,53.0,55.0
84,51.0,51.0,51.0,54.0,55.0,50.0,50.0,51.0
85,52.0,52.0,52.0,55.0,55.0,55.0,55.0,54.0
86,57.0,57.0,57.0,53.0,54.0,50.0,52.0,54.0
87,51.0,51.0,51.0,54.0,55.0,50.0,51.0,50.0
88,52.0,52.0,53.0,56.0,50.0,51.0,56.0,51.0
89,57.0,57.0,57.0,53.0,54.0,51.0,52.0,55.0
90,51.0,51.0,51.0,50.0,51.0,51.0,51.0,52.0
91,55.0,55.0,55.0,52.0,55.0,52.0,52.0,54.0
92,50.0,50.0,50.0,51.0,51.0,50.0,50.0,50.0
93,55.0,55.0,55.0,55.0,53.0,55.0,55.0,51.0
94,55.0,55.0,55.0,55.0,55.0,54.0,54.0,53.0
95,54.0,54.0,54.0,54.0,52.0,51.0,51.0,53.0
96,55.0,55.0,55.0,55.0,53.0,55.0,55.0,52.0
97,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0
98,54.0,54.0,54.0,54.0,52.0,51.0,51.0,53.0
99,54.0,54.0,54.0,54.0,53.0,54.0,54.0,50.0
100,54.0,54.0,54.0,54.0,54.0,53.0,53.0,52.0
101,53.0,53.0,53.0,54.0,54.0,50.0,50.0,52.0
102,54.0,54.0,54.0,55.0,53.0,54.0,54.0,51.0
103,54.0,54.0,54.0,55.0,55.0,53.0,54.0,53.0
104,53.0,53.0,53.0,54.0,54.0,50.0,50.0,52.0
105,51.0,51.0,51.0,55.0,53.0,50.0,49.0,49.0
106,52.0,52.0,52.0,55.0,54.0,51.0,54.0,50.0
107,50.0,50.0,52.0,54.0,54.0,49.0,50.0,51.0
108,51.0,51.0,51.0,44.0,48.0,48.0,46.0,50.0
109,50.0,50.0,50.0,51.0,50.0,48.0,51.0,52.0
110,51.0,51.0,51.0,48.0,50.0,53.0,46.0,52.0
111,50.0,50.0,51.0,47.0,49.0,46.0,46.0,51.0
112,52.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0
113,52.0,52.0,52.0,51.0,51.0,47.0,47.0,53.0
114,51.0,51.0,51.0,49.0,54.0,45.0,45.0,50.0
115,52.0,52.0,52.0,51.0,50.0,51.0,51.0,51.0
116,57.0,57.0,57.0,50.0,51.0,46.0,49.0,52.0
117,51.0,51.0,51.0,49.0,54.0,46.0,46.0,51.0
118,52.0,52.0,52.0,52.0,49.0,47.0,52.0,52.0
119,57.0,57.0,57.0,50.0,50.0,47.0,49.0,53.0
120,49.0,49.0,51.0,47.0,50.0,47.0,46.0,52.0
121,51.0,51.0,53.0,47.0,50.0,47.0,47.0,52.0
122,50.0,50.0,50.0,52.0,52.0,47.0,47.0,51.0
123,54.0,54.0,54.0,50.0,52.0,50.0,50.0,52.0
124,56.0,56.0,56.0,51.0,50.0,51.0,51.0,51.0
125,51.0,51.0,53.0,51.0,52.0,50.0,50.0,53.0
126,54.0,54.0,54.0,50.0,52.0,50.0,50.0,49.0
127,56.0,56.0,56.0,51.0,50.0,51.0,51.0,52.0
128,51.0,51.0,53.0,51.0,51.0,50.0,50.0,53.0
129,53.0,53.0,53.0,50.0,54.0,49.0,49.0,51.0
130,55.0,55.0,55.0,50.0,55.0,50.0,50.0,50.0
131,50.0,50.0,52.0,50.0,55.0,49.0,49.0,52.0
132,53.0,53.0,53.0,50.0,54.0,49.0,49.0,48.0
133,55.0,55.0,55.0,51.0,55.0,50.0,51.0,51.0
134,51.0,51.0,53.0,51.0,55.0,49.0,50.0,52.0
135,50.0,50.0,51.0,50.0,53.0,45.0,45.0,49.0
136,51.0,51.0,53.0,51.0,55.0,46.0,51.0,51.0
137,51.0,51.0,53.0,51.0,55.0,46.0,50.0,51.0
138,48.0,48.0,48.0,48.0,48.0,46.0,46.0,49.0
139,46.0,46.0,46.0,47.0,45.0,47.0,47.0,51.0
140,46.0,46.0,46.0,47.0,46.0,45.0,45.0,47.0
141,51.0,51.0,51.0,51.0,49.0,51.0,51.0,51.0
142,46.0,46.0,48.0,47.0,45.0,47.0,47.0,53.0
143,50.0,50.0,50.0,52.0,50.0,47.0,47.0,50.0
144,51.0,51.0,51.0,51.0,49.0,51.0,51.0,52.0
145,46.0,46.0,48.0,47.0,46.0,47.0,47.0,54.0
146,50.0,50.0,50.0,52.0,50.0,47.0,47.0,50.0
147,54.0,54.0,54.0,55.0,54.0,50.0,50.0,51.0
148,46.0,46.0,47.0,48.0,46.0,51.0,51.0,53.0
149,52.0,52.0,52.0,51.0,50.0,47.0,47.0,49.0
150,54.0,54.0,54.0,55.0,54.0,50.0,50.0,52.0
151,46.0,46.0,48.0,48.0,46.0,51.0,51.0,54.0
152,52.0,52.0,52.0,51.0,50.0,47.0,47.0,50.0
153,53.0,53.0,53.0,55.0,53.0,48.0,48.0,49.0
154,46.0,46.0,48.0,48.0,46.0,47.0,47.0,52.0
155,47.0,47.0,49.0,50.0,50.0,46.0,46.0,49.0
156,53.0,53.0,53.0,54.0,53.0,46.0,48.0,50.0
157,45.0,45.0,46.0,49.0,45.0,50.0,50.0,52.0
158,51.0,51.0,51.0,51.0,49.0,46.0,46.0,48.0
159,53.0,53.0,53.0,54.0,54.0,47.0,49.0,51.0
160,46.0,46.0,47.0,49.0,49.0,50.0,50.0,53.0
161,51.0,51.0,51.0,51.0,51.0,46.0,46.0,49.0
162,52.0,52.0,52.0,54.0,54.0,47.0,49.0,48.0
