Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,54,36,11,5,4,-2,0
0,1,49,32,11,4,7,-5,0
0,2,47,32,11,4,5,-5,0
