Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,42.0,40.0,38.0,38.0,41.0
1,44.0,40.0,39.0,39.0,42.0
2,43.0,37.0,39.0,39.0,43.0
3,46.0,42.0,41.0,41.0,43.0
4,48.0,44.0,41.0,40.0,44.0
5,44.0,41.0,42.0,42.0,44.0
6,47.0,43.0,42.0,40.0,42.0
7,48.0,45.0,41.0,41.0,43.0
8,43.0,42.0,43.0,43.0,43.0
9,44.0,43.0,40.0,40.0,44.0
10,42.0,44.0,40.0,39.0,41.0
11,43.0,40.0,39.0,39.0,43.0
12,46.0,42.0,41.0,41.0,43.0
13,45.0,43.0,40.0,40.0,40.0
14,43.0,39.0,40.0,40.0,43.0
15,46.0,43.0,39.0,39.0,41.0
16,45.0,40.0,40.0,40.0,41.0
17,43.0,40.0,40.0,40.0,43.0
18,47.0,42.0,45.0,45.0,44.0
19,49.0,45.0,46.0,45.0,44.0
20,47.0,43.0,47.0,47.0,44.0
21,47.0,43.0,46.0,46.0,45.0
22,48.0,46.0,47.0,46.0,44.0
23,48.0,44.0,48.0,48.0,44.0
24,46.0,45.0,45.0,45.0,46.0
25,45.0,46.0,45.0,43.0,45.0
26,45.0,42.0,41.0,41.0,45.0
27,46.0,44.0,46.0,45.0,45.0
28,45.0,45.0,44.0,42.0,44.0
29,46.0,43.0,45.0,44.0,44.0
30,46.0,43.0,45.0,45.0,44.0
31,45.0,42.0,42.0,42.0,42.0
32,46.0,42.0,46.0,45.0,44.0
33,42.0,43.0,41.0,41.0,43.0
34,43.0,43.0,42.0,41.0,43.0
35,41.0,45.0,41.0,40.0,43.0
36,44.0,45.0,44.0,44.0,44.0
37,46.0,46.0,46.0,44.0,43.0
38,42.0,43.0,42.0,42.0,43.0
39,47.0,44.0,47.0,44.0,44.0
40,45.0,45.0,45.0,43.0,44.0
41,46.0,44.0,46.0,45.0,43.0
42,42.0,41.0,42.0,40.0,45.0
43,44.0,42.0,43.0,41.0,42.0
44,47.0,42.0,47.0,46.0,43.0
45,42.0,41.0,40.0,40.0,41.0
46,42.0,41.0,40.0,40.0,42.0
47,43.0,37.0,39.0,39.0,42.0
48,46.0,43.0,43.0,43.0,43.0
49,45.0,43.0,43.0,43.0,44.0
50,45.0,41.0,41.0,41.0,44.0
51,45.0,44.0,44.0,44.0,42.0
52,43.0,42.0,42.0,42.0,43.0
53,43.0,42.0,41.0,41.0,42.0
54,46.0,42.0,43.0,42.0,42.0
55,46.0,42.0,43.0,43.0,44.0
56,46.0,42.0,43.0,43.0,43.0
57,45.0,43.0,43.0,43.0,41.0
58,46.0,41.0,44.0,44.0,45.0
59,46.0,43.0,44.0,44.0,43.0
60,42.0,40.0,40.0,40.0,39.0
61,42.0,38.0,40.0,40.0,41.0
62,42.0,38.0,40.0,40.0,40.0
63,47.0,42.0,45.0,45.0,43.0
64,49.0,45.0,46.0,45.0,43.0
65,46.0,45.0,46.0,46.0,44.0
66,46.0,42.0,46.0,46.0,44.0
67,47.0,45.0,47.0,46.0,44.0
68,47.0,46.0,47.0,47.0,44.0
69,46.0,46.0,44.0,44.0,46.0
70,46.0,46.0,46.0,46.0,45.0
71,46.0,46.0,45.0,45.0,45.0
72,47.0,45.0,46.0,46.0,45.0
73,46.0,45.0,46.0,46.0,44.0
74,47.0,45.0,46.0,46.0,44.0
75,47.0,42.0,45.0,45.0,43.0
76,46.0,44.0,46.0,46.0,42.0
77,47.0,42.0,46.0,46.0,44.0
78,46.0,42.0,46.0,46.0,42.0
79,47.0,45.0,47.0,45.0,42.0
80,44.0,46.0,44.0,43.0,43.0
81,45.0,46.0,45.0,45.0,44.0
82,47.0,46.0,47.0,47.0,46.0
83,46.0,47.0,46.0,46.0,44.0
84,47.0,45.0,47.0,47.0,43.0
85,47.0,45.0,47.0,47.0,45.0
86,47.0,46.0,47.0,47.0,44.0
87,46.0,42.0,46.0,46.0,44.0
88,47.0,45.0,47.0,47.0,42.0
89,47.0,43.0,47.0,47.0,44.0
90,46.0,44.0,46.0,46.0,43.0
91,45.0,45.0,45.0,42.0,44.0
92,44.0,42.0,41.0,41.0,44.0
93,50.0,45.0,50.0,50.0,47.0
94,49.0,46.0,49.0,45.0,45.0
95,47.0,45.0,45.0,45.0,47.0
96,45.0,45.0,44.0,44.0,45.0
97,46.0,46.0,45.0,45.0,46.0
98,46.0,46.0,45.0,45.0,46.0
99,49.0,44.0,49.0,49.0,46.0
100,49.0,45.0,49.0,45.0,44.0
101,47.0,44.0,47.0,45.0,46.0
102,47.0,44.0,47.0,47.0,44.0
103,46.0,45.0,45.0,45.0,45.0
104,47.0,45.0,47.0,45.0,45.0
105,44.0,41.0,44.0,44.0,42.0
106,43.0,42.0,42.0,42.0,42.0
107,44.0,42.0,42.0,41.0,43.0
108,41.0,41.0,41.0,41.0,39.0
109,42.0,42.0,42.0,40.0,39.0
110,38.0,45.0,37.0,37.0,39.0
