Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,41.0,41.0,39.0,42.0,39.0,42.0,42.0,42.0,42.0,44.0
1,43.0,44.0,42.0,42.0,42.0,42.0,42.0,44.0,42.0,45.0
2,42.0,41.0,41.0,41.0,41.0,41.0,42.0,44.0,42.0,42.0
3,41.0,40.0,41.0,42.0,41.0,42.0,42.0,43.0,42.0,43.0
4,44.0,46.0,43.0,43.0,43.0,43.0,44.0,45.0,44.0,44.0
5,42.0,43.0,43.0,43.0,43.0,43.0,43.0,45.0,43.0,42.0
6,42.0,41.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,44.0
7,43.0,47.0,44.0,44.0,44.0,44.0,45.0,44.0,45.0,45.0
8,43.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,44.0,42.0
9,41.0,42.0,41.0,42.0,41.0,42.0,42.0,41.0,42.0,44.0
10,43.0,44.0,44.0,44.0,44.0,44.0,44.0,47.0,44.0,43.0
11,43.0,44.0,41.0,42.0,41.0,42.0,42.0,43.0,42.0,42.0
12,41.0,41.0,40.0,41.0,40.0,41.0,41.0,40.0,41.0,43.0
13,42.0,45.0,43.0,43.0,43.0,43.0,43.0,46.0,43.0,45.0
14,43.0,43.0,40.0,41.0,40.0,41.0,41.0,42.0,41.0,45.0
15,42.0,40.0,41.0,42.0,41.0,42.0,42.0,41.0,42.0,44.0
16,43.0,43.0,43.0,43.0,43.0,43.0,43.0,46.0,43.0,46.0
17,44.0,41.0,41.0,42.0,41.0,42.0,42.0,42.0,42.0,46.0
18,42.0,40.0,42.0,42.0,42.0,42.0,43.0,44.0,43.0,43.0
19,44.0,45.0,44.0,44.0,44.0,44.0,44.0,46.0,44.0,43.0
20,44.0,42.0,44.0,44.0,44.0,44.0,45.0,46.0,45.0,42.0
21,43.0,41.0,43.0,43.0,43.0,43.0,44.0,43.0,44.0,43.0
22,45.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0
23,45.0,43.0,45.0,45.0,45.0,45.0,46.0,45.0,46.0,42.0
24,41.0,42.0,41.0,42.0,41.0,43.0,42.0,43.0,42.0,43.0
25,45.0,43.0,45.0,45.0,45.0,45.0,45.0,48.0,45.0,42.0
26,43.0,44.0,43.0,43.0,43.0,43.0,44.0,45.0,44.0,42.0
27,42.0,41.0,41.0,41.0,40.0,43.0,41.0,42.0,41.0,44.0
28,44.0,44.0,44.0,44.0,44.0,44.0,44.0,47.0,44.0,44.0
29,44.0,43.0,42.0,42.0,42.0,42.0,43.0,44.0,43.0,45.0
30,43.0,39.0,41.0,42.0,40.0,42.0,42.0,41.0,42.0,44.0
31,42.0,42.0,43.0,42.0,42.0,43.0,44.0,45.0,44.0,45.0
32,45.0,41.0,42.0,42.0,42.0,43.0,43.0,42.0,43.0,46.0
33,42.0,39.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
34,44.0,43.0,43.0,43.0,43.0,43.0,45.0,44.0,45.0,44.0
35,44.0,40.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.0
36,41.0,43.0,42.0,42.0,42.0,44.0,43.0,44.0,43.0,44.0
37,44.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,43.0
38,42.0,45.0,44.0,44.0,44.0,44.0,45.0,46.0,45.0,42.0
39,43.0,42.0,42.0,41.0,41.0,44.0,42.0,43.0,42.0,44.0
40,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
41,45.0,44.0,43.0,43.0,43.0,43.0,44.0,45.0,44.0,46.0
42,44.0,40.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,45.0
43,43.0,43.0,44.0,43.0,43.0,44.0,45.0,44.0,45.0,45.0
44,46.0,42.0,43.0,43.0,43.0,44.0,43.0,43.0,43.0,47.0
45,44.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0
46,45.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0
47,42.0,43.0,41.0,41.0,41.0,41.0,41.0,43.0,41.0,41.0
48,43.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,42.0,45.0
49,45.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,45.0
50,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,45.0
51,42.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0,43.0,44.0
52,46.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,46.0
53,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0
54,42.0,42.0,41.0,40.0,40.0,41.0,41.0,40.0,41.0,45.0
55,44.0,44.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0
56,42.0,44.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,44.0
57,41.0,43.0,42.0,41.0,41.0,42.0,42.0,41.0,42.0,43.0
58,45.0,45.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,45.0
59,43.0,45.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0
60,41.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,43.0
61,43.0,43.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0,44.0
62,43.0,41.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,45.0
63,41.0,39.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0,42.0
64,43.0,44.0,43.0,43.0,43.0,43.0,43.0,45.0,43.0,42.0
65,43.0,41.0,43.0,43.0,43.0,43.0,45.0,45.0,45.0,42.0
66,42.0,40.0,42.0,42.0,42.0,42.0,44.0,42.0,44.0,43.0
67,44.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0
68,44.0,42.0,44.0,44.0,44.0,44.0,46.0,44.0,46.0,42.0
69,40.0,41.0,40.0,41.0,40.0,42.0,41.0,42.0,41.0,42.0
70,44.0,42.0,44.0,44.0,44.0,44.0,44.0,47.0,44.0,41.0
71,43.0,43.0,42.0,42.0,42.0,43.0,44.0,44.0,44.0,41.0
72,41.0,40.0,40.0,40.0,39.0,42.0,40.0,41.0,40.0,43.0
73,43.0,43.0,43.0,43.0,43.0,43.0,43.0,46.0,43.0,43.0
74,43.0,42.0,41.0,41.0,41.0,42.0,43.0,43.0,43.0,44.0
75,42.0,38.0,40.0,41.0,39.0,41.0,41.0,40.0,41.0,43.0
76,41.0,41.0,43.0,41.0,41.0,43.0,43.0,44.0,43.0,44.0
77,44.0,40.0,41.0,41.0,41.0,43.0,42.0,41.0,42.0,45.0
78,41.0,38.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0
79,43.0,42.0,42.0,42.0,42.0,42.0,44.0,43.0,44.0,43.0
80,43.0,40.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,41.0
81,40.0,42.0,41.0,41.0,41.0,43.0,42.0,43.0,42.0,43.0
82,43.0,43.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,42.0
83,42.0,44.0,43.0,43.0,43.0,44.0,45.0,45.0,45.0,42.0
84,42.0,41.0,41.0,40.0,40.0,43.0,41.0,42.0,41.0,44.0
