Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,58.0,59.0,58.0,59.0,58.0,58.0,55.0,55.0,58.0,54.0,58.0,57.0,49.0,58.0,57.0
1,54.0,54.0,55.0,57.0,55.0,54.0,54.0,54.0,56.0,50.0,55.0,52.0,48.0,53.0,55.0
2,59.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0,54.0,59.0,57.0,49.0,58.0,59.0
3,62.0,63.0,63.0,63.0,63.0,62.0,58.0,58.0,62.0,59.0,63.0,62.0,54.0,62.0,62.0
4,60.0,60.0,60.0,60.0,60.0,60.0,55.0,55.0,60.0,56.0,60.0,57.0,53.0,59.0,60.0
5,62.0,63.0,63.0,63.0,63.0,62.0,60.0,60.0,62.0,59.0,63.0,62.0,55.0,62.0,62.0
6,63.0,63.0,57.0,63.0,57.0,63.0,58.0,58.0,62.0,57.0,59.0,59.0,52.0,63.0,56.0
7,60.0,60.0,54.0,60.0,54.0,60.0,55.0,55.0,60.0,57.0,58.0,58.0,50.0,60.0,54.0
8,63.0,63.0,59.0,63.0,59.0,63.0,60.0,60.0,62.0,60.0,63.0,63.0,55.0,63.0,59.0
9,59.0,59.0,56.0,59.0,56.0,59.0,54.0,54.0,59.0,53.0,56.0,55.0,48.0,58.0,55.0
10,53.0,54.0,54.0,58.0,54.0,53.0,55.0,55.0,57.0,52.0,53.0,50.0,47.0,52.0,53.0
11,58.0,59.0,59.0,59.0,59.0,58.0,55.0,56.0,59.0,52.0,57.0,53.0,49.0,56.0,58.0
12,62.0,63.0,59.0,63.0,59.0,62.0,58.0,58.0,62.0,56.0,56.0,55.0,52.0,57.0,58.0
13,57.0,58.0,58.0,62.0,58.0,57.0,59.0,59.0,61.0,56.0,53.0,50.0,51.0,52.0,57.0
14,62.0,63.0,63.0,63.0,63.0,62.0,59.0,59.0,62.0,56.0,56.0,52.0,53.0,55.0,62.0
15,63.0,64.0,60.0,64.0,60.0,63.0,59.0,59.0,63.0,57.0,56.0,55.0,53.0,58.0,59.0
16,58.0,59.0,59.0,60.0,59.0,58.0,58.0,58.0,60.0,52.0,53.0,50.0,52.0,52.0,58.0
17,63.0,64.0,64.0,64.0,64.0,63.0,60.0,60.0,63.0,57.0,57.0,53.0,54.0,56.0,63.0
18,62.0,63.0,63.0,63.0,63.0,62.0,59.0,59.0,62.0,61.0,63.0,62.0,57.0,62.0,62.0
19,61.0,62.0,62.0,62.0,62.0,61.0,56.0,56.0,61.0,61.0,60.0,58.0,55.0,59.0,61.0
20,62.0,63.0,63.0,63.0,63.0,62.0,61.0,61.0,62.0,61.0,64.0,63.0,60.0,63.0,62.0
21,63.0,63.0,58.0,63.0,58.0,63.0,60.0,60.0,62.0,62.0,60.0,60.0,57.0,63.0,57.0
22,62.0,62.0,58.0,62.0,58.0,62.0,56.0,56.0,61.0,62.0,59.0,59.0,55.0,60.0,57.0
23,63.0,63.0,60.0,63.0,60.0,63.0,61.0,61.0,62.0,62.0,64.0,64.0,60.0,64.0,60.0
24,59.0,59.0,57.0,59.0,57.0,59.0,57.0,57.0,59.0,58.0,57.0,57.0,53.0,58.0,56.0
25,57.0,58.0,58.0,58.0,58.0,57.0,55.0,55.0,57.0,57.0,58.0,51.0,52.0,58.0,57.0
26,59.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,57.0,58.0,55.0,54.0,57.0,59.0
27,62.0,63.0,60.0,63.0,60.0,62.0,60.0,60.0,62.0,61.0,57.0,56.0,57.0,57.0,59.0
28,61.0,62.0,62.0,62.0,62.0,61.0,59.0,59.0,61.0,61.0,57.0,51.0,56.0,57.0,61.0
29,63.0,64.0,64.0,64.0,64.0,63.0,64.0,64.0,63.0,61.0,57.0,54.0,58.0,56.0,63.0
30,63.0,64.0,61.0,64.0,61.0,63.0,61.0,61.0,63.0,62.0,57.0,57.0,58.0,58.0,60.0
31,59.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,57.0,58.0,51.0,57.0,58.0,59.0
32,64.0,65.0,65.0,65.0,65.0,64.0,65.0,65.0,64.0,62.0,58.0,55.0,59.0,57.0,64.0
33,58.0,58.0,54.0,58.0,54.0,58.0,60.0,60.0,57.0,58.0,54.0,54.0,54.0,60.0,53.0
34,58.0,58.0,50.0,58.0,50.0,58.0,56.0,56.0,57.0,54.0,53.0,53.0,52.0,59.0,49.0
35,60.0,60.0,55.0,60.0,55.0,60.0,60.0,60.0,59.0,59.0,58.0,58.0,56.0,64.0,54.0
36,57.0,57.0,51.0,57.0,51.0,57.0,57.0,57.0,57.0,55.0,52.0,52.0,51.0,57.0,50.0
