Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,39.0,43.0,43.0,38.0,38.0,38.0,38.0,35.0
1,39.0,41.0,41.0,39.0,37.0,37.0,40.0,36.0
2,40.0,44.0,44.0,38.0,39.0,39.0,38.0,39.0
3,39.0,44.0,44.0,42.0,41.0,41.0,42.0,38.0
4,39.0,43.0,43.0,43.0,43.0,43.0,43.0,38.0
5,40.0,43.0,43.0,38.0,39.0,39.0,39.0,39.0
6,40.0,43.0,43.0,43.0,42.0,42.0,43.0,39.0
7,40.0,44.0,44.0,44.0,44.0,44.0,44.0,39.0
8,40.0,43.0,43.0,39.0,39.0,39.0,40.0,39.0
9,41.0,43.0,43.0,39.0,43.0,43.0,39.0,40.0
10,42.0,40.0,40.0,41.0,40.0,40.0,41.0,39.0
11,42.0,44.0,44.0,39.0,41.0,41.0,39.0,40.0
12,40.0,43.0,43.0,44.0,42.0,42.0,44.0,40.0
13,41.0,40.0,40.0,41.0,44.0,44.0,41.0,39.0
14,41.0,44.0,44.0,43.0,40.0,40.0,42.0,39.0
15,39.0,44.0,44.0,45.0,39.0,39.0,45.0,41.0
16,39.0,40.0,40.0,42.0,45.0,45.0,41.0,40.0
17,41.0,45.0,45.0,44.0,41.0,41.0,43.0,40.0
18,46.0,43.0,43.0,42.0,41.0,41.0,42.0,38.0
19,42.0,44.0,44.0,43.0,43.0,43.0,43.0,41.0
20,40.0,43.0,43.0,38.0,39.0,39.0,39.0,39.0
21,47.0,43.0,43.0,43.0,42.0,42.0,43.0,39.0
22,43.0,45.0,45.0,44.0,44.0,44.0,44.0,42.0
23,41.0,44.0,44.0,39.0,40.0,40.0,40.0,40.0
24,41.0,44.0,44.0,42.0,43.0,43.0,42.0,40.0
25,43.0,41.0,41.0,43.0,43.0,43.0,43.0,39.0
26,42.0,43.0,43.0,39.0,41.0,41.0,39.0,40.0
27,40.0,44.0,44.0,44.0,42.0,42.0,44.0,41.0
28,44.0,41.0,41.0,44.0,44.0,44.0,43.0,40.0
29,41.0,43.0,43.0,43.0,40.0,40.0,44.0,45.0
30,40.0,45.0,45.0,45.0,41.0,41.0,45.0,42.0
31,44.0,42.0,42.0,45.0,45.0,45.0,44.0,41.0
32,41.0,44.0,44.0,44.0,41.0,41.0,45.0,46.0
33,48.0,43.0,43.0,42.0,43.0,43.0,42.0,39.0
34,44.0,45.0,45.0,43.0,44.0,44.0,43.0,43.0
35,42.0,45.0,45.0,39.0,41.0,41.0,39.0,41.0
36,42.0,44.0,44.0,43.0,43.0,43.0,43.0,41.0
37,44.0,42.0,42.0,44.0,44.0,44.0,44.0,39.0
38,41.0,42.0,42.0,40.0,41.0,41.0,40.0,41.0
39,41.0,44.0,44.0,44.0,42.0,42.0,44.0,42.0
40,45.0,42.0,42.0,45.0,44.0,44.0,44.0,41.0
41,41.0,42.0,42.0,44.0,40.0,40.0,45.0,46.0
42,41.0,45.0,45.0,44.0,42.0,42.0,44.0,43.0
43,45.0,42.0,42.0,46.0,45.0,45.0,45.0,42.0
44,41.0,43.0,43.0,45.0,41.0,41.0,46.0,47.0
45,41.0,39.0,39.0,39.0,44.0,44.0,39.0,41.0
46,42.0,39.0,39.0,39.0,41.0,41.0,38.0,41.0
47,42.0,42.0,42.0,40.0,42.0,42.0,40.0,41.0
48,41.0,39.0,39.0,44.0,44.0,44.0,44.0,45.0
49,43.0,39.0,39.0,39.0,45.0,45.0,38.0,42.0
50,42.0,42.0,42.0,43.0,45.0,45.0,42.0,45.0
51,40.0,40.0,40.0,45.0,44.0,44.0,45.0,42.0
52,44.0,40.0,40.0,40.0,46.0,46.0,38.0,43.0
53,42.0,43.0,43.0,44.0,46.0,46.0,43.0,46.0
54,40.0,39.0,39.0,44.0,43.0,43.0,45.0,44.0
55,44.0,39.0,39.0,41.0,45.0,45.0,40.0,46.0
56,41.0,42.0,42.0,44.0,44.0,44.0,45.0,46.0
57,40.0,40.0,40.0,45.0,43.0,43.0,46.0,43.0
58,45.0,40.0,40.0,42.0,46.0,46.0,41.0,47.0
59,41.0,43.0,43.0,45.0,45.0,45.0,46.0,47.0
60,41.0,41.0,41.0,46.0,39.0,39.0,45.0,42.0
61,43.0,40.0,40.0,43.0,45.0,45.0,42.0,41.0
62,40.0,43.0,43.0,45.0,41.0,41.0,43.0,42.0
63,46.0,42.0,42.0,41.0,40.0,40.0,41.0,37.0
64,42.0,43.0,43.0,42.0,42.0,42.0,42.0,40.0
65,40.0,42.0,42.0,37.0,39.0,39.0,38.0,38.0
66,47.0,42.0,42.0,42.0,41.0,41.0,42.0,38.0
67,43.0,44.0,44.0,43.0,43.0,43.0,43.0,41.0
68,41.0,43.0,43.0,38.0,40.0,40.0,39.0,39.0
69,41.0,43.0,43.0,42.0,42.0,42.0,42.0,39.0
70,43.0,43.0,43.0,43.0,42.0,42.0,43.0,40.0
71,41.0,43.0,43.0,39.0,40.0,40.0,39.0,39.0
72,40.0,43.0,43.0,43.0,41.0,41.0,43.0,40.0
73,44.0,43.0,43.0,44.0,43.0,43.0,43.0,40.0
74,40.0,43.0,43.0,43.0,39.0,39.0,44.0,44.0
75,40.0,44.0,44.0,44.0,40.0,40.0,44.0,41.0
76,44.0,44.0,44.0,45.0,44.0,44.0,44.0,40.0
77,40.0,44.0,44.0,44.0,40.0,40.0,45.0,45.0
