Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8
0,56.0,57.0,54.0,49.0,56.0,53.0,58.0,56.0,55.0
1,54.0,52.0,45.0,52.0,56.0,51.0,51.0,58.0,53.0
2,58.0,56.0,49.0,53.0,61.0,53.0,56.0,57.0,57.0
3,57.0,61.0,55.0,50.0,59.0,57.0,57.0,56.0,55.0
4,58.0,54.0,49.0,54.0,57.0,52.0,54.0,58.0,56.0
5,62.0,60.0,53.0,54.0,61.0,57.0,56.0,62.0,57.0
6,57.0,61.0,54.0,49.0,56.0,56.0,58.0,57.0,55.0
7,58.0,54.0,50.0,55.0,57.0,52.0,55.0,57.0,57.0
8,63.0,59.0,52.0,52.0,61.0,52.0,56.0,63.0,58.0
9,59.0,60.0,58.0,57.0,58.0,57.0,58.0,60.0,58.0
10,58.0,57.0,52.0,59.0,61.0,54.0,58.0,63.0,58.0
11,62.0,56.0,57.0,59.0,62.0,56.0,58.0,58.0,57.0
12,59.0,63.0,59.0,58.0,60.0,63.0,58.0,59.0,57.0
13,58.0,57.0,54.0,60.0,60.0,57.0,58.0,62.0,57.0
14,62.0,60.0,58.0,60.0,61.0,60.0,58.0,58.0,57.0
15,57.0,61.0,54.0,53.0,59.0,58.0,57.0,56.0,56.0
16,55.0,57.0,52.0,55.0,57.0,54.0,58.0,57.0,58.0
17,58.0,61.0,53.0,55.0,57.0,55.0,58.0,58.0,58.0
18,57.0,61.0,55.0,49.0,59.0,58.0,61.0,56.0,54.0
19,61.0,56.0,49.0,55.0,59.0,53.0,55.0,60.0,56.0
20,62.0,60.0,53.0,54.0,60.0,57.0,60.0,62.0,57.0
21,57.0,61.0,54.0,50.0,59.0,57.0,62.0,57.0,55.0
22,62.0,57.0,49.0,54.0,60.0,52.0,55.0,61.0,57.0
23,63.0,60.0,53.0,54.0,61.0,56.0,61.0,63.0,58.0
24,59.0,61.0,62.0,58.0,60.0,61.0,60.0,60.0,58.0
25,60.0,61.0,56.0,62.0,61.0,55.0,58.0,63.0,58.0
26,63.0,60.0,61.0,62.0,61.0,60.0,59.0,58.0,57.0
