Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10
0,45.0,45.0,43.0,44.0,44.0,37.0,44.0,44.0,41.0,41.0,40.0
1,45.0,45.0,45.0,46.0,46.0,36.0,42.0,42.0,44.0,44.0,40.0
2,47.0,47.0,45.0,46.0,46.0,39.0,43.0,43.0,47.0,47.0,40.0
3,44.0,44.0,44.0,45.0,45.0,42.0,45.0,45.0,40.0,40.0,45.0
4,45.0,45.0,45.0,45.0,45.0,41.0,45.0,45.0,47.0,47.0,41.0
5,46.0,46.0,45.0,45.0,45.0,41.0,45.0,45.0,46.0,46.0,43.0
6,45.0,45.0,45.0,44.0,45.0,43.0,46.0,46.0,41.0,41.0,46.0
7,46.0,46.0,46.0,46.0,46.0,42.0,46.0,46.0,48.0,48.0,42.0
8,47.0,47.0,46.0,46.0,46.0,42.0,46.0,46.0,44.0,44.0,44.0
9,44.0,44.0,44.0,44.0,44.0,39.0,44.0,44.0,40.0,40.0,40.0
10,44.0,44.0,44.0,44.0,44.0,41.0,43.0,43.0,43.0,43.0,42.0
11,46.0,46.0,44.0,45.0,45.0,39.0,42.0,42.0,46.0,46.0,41.0
12,43.0,43.0,43.0,43.0,43.0,38.0,43.0,43.0,39.0,39.0,39.0
13,43.0,43.0,43.0,43.0,43.0,41.0,43.0,43.0,42.0,42.0,41.0
14,45.0,45.0,43.0,44.0,44.0,39.0,41.0,41.0,45.0,45.0,40.0
15,44.0,44.0,44.0,44.0,44.0,37.0,42.0,42.0,39.0,39.0,39.0
16,44.0,44.0,44.0,44.0,44.0,42.0,44.0,44.0,43.0,43.0,40.0
17,44.0,44.0,44.0,45.0,45.0,38.0,42.0,42.0,43.0,43.0,40.0
18,45.0,45.0,45.0,44.0,44.0,43.0,44.0,44.0,39.0,39.0,45.0
19,45.0,45.0,45.0,46.0,46.0,43.0,44.0,44.0,46.0,46.0,41.0
20,47.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,45.0,45.0,43.0
21,46.0,46.0,46.0,45.0,45.0,44.0,45.0,45.0,40.0,40.0,46.0
22,46.0,46.0,46.0,47.0,47.0,44.0,45.0,45.0,47.0,47.0,42.0
23,48.0,48.0,47.0,47.0,47.0,46.0,47.0,47.0,43.0,43.0,44.0
24,45.0,45.0,44.0,44.0,44.0,42.0,44.0,44.0,39.0,39.0,40.0
25,44.0,44.0,44.0,44.0,44.0,42.0,45.0,45.0,43.0,43.0,42.0
26,45.0,45.0,45.0,45.0,45.0,42.0,45.0,45.0,45.0,45.0,42.0
27,44.0,44.0,44.0,43.0,43.0,41.0,43.0,43.0,39.0,39.0,39.0
28,43.0,44.0,44.0,43.0,43.0,41.0,44.0,44.0,42.0,42.0,41.0
29,44.0,44.0,44.0,44.0,44.0,41.0,44.0,44.0,45.0,45.0,41.0
30,43.0,43.0,43.0,44.0,44.0,41.0,42.0,43.0,40.0,40.0,39.0
31,43.0,43.0,43.0,43.0,44.0,41.0,43.0,43.0,43.0,43.0,41.0
32,45.0,45.0,45.0,45.0,45.0,41.0,44.0,44.0,46.0,46.0,41.0
33,45.0,45.0,45.0,45.0,46.0,45.0,46.0,46.0,41.0,41.0,45.0
34,45.0,45.0,45.0,46.0,46.0,45.0,46.0,46.0,45.0,45.0,43.0
35,46.0,46.0,46.0,47.0,47.0,47.0,48.0,48.0,43.0,43.0,43.0
36,46.0,46.0,45.0,45.0,45.0,43.0,45.0,45.0,39.0,39.0,41.0
37,45.0,45.0,45.0,45.0,45.0,43.0,46.0,46.0,44.0,44.0,42.0
38,46.0,46.0,46.0,46.0,46.0,43.0,46.0,46.0,43.0,43.0,43.0
39,45.0,45.0,45.0,44.0,44.0,42.0,44.0,44.0,40.0,40.0,40.0
40,44.0,45.0,45.0,44.0,44.0,42.0,45.0,45.0,43.0,43.0,41.0
41,45.0,45.0,45.0,45.0,45.0,42.0,45.0,45.0,46.0,46.0,42.0
42,44.0,44.0,44.0,45.0,45.0,42.0,43.0,44.0,41.0,41.0,40.0
43,44.0,44.0,44.0,44.0,45.0,42.0,44.0,44.0,44.0,44.0,42.0
44,46.0,46.0,46.0,46.0,46.0,42.0,45.0,45.0,47.0,47.0,42.0
45,42.0,42.0,42.0,43.0,43.0,41.0,43.0,43.0,39.0,39.0,40.0
46,42.0,43.0,43.0,43.0,43.0,42.0,43.0,43.0,41.0,41.0,43.0
47,41.0,41.0,41.0,42.0,42.0,40.0,43.0,43.0,45.0,45.0,41.0
48,42.0,42.0,41.0,42.0,42.0,40.0,42.0,42.0,38.0,38.0,40.0
49,43.0,43.0,43.0,42.0,42.0,42.0,43.0,43.0,45.0,45.0,44.0
50,41.0,41.0,40.0,41.0,41.0,41.0,42.0,42.0,44.0,44.0,41.0
51,43.0,43.0,42.0,43.0,43.0,40.0,43.0,43.0,39.0,39.0,41.0
52,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,46.0,46.0,43.0
53,42.0,42.0,41.0,42.0,42.0,42.0,43.0,43.0,42.0,42.0,42.0
54,41.0,41.0,41.0,41.0,41.0,39.0,41.0,42.0,37.0,37.0,39.0
55,42.0,42.0,42.0,41.0,41.0,41.0,42.0,42.0,44.0,44.0,43.0
56,41.0,41.0,39.0,40.0,40.0,40.0,41.0,41.0,43.0,43.0,40.0
57,42.0,42.0,42.0,42.0,42.0,40.0,42.0,43.0,38.0,38.0,40.0
58,43.0,43.0,43.0,42.0,42.0,42.0,42.0,43.0,45.0,45.0,42.0
59,42.0,42.0,40.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,41.0
60,41.0,41.0,41.0,42.0,42.0,36.0,41.0,42.0,38.0,38.0,39.0
61,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0
62,41.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,40.0,40.0,40.0
63,44.0,44.0,44.0,43.0,43.0,42.0,43.0,43.0,38.0,38.0,44.0
64,44.0,44.0,44.0,45.0,45.0,42.0,43.0,43.0,45.0,45.0,41.0
65,46.0,46.0,45.0,45.0,45.0,44.0,45.0,45.0,44.0,44.0,42.0
66,45.0,45.0,45.0,44.0,44.0,43.0,44.0,44.0,39.0,39.0,45.0
67,45.0,45.0,45.0,46.0,46.0,43.0,44.0,44.0,46.0,46.0,42.0
68,47.0,47.0,46.0,46.0,46.0,45.0,46.0,46.0,42.0,42.0,43.0
69,44.0,44.0,43.0,43.0,43.0,42.0,43.0,43.0,38.0,38.0,40.0
70,44.0,44.0,43.0,43.0,43.0,43.0,44.0,44.0,42.0,42.0,41.0
71,44.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,44.0,44.0,42.0
72,43.0,43.0,43.0,42.0,42.0,41.0,42.0,42.0,38.0,38.0,39.0
73,43.0,43.0,43.0,42.0,42.0,42.0,43.0,43.0,41.0,41.0,40.0
74,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,41.0
75,42.0,42.0,42.0,43.0,43.0,40.0,42.0,42.0,39.0,39.0,39.0
76,42.0,42.0,42.0,43.0,43.0,42.0,43.0,43.0,42.0,42.0,41.0
77,44.0,44.0,44.0,44.0,44.0,42.0,44.0,44.0,45.0,45.0,41.0
78,44.0,44.0,44.0,44.0,45.0,44.0,45.0,45.0,40.0,40.0,44.0
79,45.0,45.0,44.0,45.0,45.0,44.0,45.0,45.0,44.0,44.0,43.0
80,46.0,46.0,45.0,46.0,46.0,46.0,47.0,47.0,42.0,42.0,43.0
81,45.0,45.0,44.0,44.0,44.0,43.0,44.0,44.0,38.0,38.0,41.0
82,45.0,45.0,44.0,44.0,44.0,44.0,45.0,45.0,43.0,43.0,42.0
83,45.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,42.0,42.0,43.0
84,44.0,44.0,44.0,43.0,43.0,42.0,43.0,43.0,39.0,39.0,40.0
85,44.0,44.0,44.0,43.0,43.0,43.0,44.0,44.0,42.0,42.0,41.0
86,44.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,42.0
87,43.0,43.0,43.0,44.0,44.0,41.0,43.0,43.0,40.0,40.0,40.0
88,43.0,43.0,43.0,44.0,44.0,43.0,44.0,44.0,43.0,43.0,42.0
89,45.0,45.0,45.0,45.0,45.0,43.0,45.0,45.0,46.0,46.0,42.0
90,43.0,43.0,41.0,43.0,43.0,42.0,43.0,43.0,38.0,38.0,40.0
91,44.0,44.0,42.0,44.0,44.0,44.0,42.0,42.0,40.0,40.0,43.0
92,41.0,42.0,41.0,42.0,42.0,43.0,42.0,42.0,44.0,44.0,41.0
93,42.0,42.0,40.0,42.0,42.0,41.0,42.0,42.0,37.0,37.0,39.0
94,43.0,43.0,42.0,43.0,43.0,43.0,42.0,42.0,44.0,44.0,44.0
95,42.0,42.0,41.0,41.0,41.0,43.0,41.0,41.0,43.0,43.0,41.0
96,42.0,42.0,41.0,42.0,42.0,41.0,43.0,43.0,38.0,38.0,40.0
97,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,45.0,45.0,43.0
98,43.0,43.0,42.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0,41.0
99,41.0,41.0,40.0,41.0,41.0,40.0,41.0,41.0,36.0,36.0,38.0
100,42.0,42.0,41.0,42.0,42.0,42.0,41.0,41.0,43.0,43.0,43.0
101,41.0,41.0,41.0,40.0,40.0,42.0,40.0,41.0,42.0,42.0,40.0
102,41.0,41.0,41.0,41.0,41.0,40.0,42.0,42.0,37.0,37.0,39.0
103,42.0,42.0,42.0,41.0,41.0,42.0,41.0,42.0,44.0,44.0,42.0
104,42.0,42.0,42.0,41.0,41.0,42.0,41.0,42.0,41.0,41.0,41.0
105,40.0,40.0,41.0,41.0,41.0,40.0,41.0,41.0,37.0,37.0,39.0
106,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,41.0
107,40.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,40.0
108,44.0,44.0,42.0,43.0,43.0,43.0,43.0,43.0,39.0,39.0,38.0
109,44.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,40.0,40.0,38.0
110,46.0,46.0,44.0,45.0,45.0,45.0,45.0,45.0,41.0,41.0,41.0
111,44.0,44.0,43.0,44.0,44.0,44.0,45.0,45.0,37.0,37.0,39.0
112,46.0,46.0,44.0,45.0,45.0,45.0,45.0,45.0,39.0,39.0,41.0
113,46.0,46.0,45.0,46.0,46.0,46.0,47.0,47.0,39.0,39.0,42.0
114,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,38.0,38.0,38.0
115,45.0,45.0,43.0,44.0,44.0,44.0,44.0,44.0,41.0,41.0,40.0
116,45.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,43.0,43.0,41.0
117,43.0,43.0,42.0,43.0,43.0,42.0,43.0,43.0,39.0,39.0,36.0
118,44.0,44.0,44.0,45.0,45.0,44.0,45.0,45.0,42.0,42.0,37.0
119,45.0,45.0,44.0,45.0,45.0,44.0,45.0,45.0,44.0,44.0,41.0
120,44.0,44.0,42.0,44.0,44.0,43.0,44.0,44.0,37.0,37.0,38.0
121,45.0,45.0,43.0,45.0,45.0,45.0,43.0,43.0,40.0,40.0,41.0
122,42.0,43.0,42.0,43.0,43.0,44.0,43.0,43.0,42.0,42.0,42.0
123,43.0,43.0,41.0,43.0,43.0,42.0,43.0,43.0,36.0,36.0,40.0
124,44.0,44.0,43.0,44.0,44.0,44.0,43.0,43.0,42.0,42.0,40.0
125,43.0,43.0,42.0,42.0,42.0,44.0,42.0,42.0,42.0,42.0,41.0
126,43.0,43.0,42.0,43.0,43.0,42.0,44.0,44.0,37.0,37.0,41.0
127,44.0,44.0,42.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,41.0
128,44.0,44.0,43.0,43.0,43.0,44.0,43.0,43.0,43.0,43.0,42.0
129,42.0,42.0,41.0,42.0,42.0,41.0,42.0,42.0,35.0,35.0,39.0
130,43.0,43.0,42.0,43.0,43.0,43.0,42.0,42.0,41.0,41.0,40.0
131,42.0,42.0,42.0,41.0,41.0,43.0,41.0,42.0,41.0,41.0,41.0
132,42.0,42.0,42.0,42.0,42.0,41.0,43.0,43.0,36.0,36.0,40.0
133,43.0,43.0,41.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0,41.0
134,43.0,43.0,43.0,42.0,42.0,43.0,42.0,43.0,42.0,42.0,42.0
135,41.0,41.0,42.0,42.0,42.0,41.0,42.0,42.0,37.0,37.0,36.0
136,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,37.0
137,41.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,41.0
138,40.0,42.0,41.0,40.0,40.0,43.0,40.0,40.0,36.0,36.0,41.0
139,41.0,44.0,43.0,42.0,42.0,45.0,42.0,42.0,41.0,41.0,42.0
140,42.0,42.0,41.0,42.0,42.0,41.0,42.0,42.0,41.0,41.0,41.0
141,43.0,43.0,41.0,43.0,43.0,43.0,42.0,42.0,35.0,35.0,42.0
142,45.0,45.0,43.0,45.0,45.0,45.0,44.0,44.0,42.0,42.0,43.0
143,41.0,41.0,41.0,42.0,42.0,42.0,43.0,43.0,41.0,41.0,43.0
144,44.0,44.0,42.0,44.0,44.0,42.0,41.0,41.0,36.0,36.0,41.0
145,46.0,46.0,44.0,46.0,46.0,46.0,43.0,43.0,42.0,42.0,42.0
146,42.0,42.0,42.0,43.0,43.0,43.0,43.0,43.0,41.0,41.0,44.0
147,42.0,42.0,41.0,42.0,42.0,42.0,41.0,41.0,35.0,35.0,41.0
148,44.0,44.0,43.0,44.0,44.0,44.0,43.0,43.0,41.0,41.0,42.0
149,42.0,42.0,41.0,41.0,41.0,41.0,42.0,42.0,40.0,40.0,44.0
150,43.0,43.0,42.0,43.0,43.0,41.0,42.0,42.0,35.0,35.0,40.0
151,45.0,45.0,44.0,45.0,45.0,45.0,44.0,44.0,42.0,42.0,42.0
152,43.0,43.0,42.0,42.0,42.0,42.0,43.0,43.0,41.0,41.0,45.0
153,43.0,43.0,39.0,38.0,37.0,41.0,41.0,41.0,36.0,36.0,40.0
154,45.0,45.0,43.0,44.0,44.0,44.0,43.0,43.0,42.0,42.0,41.0
155,44.0,44.0,42.0,43.0,43.0,43.0,43.0,43.0,38.0,38.0,44.0
156,41.0,41.0,40.0,41.0,41.0,41.0,40.0,40.0,34.0,34.0,40.0
157,43.0,43.0,42.0,43.0,43.0,43.0,42.0,42.0,40.0,40.0,41.0
158,41.0,41.0,41.0,40.0,40.0,40.0,41.0,41.0,39.0,39.0,43.0
159,42.0,42.0,41.0,42.0,42.0,40.0,41.0,41.0,34.0,34.0,39.0
160,44.0,44.0,43.0,44.0,44.0,44.0,43.0,43.0,41.0,41.0,41.0
161,42.0,42.0,42.0,41.0,41.0,41.0,42.0,42.0,40.0,40.0,44.0
162,42.0,42.0,39.0,37.0,36.0,40.0,40.0,40.0,35.0,35.0,40.0
163,44.0,44.0,42.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,41.0
164,43.0,43.0,41.0,42.0,42.0,42.0,42.0,42.0,37.0,37.0,43.0
165,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,36.0
166,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,37.0,37.0,38.0
167,41.0,41.0,41.0,41.0,41.0,38.0,41.0,41.0,37.0,37.0,41.0
