Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13,Roll 14
0,30.0,31.0,31.0,29.0,35.0,29.0,30.0,35.0,35.0,33.0,33.0,28.0,31.0,31.0,29.0
1,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,30.0,30.0,28.0,32.0,32.0,29.0
2,32.0,32.0,32.0,31.0,33.0,31.0,32.0,29.0,29.0,29.0,29.0,30.0,33.0,33.0,31.0
3,31.0,30.0,30.0,30.0,36.0,30.0,31.0,34.0,34.0,32.0,32.0,30.0,32.0,32.0,31.0
4,34.0,32.0,32.0,32.0,34.0,32.0,34.0,32.0,32.0,29.0,29.0,32.0,33.0,33.0,33.0
5,33.0,31.0,31.0,31.0,32.0,31.0,33.0,32.0,32.0,29.0,29.0,30.0,32.0,32.0,30.0
6,30.0,30.0,30.0,31.0,35.0,31.0,30.0,35.0,35.0,33.0,33.0,31.0,32.0,32.0,32.0
7,33.0,33.0,33.0,31.0,33.0,31.0,33.0,33.0,33.0,30.0,30.0,33.0,34.0,34.0,34.0
8,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,30.0,30.0,30.0,31.0,31.0,31.0
9,34.0,34.0,34.0,31.0,34.0,31.0,34.0,34.0,34.0,33.0,33.0,32.0,33.0,33.0,33.0
10,32.0,32.0,32.0,30.0,32.0,30.0,32.0,34.0,34.0,30.0,30.0,29.0,30.0,30.0,30.0
11,32.0,32.0,32.0,31.0,32.0,31.0,32.0,36.0,36.0,31.0,31.0,30.0,33.0,33.0,31.0
12,33.0,33.0,33.0,31.0,36.0,31.0,33.0,36.0,36.0,34.0,34.0,34.0,36.0,36.0,35.0
13,31.0,32.0,32.0,30.0,36.0,30.0,31.0,36.0,36.0,32.0,33.0,32.0,33.0,33.0,33.0
14,32.0,32.0,32.0,32.0,38.0,32.0,32.0,38.0,38.0,33.0,33.0,29.0,32.0,32.0,30.0
15,34.0,31.0,31.0,32.0,37.0,32.0,34.0,37.0,37.0,34.0,34.0,35.0,37.0,37.0,36.0
16,32.0,33.0,33.0,31.0,37.0,31.0,32.0,37.0,37.0,33.0,34.0,33.0,34.0,34.0,34.0
17,33.0,33.0,33.0,33.0,39.0,33.0,33.0,39.0,39.0,34.0,34.0,29.0,32.0,32.0,30.0
18,30.0,29.0,29.0,29.0,35.0,29.0,30.0,33.0,33.0,31.0,31.0,29.0,31.0,31.0,30.0
19,33.0,31.0,31.0,33.0,33.0,33.0,33.0,31.0,31.0,28.0,28.0,31.0,32.0,32.0,32.0
20,32.0,30.0,30.0,30.0,31.0,30.0,32.0,31.0,31.0,28.0,28.0,31.0,31.0,31.0,31.0
21,29.0,29.0,29.0,30.0,35.0,30.0,29.0,34.0,34.0,32.0,32.0,30.0,31.0,31.0,31.0
22,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,29.0,29.0,32.0,33.0,33.0,33.0
