Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,53.0,53.0,47.0,48.0,52.0,47.0,52.0,48.0,47.0,48.0,52.0,52.0,47.0,52.0
1,48.0,48.0,39.0,46.0,47.0,39.0,43.0,48.0,39.0,48.0,47.0,43.0,39.0,48.0
2,53.0,53.0,44.0,48.0,48.0,44.0,48.0,48.0,44.0,48.0,48.0,48.0,44.0,48.0
3,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0
4,54.0,54.0,49.0,49.0,53.0,49.0,53.0,49.0,49.0,49.0,53.0,53.0,49.0,54.0
5,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0
6,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0
7,54.0,54.0,49.0,49.0,53.0,49.0,53.0,49.0,49.0,49.0,53.0,53.0,49.0,54.0
8,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0
9,53.0,53.0,47.0,48.0,52.0,47.0,52.0,48.0,47.0,48.0,52.0,52.0,47.0,50.0
10,49.0,48.0,41.0,46.0,48.0,41.0,43.0,47.0,41.0,47.0,48.0,43.0,41.0,47.0
11,53.0,53.0,44.0,49.0,48.0,44.0,48.0,49.0,44.0,49.0,48.0,48.0,44.0,46.0
12,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0
13,52.0,52.0,43.0,50.0,47.0,43.0,47.0,52.0,43.0,52.0,47.0,47.0,43.0,47.0
14,52.0,52.0,46.0,48.0,47.0,46.0,47.0,48.0,46.0,48.0,47.0,47.0,46.0,48.0
15,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,49.0
16,53.0,53.0,44.0,51.0,48.0,44.0,48.0,53.0,44.0,53.0,48.0,48.0,44.0,47.0
17,53.0,53.0,47.0,49.0,48.0,47.0,48.0,49.0,47.0,49.0,48.0,48.0,47.0,48.0
18,54.0,54.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,54.0,54.0,53.0,51.0
19,54.0,54.0,50.0,50.0,54.0,50.0,54.0,50.0,50.0,50.0,54.0,54.0,50.0,53.0
20,54.0,54.0,53.0,53.0,54.0,53.0,54.0,53.0,53.0,53.0,54.0,54.0,53.0,53.0
21,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,52.0
22,54.0,54.0,51.0,51.0,54.0,51.0,54.0,51.0,51.0,51.0,54.0,54.0,51.0,54.0
