Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,56.0,56.0,50.0,56.0,56.0,50.0,56.0,50.0,52.0,56.0,50.0,56.0,56.0
1,50.0,50.0,51.0,53.0,52.0,52.0,51.0,48.0,48.0,51.0,48.0,53.0,51.0
2,49.0,49.0,52.0,52.0,53.0,51.0,52.0,51.0,49.0,52.0,51.0,53.0,52.0
3,56.0,56.0,52.0,56.0,56.0,51.0,56.0,49.0,56.0,56.0,49.0,58.0,56.0
4,57.0,57.0,53.0,57.0,57.0,53.0,57.0,54.0,53.0,57.0,54.0,57.0,57.0
5,57.0,57.0,57.0,57.0,57.0,57.0,58.0,53.0,53.0,58.0,53.0,58.0,58.0
6,56.0,56.0,53.0,56.0,57.0,52.0,57.0,50.0,53.0,57.0,50.0,59.0,57.0
7,58.0,58.0,54.0,58.0,58.0,53.0,58.0,54.0,54.0,58.0,54.0,58.0,58.0
8,58.0,58.0,58.0,58.0,58.0,58.0,59.0,53.0,54.0,59.0,53.0,59.0,59.0
9,55.0,55.0,56.0,55.0,56.0,56.0,57.0,53.0,56.0,57.0,53.0,56.0,57.0
10,52.0,52.0,52.0,52.0,51.0,53.0,51.0,51.0,52.0,51.0,51.0,52.0,51.0
11,52.0,52.0,53.0,52.0,52.0,53.0,51.0,49.0,53.0,51.0,49.0,52.0,51.0
12,56.0,56.0,55.0,56.0,56.0,55.0,56.0,52.0,55.0,56.0,52.0,56.0,56.0
13,57.0,57.0,51.0,52.0,51.0,52.0,50.0,50.0,51.0,50.0,50.0,52.0,50.0
14,57.0,57.0,52.0,56.0,56.0,52.0,50.0,49.0,52.0,50.0,49.0,56.0,50.0
15,56.0,56.0,52.0,56.0,56.0,52.0,56.0,49.0,52.0,56.0,49.0,56.0,56.0
16,53.0,53.0,48.0,53.0,52.0,49.0,49.0,49.0,48.0,49.0,49.0,53.0,49.0
17,53.0,53.0,49.0,52.0,53.0,48.0,50.0,50.0,49.0,50.0,50.0,53.0,50.0
18,56.0,56.0,52.0,56.0,56.0,51.0,58.0,49.0,56.0,58.0,49.0,58.0,58.0
19,57.0,57.0,53.0,57.0,57.0,53.0,57.0,54.0,57.0,57.0,54.0,57.0,57.0
20,60.0,60.0,57.0,60.0,60.0,57.0,61.0,53.0,57.0,61.0,53.0,60.0,61.0
21,56.0,56.0,53.0,56.0,57.0,52.0,57.0,50.0,57.0,57.0,50.0,59.0,57.0
22,58.0,58.0,54.0,58.0,58.0,53.0,58.0,55.0,58.0,58.0,55.0,58.0,58.0
23,61.0,61.0,58.0,61.0,61.0,58.0,62.0,54.0,58.0,62.0,54.0,61.0,62.0
24,55.0,55.0,56.0,55.0,56.0,56.0,60.0,53.0,60.0,60.0,53.0,56.0,60.0
25,55.0,55.0,57.0,57.0,56.0,57.0,55.0,59.0,57.0,55.0,59.0,57.0,55.0
26,56.0,56.0,61.0,56.0,57.0,61.0,58.0,54.0,57.0,58.0,54.0,57.0,58.0
27,58.0,58.0,55.0,56.0,56.0,55.0,59.0,52.0,59.0,59.0,52.0,56.0,59.0
28,57.0,57.0,56.0,57.0,55.0,56.0,54.0,58.0,56.0,54.0,58.0,57.0,54.0
29,61.0,61.0,60.0,57.0,56.0,60.0,57.0,53.0,56.0,57.0,53.0,57.0,57.0
30,56.0,56.0,52.0,56.0,56.0,52.0,56.0,48.0,56.0,56.0,48.0,56.0,56.0
31,53.0,53.0,53.0,53.0,52.0,52.0,54.0,54.0,53.0,54.0,54.0,53.0,54.0
32,57.0,57.0,57.0,55.0,56.0,56.0,57.0,53.0,53.0,57.0,53.0,56.0,57.0
33,51.0,51.0,53.0,53.0,52.0,52.0,54.0,50.0,52.0,54.0,50.0,54.0,54.0
34,53.0,53.0,54.0,55.0,53.0,53.0,56.0,54.0,54.0,56.0,54.0,55.0,56.0
35,56.0,56.0,58.0,57.0,57.0,58.0,58.0,53.0,54.0,58.0,53.0,57.0,58.0
36,51.0,51.0,57.0,52.0,51.0,56.0,56.0,54.0,56.0,56.0,54.0,52.0,56.0
37,56.0,56.0,58.0,58.0,57.0,58.0,56.0,60.0,58.0,56.0,60.0,58.0,56.0
38,57.0,57.0,62.0,57.0,58.0,62.0,59.0,55.0,58.0,59.0,55.0,58.0,59.0
39,56.0,56.0,56.0,56.0,54.0,56.0,55.0,53.0,55.0,55.0,53.0,56.0,55.0
40,58.0,58.0,57.0,58.0,56.0,57.0,55.0,59.0,57.0,55.0,59.0,58.0,55.0
41,62.0,62.0,61.0,58.0,57.0,61.0,58.0,54.0,57.0,58.0,54.0,58.0,58.0
42,52.0,52.0,52.0,52.0,51.0,52.0,53.0,49.0,52.0,53.0,49.0,52.0,53.0
43,54.0,54.0,54.0,54.0,53.0,53.0,54.0,55.0,53.0,54.0,55.0,54.0,54.0
44,58.0,58.0,58.0,56.0,57.0,57.0,57.0,54.0,53.0,57.0,54.0,57.0,57.0
45,55.0,55.0,56.0,55.0,54.0,55.0,53.0,52.0,55.0,53.0,52.0,55.0,53.0
46,50.0,50.0,51.0,51.0,50.0,52.0,48.0,49.0,56.0,48.0,49.0,51.0,48.0
47,50.0,50.0,55.0,51.0,51.0,55.0,50.0,48.0,56.0,50.0,48.0,51.0,50.0
48,60.0,60.0,56.0,55.0,53.0,55.0,53.0,52.0,54.0,53.0,52.0,55.0,53.0
49,55.0,55.0,51.0,51.0,50.0,52.0,47.0,53.0,55.0,47.0,53.0,51.0,47.0
50,55.0,55.0,54.0,55.0,55.0,54.0,49.0,49.0,56.0,49.0,49.0,55.0,49.0
51,56.0,56.0,56.0,51.0,51.0,56.0,54.0,53.0,54.0,54.0,53.0,51.0,54.0
52,51.0,51.0,52.0,52.0,51.0,53.0,48.0,53.0,52.0,48.0,53.0,52.0,48.0
53,51.0,51.0,53.0,52.0,52.0,52.0,50.0,50.0,52.0,50.0,50.0,52.0,50.0
54,59.0,59.0,55.0,55.0,53.0,55.0,52.0,52.0,53.0,52.0,52.0,55.0,52.0
55,54.0,54.0,51.0,50.0,50.0,52.0,46.0,52.0,54.0,46.0,52.0,50.0,46.0
56,54.0,54.0,53.0,55.0,55.0,53.0,49.0,48.0,55.0,49.0,48.0,55.0,49.0
57,56.0,56.0,55.0,56.0,54.0,55.0,53.0,52.0,53.0,53.0,52.0,56.0,53.0
58,52.0,52.0,51.0,51.0,50.0,52.0,47.0,52.0,51.0,47.0,52.0,51.0,47.0
59,52.0,52.0,52.0,56.0,56.0,52.0,49.0,49.0,52.0,49.0,49.0,56.0,49.0
60,52.0,52.0,52.0,52.0,51.0,51.0,52.0,48.0,50.0,52.0,48.0,52.0,52.0
61,48.0,48.0,47.0,47.0,46.0,48.0,46.0,49.0,47.0,46.0,49.0,47.0,46.0
62,48.0,48.0,48.0,52.0,51.0,48.0,48.0,48.0,47.0,48.0,48.0,52.0,48.0
63,55.0,55.0,51.0,55.0,55.0,50.0,57.0,48.0,55.0,57.0,48.0,57.0,57.0
64,57.0,57.0,53.0,57.0,56.0,53.0,56.0,53.0,57.0,56.0,53.0,57.0,56.0
65,60.0,60.0,56.0,60.0,59.0,56.0,60.0,52.0,57.0,60.0,52.0,60.0,60.0
