Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11
0,44.0,44.0,47.0,44.0,44.0,41.0,44.0,46.0,47.0,47.0,47.0,46.0
1,46.0,46.0,48.0,46.0,46.0,45.0,45.0,44.0,48.0,48.0,48.0,48.0
2,46.0,46.0,48.0,46.0,46.0,40.0,41.0,46.0,48.0,48.0,48.0,48.0
3,46.0,46.0,47.0,46.0,46.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0
4,45.0,45.0,47.0,45.0,45.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0
5,49.0,49.0,49.0,49.0,49.0,44.0,45.0,49.0,49.0,49.0,49.0,49.0
6,45.0,45.0,48.0,45.0,45.0,43.0,46.0,48.0,48.0,48.0,48.0,46.0
7,46.0,46.0,48.0,46.0,46.0,45.0,45.0,48.0,48.0,48.0,48.0,46.0
8,50.0,50.0,50.0,50.0,50.0,45.0,46.0,50.0,50.0,50.0,50.0,48.0
9,44.0,45.0,46.0,45.0,44.0,43.0,43.0,46.0,46.0,46.0,46.0,41.0
10,48.0,48.0,47.0,48.0,48.0,41.0,42.0,39.0,43.0,44.0,46.0,43.0
11,45.0,44.0,45.0,44.0,45.0,41.0,41.0,39.0,44.0,44.0,45.0,43.0
12,43.0,44.0,45.0,44.0,43.0,42.0,42.0,45.0,45.0,45.0,45.0,40.0
13,47.0,47.0,46.0,47.0,47.0,40.0,41.0,38.0,42.0,43.0,45.0,42.0
14,44.0,44.0,44.0,44.0,44.0,40.0,41.0,38.0,43.0,43.0,44.0,42.0
15,44.0,45.0,46.0,45.0,44.0,43.0,43.0,46.0,46.0,46.0,46.0,40.0
16,45.0,44.0,45.0,44.0,45.0,41.0,42.0,39.0,43.0,44.0,44.0,43.0
17,45.0,45.0,45.0,45.0,45.0,41.0,41.0,39.0,43.0,44.0,44.0,43.0
18,45.0,45.0,48.0,45.0,45.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0
19,45.0,45.0,47.0,45.0,45.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0
20,48.0,48.0,48.0,48.0,48.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0
21,45.0,45.0,47.0,45.0,45.0,46.0,47.0,47.0,47.0,49.0,47.0,45.0
22,46.0,46.0,48.0,46.0,46.0,48.0,48.0,47.0,47.0,47.0,47.0,45.0
23,49.0,49.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,49.0,49.0,47.0
24,44.0,44.0,46.0,44.0,44.0,46.0,46.0,45.0,45.0,45.0,45.0,41.0
