Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,49.0,43.0,50.0,49.0,43.0,44.0
1,50.0,48.0,51.0,50.0,49.0,46.0
2,53.0,45.0,54.0,53.0,47.0,50.0
3,51.0,46.0,52.0,49.0,44.0,49.0
4,52.0,48.0,53.0,52.0,49.0,47.0
5,53.0,45.0,54.0,53.0,48.0,50.0
6,51.0,46.0,52.0,49.0,44.0,49.0
7,53.0,47.0,54.0,53.0,49.0,48.0
8,53.0,45.0,54.0,53.0,47.0,50.0
9,52.0,48.0,51.0,54.0,52.0,51.0
10,53.0,52.0,54.0,53.0,52.0,52.0
11,53.0,52.0,54.0,55.0,52.0,53.0
12,51.0,50.0,51.0,53.0,51.0,52.0
13,52.0,52.0,53.0,52.0,51.0,52.0
14,52.0,53.0,53.0,54.0,51.0,52.0
15,49.0,46.0,49.0,48.0,44.0,51.0
16,51.0,48.0,50.0,49.0,49.0,48.0
17,51.0,49.0,51.0,50.0,48.0,50.0
18,53.0,46.0,54.0,49.0,47.0,48.0
19,54.0,47.0,55.0,51.0,49.0,47.0
20,54.0,47.0,55.0,54.0,47.0,50.0
21,53.0,46.0,54.0,49.0,47.0,49.0
22,54.0,47.0,55.0,52.0,49.0,48.0
23,54.0,47.0,55.0,54.0,47.0,50.0
24,53.0,50.0,54.0,54.0,52.0,53.0
25,54.0,51.0,55.0,54.0,54.0,53.0
26,54.0,54.0,55.0,56.0,54.0,55.0
27,53.0,50.0,54.0,53.0,51.0,52.0
28,53.0,52.0,54.0,54.0,53.0,52.0
29,54.0,55.0,55.0,56.0,53.0,54.0
30,53.0,46.0,54.0,48.0,44.0,51.0
31,53.0,48.0,54.0,49.0,49.0,47.0
32,54.0,51.0,55.0,54.0,47.0,49.0
33,53.0,46.0,54.0,49.0,47.0,49.0
34,54.0,47.0,55.0,50.0,49.0,49.0
35,54.0,47.0,55.0,53.0,47.0,50.0
36,53.0,50.0,54.0,54.0,52.0,53.0
37,54.0,52.0,54.0,54.0,54.0,53.0
38,54.0,54.0,55.0,56.0,54.0,55.0
39,53.0,49.0,54.0,53.0,51.0,52.0
40,53.0,53.0,54.0,54.0,53.0,52.0
41,54.0,55.0,55.0,56.0,53.0,54.0
42,53.0,46.0,54.0,48.0,44.0,51.0
43,53.0,49.0,54.0,49.0,49.0,48.0
44,54.0,51.0,55.0,54.0,47.0,50.0
45,53.0,51.0,51.0,53.0,53.0,51.0
46,54.0,54.0,55.0,56.0,54.0,55.0
47,54.0,53.0,55.0,55.0,53.0,55.0
48,52.0,52.0,51.0,53.0,52.0,51.0
49,54.0,55.0,55.0,56.0,53.0,54.0
50,54.0,54.0,55.0,55.0,53.0,54.0
51,52.0,50.0,50.0,53.0,52.0,50.0
52,54.0,51.0,55.0,54.0,52.0,51.0
53,53.0,52.0,54.0,55.0,52.0,52.0
54,51.0,52.0,51.0,52.0,51.0,51.0
55,53.0,54.0,54.0,55.0,52.0,53.0
56,53.0,54.0,54.0,54.0,52.0,53.0
57,51.0,50.0,50.0,52.0,51.0,52.0
58,53.0,51.0,54.0,53.0,51.0,53.0
59,52.0,52.0,53.0,54.0,51.0,54.0
60,49.0,46.0,49.0,47.0,42.0,51.0
61,51.0,47.0,50.0,49.0,50.0,52.0
62,51.0,49.0,51.0,49.0,46.0,53.0
63,52.0,46.0,53.0,48.0,46.0,47.0
64,53.0,47.0,54.0,50.0,48.0,46.0
65,53.0,47.0,54.0,53.0,46.0,51.0
66,52.0,46.0,53.0,48.0,46.0,48.0
67,53.0,47.0,54.0,51.0,48.0,47.0
68,53.0,47.0,54.0,53.0,46.0,52.0
69,52.0,49.0,53.0,53.0,51.0,52.0
70,53.0,50.0,54.0,53.0,53.0,52.0
71,54.0,53.0,54.0,55.0,54.0,54.0
72,52.0,49.0,53.0,52.0,50.0,51.0
73,52.0,51.0,53.0,53.0,52.0,51.0
74,53.0,54.0,54.0,55.0,53.0,53.0
75,52.0,45.0,53.0,47.0,43.0,50.0
76,52.0,47.0,53.0,49.0,48.0,46.0
77,53.0,50.0,54.0,53.0,46.0,48.0
78,52.0,46.0,53.0,48.0,46.0,49.0
79,53.0,47.0,54.0,49.0,48.0,48.0
80,53.0,47.0,54.0,53.0,46.0,53.0
81,52.0,49.0,53.0,53.0,51.0,52.0
82,53.0,51.0,54.0,53.0,53.0,52.0
83,54.0,53.0,54.0,55.0,54.0,54.0
84,52.0,48.0,53.0,52.0,50.0,51.0
85,52.0,52.0,53.0,53.0,52.0,52.0
86,53.0,54.0,54.0,55.0,53.0,53.0
