Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9
0,40.0,40.0,43.0,36.0,36.0,36.0,42.0,42.0,42.0,37.0
1,43.0,43.0,41.0,41.0,41.0,39.0,44.0,47.0,47.0,42.0
2,43.0,43.0,45.0,39.0,39.0,39.0,41.0,44.0,44.0,43.0
3,44.0,44.0,44.0,36.0,36.0,38.0,42.0,42.0,42.0,37.0
4,43.0,43.0,44.0,42.0,42.0,43.0,48.0,48.0,48.0,43.0
5,43.0,43.0,45.0,40.0,40.0,43.0,44.0,46.0,46.0,42.0
6,43.0,43.0,43.0,37.0,37.0,38.0,42.0,43.0,43.0,38.0
7,43.0,43.0,43.0,41.0,41.0,39.0,45.0,47.0,47.0,44.0
8,43.0,43.0,45.0,41.0,41.0,44.0,44.0,47.0,47.0,43.0
9,47.0,47.0,47.0,43.0,43.0,43.0,47.0,47.0,47.0,42.0
10,48.0,48.0,48.0,49.0,49.0,44.0,49.0,49.0,49.0,43.0
11,48.0,48.0,49.0,44.0,44.0,45.0,44.0,48.0,48.0,48.0
12,47.0,47.0,47.0,43.0,43.0,43.0,47.0,47.0,47.0,42.0
13,48.0,48.0,48.0,49.0,49.0,44.0,49.0,49.0,49.0,43.0
14,48.0,48.0,49.0,44.0,44.0,45.0,44.0,48.0,48.0,48.0
15,41.0,41.0,43.0,37.0,37.0,38.0,43.0,42.0,42.0,37.0
16,43.0,43.0,41.0,43.0,43.0,39.0,44.0,48.0,48.0,42.0
17,43.0,43.0,44.0,41.0,41.0,41.0,44.0,47.0,47.0,41.0
18,44.0,44.0,43.0,36.0,36.0,38.0,42.0,42.0,42.0,36.0
19,46.0,46.0,43.0,42.0,42.0,43.0,48.0,48.0,48.0,42.0
20,46.0,46.0,44.0,39.0,39.0,43.0,47.0,45.0,45.0,41.0
21,45.0,45.0,44.0,37.0,37.0,39.0,43.0,43.0,43.0,37.0
22,47.0,47.0,44.0,42.0,42.0,43.0,49.0,48.0,48.0,43.0
23,47.0,47.0,45.0,40.0,40.0,44.0,48.0,46.0,46.0,42.0
24,50.0,50.0,47.0,43.0,43.0,43.0,48.0,47.0,47.0,42.0
25,47.0,48.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,48.0
26,48.0,48.0,49.0,44.0,44.0,49.0,48.0,48.0,48.0,47.0
27,50.0,50.0,47.0,43.0,43.0,43.0,48.0,47.0,47.0,42.0
28,47.0,48.0,49.0,49.0,49.0,48.0,49.0,49.0,49.0,48.0
29,48.0,48.0,49.0,44.0,44.0,49.0,48.0,48.0,48.0,47.0
30,44.0,44.0,43.0,37.0,37.0,38.0,43.0,42.0,42.0,37.0
31,42.0,43.0,43.0,43.0,43.0,43.0,48.0,48.0,48.0,42.0
32,43.0,43.0,44.0,41.0,41.0,44.0,44.0,47.0,47.0,43.0
33,43.0,43.0,43.0,37.0,37.0,39.0,43.0,43.0,43.0,37.0
34,48.0,48.0,44.0,41.0,41.0,39.0,44.0,47.0,47.0,42.0
35,48.0,48.0,45.0,41.0,39.0,44.0,45.0,44.0,47.0,41.0
36,51.0,51.0,48.0,43.0,43.0,44.0,48.0,47.0,47.0,43.0
37,47.0,47.0,49.0,49.0,49.0,44.0,49.0,49.0,49.0,49.0
38,48.0,48.0,50.0,44.0,44.0,49.0,49.0,48.0,48.0,48.0
39,51.0,51.0,48.0,43.0,43.0,44.0,48.0,47.0,47.0,43.0
