Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,40.0,38.0,40.0,40.0
1,39.0,39.0,41.0,41.0
2,40.0,40.0,40.0,40.0
3,40.0,38.0,46.0,40.0
4,38.0,39.0,41.0,41.0
5,40.0,40.0,46.0,40.0
6,40.0,38.0,46.0,40.0
7,39.0,39.0,41.0,41.0
8,40.0,40.0,46.0,40.0
9,40.0,40.0,40.0,41.0
10,41.0,41.0,41.0,41.0
11,45.0,45.0,40.0,47.0
12,44.0,44.0,44.0,46.0
13,44.0,45.0,43.0,45.0
14,44.0,45.0,41.0,46.0
15,40.0,40.0,45.0,41.0
16,42.0,44.0,44.0,46.0
17,45.0,42.0,42.0,42.0
18,40.0,38.0,46.0,40.0
19,37.0,38.0,41.0,40.0
20,40.0,39.0,46.0,40.0
21,40.0,38.0,46.0,40.0
22,38.0,38.0,41.0,40.0
23,40.0,39.0,46.0,40.0
24,39.0,40.0,42.0,41.0
25,40.0,40.0,41.0,41.0
26,44.0,44.0,45.0,47.0
27,43.0,44.0,46.0,46.0
28,43.0,45.0,45.0,45.0
29,43.0,45.0,46.0,46.0
30,39.0,40.0,45.0,41.0
31,42.0,43.0,46.0,46.0
32,44.0,42.0,46.0,42.0
33,39.0,37.0,44.0,39.0
34,37.0,38.0,40.0,39.0
35,39.0,39.0,41.0,40.0
36,40.0,40.0,42.0,41.0
37,41.0,41.0,41.0,41.0
38,45.0,45.0,45.0,47.0
39,44.0,44.0,46.0,46.0
40,44.0,43.0,45.0,45.0
41,44.0,44.0,46.0,46.0
42,39.0,39.0,45.0,41.0
43,42.0,44.0,46.0,46.0
44,45.0,42.0,46.0,42.0
45,41.0,41.0,40.0,40.0
46,41.0,42.0,45.0,41.0
47,47.0,47.0,40.0,45.0
48,46.0,46.0,44.0,44.0
49,44.0,45.0,46.0,43.0
50,47.0,47.0,41.0,44.0
51,41.0,41.0,43.0,40.0
52,41.0,46.0,46.0,44.0
53,47.0,47.0,42.0,45.0
54,46.0,46.0,44.0,44.0
55,45.0,45.0,46.0,45.0
56,46.0,46.0,41.0,45.0
57,46.0,46.0,44.0,45.0
58,46.0,46.0,46.0,46.0
59,46.0,46.0,41.0,46.0
60,41.0,41.0,43.0,40.0
61,42.0,46.0,46.0,44.0
62,45.0,41.0,41.0,41.0
63,39.0,37.0,45.0,39.0
64,36.0,37.0,40.0,39.0
65,39.0,38.0,45.0,39.0
66,39.0,37.0,45.0,39.0
67,37.0,37.0,40.0,39.0
68,39.0,38.0,45.0,39.0
69,38.0,39.0,41.0,40.0
70,39.0,39.0,40.0,40.0
71,43.0,43.0,44.0,46.0
72,42.0,43.0,45.0,45.0
73,42.0,44.0,44.0,44.0
74,42.0,44.0,45.0,45.0
75,38.0,39.0,44.0,40.0
76,41.0,42.0,45.0,45.0
77,43.0,41.0,45.0,41.0
78,39.0,37.0,43.0,39.0
79,36.0,37.0,39.0,38.0
80,38.0,38.0,41.0,39.0
81,39.0,39.0,41.0,40.0
82,40.0,40.0,40.0,40.0
83,44.0,44.0,44.0,46.0
84,43.0,43.0,45.0,45.0
85,43.0,42.0,44.0,44.0
86,43.0,43.0,45.0,45.0
87,38.0,39.0,44.0,40.0
88,41.0,43.0,45.0,45.0
89,44.0,41.0,45.0,41.0
90,40.0,40.0,39.0,39.0
91,40.0,41.0,44.0,40.0
92,46.0,46.0,39.0,44.0
93,45.0,45.0,43.0,43.0
94,43.0,44.0,45.0,42.0
95,46.0,46.0,40.0,43.0
96,40.0,40.0,42.0,39.0
97,40.0,45.0,45.0,43.0
98,46.0,46.0,41.0,44.0
99,45.0,45.0,43.0,43.0
100,44.0,44.0,45.0,44.0
101,45.0,45.0,40.0,44.0
102,45.0,45.0,43.0,44.0
103,45.0,45.0,45.0,45.0
104,45.0,45.0,40.0,45.0
105,40.0,40.0,42.0,39.0
106,41.0,45.0,45.0,43.0
107,44.0,41.0,41.0,41.0
108,38.0,36.0,39.0,38.0
109,34.0,34.0,39.0,34.0
110,35.0,35.0,36.0,35.0
111,38.0,38.0,38.0,39.0
112,36.0,38.0,39.0,39.0
113,40.0,40.0,40.0,42.0
114,39.0,39.0,41.0,41.0
115,39.0,39.0,40.0,40.0
116,39.0,39.0,41.0,41.0
117,38.0,38.0,40.0,37.0
118,38.0,39.0,41.0,41.0
119,40.0,38.0,41.0,40.0
120,39.0,38.0,38.0,38.0
121,36.0,39.0,40.0,39.0
122,42.0,42.0,39.0,41.0
123,41.0,41.0,40.0,40.0
124,39.0,40.0,41.0,40.0
125,42.0,42.0,40.0,41.0
126,40.0,39.0,39.0,39.0
127,39.0,41.0,41.0,40.0
128,42.0,42.0,40.0,41.0
129,41.0,41.0,39.0,40.0
130,40.0,42.0,41.0,40.0
131,41.0,42.0,40.0,40.0
132,41.0,41.0,40.0,40.0
133,41.0,43.0,41.0,41.0
134,41.0,41.0,41.0,41.0
135,40.0,37.0,39.0,37.0
136,38.0,41.0,42.0,40.0
137,40.0,42.0,42.0,42.0
138,36.0,40.0,37.0,38.0
139,37.0,41.0,39.0,38.0
140,41.0,41.0,39.0,41.0
141,40.0,40.0,39.0,40.0
142,40.0,41.0,41.0,39.0
143,41.0,41.0,41.0,41.0
144,39.0,38.0,39.0,38.0
145,39.0,40.0,42.0,40.0
146,41.0,42.0,42.0,42.0
147,40.0,40.0,39.0,40.0
148,40.0,44.0,41.0,40.0
149,41.0,44.0,41.0,41.0
150,40.0,40.0,39.0,40.0
151,41.0,45.0,42.0,41.0
152,41.0,43.0,42.0,42.0
153,39.0,38.0,39.0,38.0
154,40.0,42.0,42.0,42.0
155,41.0,42.0,42.0,42.0
156,40.0,40.0,38.0,39.0
157,40.0,44.0,40.0,39.0
158,40.0,44.0,40.0,40.0
159,40.0,40.0,38.0,39.0
160,41.0,45.0,41.0,40.0
161,41.0,44.0,41.0,41.0
162,40.0,40.0,38.0,39.0
163,41.0,45.0,41.0,41.0
164,41.0,41.0,41.0,41.0
165,39.0,37.0,38.0,37.0
166,38.0,40.0,40.0,39.0
167,40.0,39.0,39.0,38.0
