Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6
0,53.0,53.0,56.0,56.0,53.0,53.0,53.0
1,52.0,52.0,56.0,56.0,52.0,54.0,54.0
2,52.0,53.0,56.0,56.0,53.0,54.0,54.0
3,54.0,54.0,56.0,56.0,55.0,52.0,52.0
4,53.0,53.0,57.0,57.0,54.0,53.0,53.0
5,53.0,54.0,57.0,57.0,54.0,53.0,53.0
6,52.0,54.0,56.0,56.0,56.0,52.0,52.0
7,53.0,54.0,57.0,57.0,54.0,51.0,51.0
8,53.0,54.0,57.0,57.0,54.0,52.0,52.0
9,55.0,53.0,55.0,55.0,53.0,52.0,52.0
10,50.0,52.0,50.0,50.0,53.0,51.0,51.0
11,50.0,53.0,50.0,50.0,53.0,52.0,52.0
12,54.0,53.0,54.0,54.0,53.0,51.0,51.0
13,49.0,53.0,49.0,49.0,54.0,50.0,50.0
14,49.0,54.0,49.0,49.0,54.0,51.0,51.0
15,51.0,54.0,55.0,55.0,54.0,50.0,50.0
16,46.0,54.0,50.0,50.0,54.0,46.0,47.0
17,46.0,54.0,50.0,50.0,54.0,48.0,48.0
18,53.0,53.0,55.0,55.0,55.0,53.0,53.0
19,54.0,53.0,56.0,56.0,55.0,54.0,54.0
20,54.0,54.0,57.0,57.0,55.0,54.0,54.0
21,53.0,54.0,55.0,55.0,55.0,52.0,52.0
22,54.0,54.0,56.0,56.0,55.0,55.0,55.0
23,54.0,54.0,57.0,57.0,55.0,54.0,54.0
24,56.0,53.0,56.0,56.0,54.0,54.0,54.0
25,55.0,53.0,55.0,55.0,54.0,55.0,55.0
26,54.0,54.0,55.0,55.0,54.0,54.0,54.0
27,55.0,53.0,55.0,55.0,54.0,53.0,53.0
28,54.0,54.0,54.0,54.0,55.0,54.0,54.0
29,53.0,55.0,54.0,54.0,55.0,53.0,53.0
30,53.0,54.0,54.0,54.0,55.0,53.0,53.0
31,51.0,55.0,53.0,53.0,56.0,51.0,51.0
32,51.0,55.0,54.0,54.0,55.0,51.0,51.0
33,52.0,54.0,54.0,54.0,54.0,53.0,53.0
34,53.0,54.0,55.0,55.0,54.0,54.0,54.0
35,54.0,54.0,56.0,56.0,54.0,54.0,54.0
36,54.0,53.0,54.0,54.0,53.0,54.0,54.0
37,55.0,54.0,55.0,55.0,54.0,56.0,56.0
38,55.0,54.0,55.0,55.0,54.0,55.0,55.0
39,53.0,54.0,53.0,53.0,54.0,53.0,53.0
40,54.0,55.0,54.0,54.0,55.0,55.0,55.0
41,54.0,55.0,54.0,54.0,55.0,54.0,54.0
42,53.0,55.0,53.0,53.0,55.0,54.0,54.0
43,51.0,56.0,54.0,54.0,56.0,52.0,52.0
44,51.0,56.0,54.0,54.0,55.0,51.0,51.0
45,52.0,53.0,52.0,52.0,53.0,52.0,52.0
46,47.0,49.0,49.0,49.0,47.0,49.0,49.0
47,49.0,50.0,49.0,49.0,48.0,52.0,52.0
48,53.0,54.0,53.0,53.0,54.0,53.0,53.0
49,48.0,50.0,48.0,48.0,48.0,50.0,50.0
50,49.0,51.0,49.0,49.0,49.0,51.0,51.0
51,54.0,53.0,54.0,54.0,54.0,54.0,54.0
52,49.0,51.0,49.0,49.0,48.0,51.0,51.0
53,49.0,50.0,49.0,49.0,48.0,49.0,49.0
54,52.0,53.0,52.0,52.0,53.0,52.0,52.0
55,47.0,49.0,47.0,47.0,47.0,49.0,49.0
56,48.0,51.0,48.0,48.0,48.0,50.0,50.0
57,53.0,52.0,53.0,53.0,54.0,53.0,53.0
58,48.0,50.0,48.0,48.0,48.0,50.0,50.0
59,48.0,51.0,48.0,48.0,49.0,48.0,48.0
60,50.0,53.0,52.0,52.0,54.0,50.0,50.0
61,44.0,51.0,47.0,47.0,47.0,47.0,46.0
62,44.0,50.0,47.0,47.0,48.0,45.0,45.0
63,52.0,52.0,54.0,54.0,55.0,52.0,52.0
64,54.0,52.0,55.0,55.0,56.0,54.0,54.0
65,53.0,53.0,56.0,56.0,56.0,53.0,53.0
66,52.0,53.0,54.0,54.0,55.0,51.0,51.0
67,54.0,53.0,55.0,55.0,56.0,55.0,55.0
68,53.0,53.0,56.0,56.0,56.0,53.0,53.0
69,55.0,52.0,55.0,55.0,55.0,53.0,53.0
70,55.0,52.0,55.0,55.0,53.0,55.0,55.0
71,55.0,53.0,55.0,55.0,53.0,55.0,55.0
72,54.0,52.0,54.0,54.0,54.0,52.0,52.0
73,54.0,53.0,54.0,54.0,54.0,54.0,54.0
74,54.0,54.0,54.0,54.0,54.0,54.0,54.0
75,53.0,53.0,53.0,53.0,55.0,53.0,53.0
76,52.0,54.0,53.0,53.0,55.0,52.0,52.0
77,52.0,55.0,53.0,53.0,54.0,52.0,52.0
78,52.0,53.0,53.0,53.0,55.0,52.0,52.0
79,54.0,53.0,54.0,54.0,53.0,55.0,55.0
80,53.0,54.0,55.0,55.0,55.0,54.0,54.0
81,53.0,52.0,53.0,53.0,53.0,54.0,54.0
82,55.0,53.0,55.0,55.0,53.0,56.0,56.0
83,55.0,54.0,55.0,55.0,54.0,55.0,55.0
84,52.0,53.0,52.0,52.0,53.0,53.0,53.0
85,54.0,54.0,54.0,54.0,54.0,55.0,55.0
86,54.0,55.0,54.0,54.0,54.0,54.0,54.0
87,53.0,54.0,53.0,53.0,54.0,54.0,54.0
88,53.0,55.0,54.0,54.0,55.0,53.0,53.0
89,53.0,56.0,54.0,54.0,54.0,53.0,53.0
90,52.0,52.0,52.0,52.0,53.0,54.0,54.0
91,53.0,50.0,53.0,53.0,51.0,54.0,54.0
92,54.0,52.0,54.0,54.0,51.0,54.0,54.0
93,53.0,53.0,53.0,53.0,54.0,53.0,53.0
94,54.0,51.0,54.0,54.0,52.0,54.0,54.0
95,55.0,53.0,55.0,55.0,51.0,55.0,55.0
96,54.0,52.0,54.0,54.0,53.0,54.0,54.0
97,55.0,51.0,55.0,55.0,51.0,55.0,55.0
98,55.0,53.0,55.0,55.0,50.0,55.0,55.0
99,52.0,52.0,52.0,52.0,53.0,52.0,52.0
100,53.0,50.0,53.0,53.0,51.0,53.0,53.0
