Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,41.0,41.0,41.0,42.0,42.0,41.0,36.0,41.0
1,37.0,38.0,38.0,39.0,39.0,39.0,38.0,36.0
2,38.0,38.0,38.0,44.0,44.0,39.0,42.0,37.0
3,42.0,44.0,44.0,44.0,44.0,42.0,41.0,41.0
4,43.0,39.0,39.0,43.0,43.0,43.0,37.0,42.0
5,43.0,40.0,40.0,44.0,44.0,43.0,41.0,42.0
6,43.0,45.0,45.0,43.0,43.0,43.0,42.0,42.0
7,44.0,38.0,38.0,44.0,44.0,44.0,38.0,43.0
8,44.0,41.0,41.0,45.0,45.0,44.0,38.0,43.0
9,42.0,36.0,36.0,42.0,42.0,43.0,37.0,41.0
10,38.0,40.0,40.0,39.0,39.0,44.0,38.0,41.0
11,38.0,38.0,38.0,44.0,44.0,44.0,43.0,37.0
12,42.0,35.0,36.0,42.0,42.0,42.0,36.0,40.0
13,38.0,39.0,39.0,39.0,39.0,43.0,37.0,40.0
14,38.0,37.0,38.0,43.0,43.0,43.0,42.0,36.0
15,42.0,36.0,36.0,42.0,42.0,42.0,35.0,41.0
16,38.0,37.0,38.0,39.0,39.0,39.0,38.0,36.0
17,38.0,38.0,38.0,44.0,44.0,39.0,37.0,36.0
18,41.0,43.0,43.0,43.0,43.0,41.0,40.0,40.0
19,42.0,41.0,41.0,42.0,42.0,42.0,36.0,41.0
20,43.0,41.0,41.0,43.0,43.0,43.0,40.0,42.0
21,42.0,44.0,44.0,42.0,42.0,42.0,41.0,41.0
22,43.0,41.0,41.0,43.0,43.0,43.0,37.0,42.0
23,44.0,41.0,41.0,44.0,44.0,44.0,40.0,43.0
24,41.0,36.0,35.0,42.0,42.0,42.0,36.0,40.0
25,40.0,41.0,41.0,40.0,40.0,43.0,41.0,41.0
26,41.0,40.0,40.0,43.0,43.0,43.0,42.0,39.0
27,41.0,35.0,35.0,41.0,41.0,41.0,35.0,39.0
28,39.0,40.0,40.0,39.0,39.0,42.0,40.0,40.0
29,41.0,39.0,39.0,42.0,42.0,43.0,41.0,38.0
30,41.0,36.0,35.0,41.0,41.0,41.0,34.0,40.0
31,37.0,37.0,37.0,38.0,38.0,38.0,37.0,39.0
32,41.0,39.0,39.0,43.0,43.0,42.0,36.0,39.0
33,36.0,43.0,43.0,38.0,38.0,37.0,35.0,38.0
34,40.0,41.0,41.0,39.0,39.0,39.0,37.0,39.0
35,41.0,41.0,41.0,43.0,43.0,41.0,41.0,41.0
36,36.0,36.0,36.0,43.0,43.0,41.0,36.0,40.0
37,41.0,40.0,40.0,41.0,41.0,43.0,42.0,41.0
38,42.0,41.0,41.0,43.0,43.0,43.0,38.0,40.0
39,36.0,35.0,36.0,42.0,42.0,42.0,35.0,39.0
40,40.0,39.0,39.0,40.0,40.0,43.0,41.0,40.0
41,42.0,40.0,40.0,42.0,42.0,44.0,37.0,39.0
42,36.0,36.0,36.0,37.0,37.0,38.0,35.0,35.0
43,38.0,36.0,37.0,39.0,39.0,39.0,37.0,39.0
44,42.0,38.0,38.0,43.0,43.0,43.0,37.0,40.0
45,38.0,36.0,36.0,39.0,39.0,42.0,38.0,37.0
46,42.0,41.0,41.0,37.0,37.0,41.0,39.0,40.0
47,39.0,38.0,38.0,37.0,37.0,42.0,44.0,37.0
48,37.0,35.0,36.0,40.0,40.0,42.0,37.0,39.0
49,41.0,40.0,40.0,37.0,37.0,41.0,38.0,41.0
50,38.0,39.0,39.0,37.0,37.0,41.0,43.0,40.0
51,36.0,36.0,36.0,41.0,41.0,42.0,36.0,38.0
52,37.0,36.0,36.0,37.0,37.0,40.0,37.0,40.0
53,38.0,40.0,40.0,37.0,37.0,40.0,38.0,41.0
54,36.0,34.0,35.0,39.0,39.0,41.0,36.0,38.0
55,40.0,39.0,39.0,36.0,36.0,41.0,37.0,40.0
56,37.0,38.0,38.0,36.0,36.0,41.0,42.0,39.0
57,35.0,35.0,36.0,40.0,40.0,41.0,35.0,37.0
58,37.0,35.0,36.0,37.0,37.0,41.0,36.0,39.0
59,37.0,39.0,39.0,37.0,37.0,41.0,37.0,40.0
60,35.0,36.0,36.0,37.0,37.0,37.0,36.0,35.0
61,37.0,35.0,36.0,37.0,37.0,37.0,37.0,35.0
62,37.0,37.0,38.0,37.0,37.0,37.0,38.0,36.0
63,40.0,42.0,42.0,42.0,42.0,40.0,39.0,39.0
64,41.0,40.0,40.0,41.0,41.0,41.0,35.0,40.0
65,42.0,40.0,40.0,42.0,42.0,42.0,39.0,41.0
66,41.0,43.0,43.0,41.0,41.0,41.0,40.0,40.0
67,42.0,40.0,40.0,42.0,42.0,42.0,36.0,41.0
68,43.0,40.0,40.0,43.0,43.0,43.0,39.0,42.0
69,40.0,35.0,34.0,41.0,41.0,41.0,35.0,39.0
70,39.0,40.0,40.0,39.0,39.0,42.0,40.0,40.0
71,40.0,39.0,39.0,42.0,42.0,42.0,41.0,38.0
72,40.0,34.0,34.0,40.0,40.0,40.0,34.0,38.0
73,38.0,39.0,39.0,38.0,38.0,41.0,39.0,39.0
74,40.0,39.0,39.0,41.0,41.0,42.0,40.0,38.0
75,40.0,35.0,34.0,40.0,40.0,40.0,33.0,39.0
76,36.0,36.0,36.0,37.0,37.0,37.0,36.0,38.0
77,40.0,40.0,40.0,42.0,42.0,41.0,35.0,39.0
78,35.0,42.0,42.0,37.0,37.0,36.0,34.0,37.0
79,39.0,40.0,40.0,38.0,38.0,38.0,36.0,38.0
80,40.0,40.0,40.0,42.0,42.0,40.0,40.0,40.0
81,35.0,35.0,35.0,42.0,42.0,40.0,35.0,39.0
82,40.0,39.0,39.0,40.0,40.0,42.0,41.0,40.0
83,41.0,40.0,40.0,42.0,42.0,42.0,37.0,39.0
84,35.0,34.0,35.0,41.0,41.0,41.0,34.0,38.0
85,39.0,38.0,38.0,39.0,39.0,42.0,40.0,39.0
86,41.0,39.0,39.0,41.0,41.0,43.0,36.0,38.0
87,35.0,35.0,35.0,36.0,36.0,37.0,34.0,35.0
88,37.0,36.0,36.0,38.0,38.0,38.0,36.0,38.0
89,41.0,40.0,40.0,42.0,42.0,42.0,36.0,39.0
90,37.0,35.0,35.0,38.0,38.0,41.0,37.0,37.0
91,41.0,40.0,40.0,36.0,36.0,40.0,38.0,39.0
92,42.0,37.0,37.0,37.0,37.0,41.0,43.0,37.0
93,36.0,34.0,35.0,39.0,39.0,41.0,36.0,38.0
94,40.0,39.0,39.0,36.0,36.0,40.0,37.0,40.0
95,42.0,40.0,40.0,39.0,39.0,42.0,42.0,40.0
96,36.0,35.0,35.0,40.0,40.0,41.0,36.0,39.0
97,40.0,40.0,40.0,36.0,36.0,39.0,36.0,39.0
98,42.0,41.0,41.0,40.0,40.0,41.0,42.0,41.0
99,35.0,33.0,34.0,38.0,38.0,40.0,35.0,37.0
100,39.0,38.0,38.0,35.0,35.0,40.0,36.0,39.0
101,41.0,39.0,39.0,38.0,38.0,41.0,41.0,39.0
102,35.0,34.0,35.0,39.0,39.0,40.0,35.0,38.0
103,39.0,39.0,39.0,36.0,36.0,40.0,35.0,38.0
104,41.0,40.0,40.0,39.0,39.0,40.0,41.0,40.0
105,34.0,35.0,35.0,36.0,36.0,36.0,35.0,35.0
106,36.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0
107,36.0,36.0,37.0,37.0,37.0,36.0,37.0,40.0
108,35.0,35.0,35.0,35.0,35.0,35.0,33.0,35.0
109,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
110,36.0,37.0,36.0,37.0,37.0,36.0,35.0,39.0
111,35.0,35.0,35.0,36.0,36.0,35.0,35.0,35.0
112,37.0,36.0,36.0,37.0,37.0,37.0,36.0,39.0
113,41.0,37.0,37.0,38.0,38.0,41.0,37.0,37.0
114,34.0,34.0,35.0,35.0,35.0,36.0,34.0,34.0
115,37.0,35.0,36.0,36.0,36.0,37.0,35.0,38.0
116,40.0,39.0,39.0,37.0,37.0,40.0,36.0,36.0
117,35.0,35.0,35.0,35.0,35.0,35.0,34.0,35.0
118,37.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
119,36.0,40.0,40.0,37.0,37.0,36.0,36.0,36.0
120,38.0,35.0,35.0,35.0,35.0,37.0,36.0,37.0
121,42.0,36.0,36.0,36.0,36.0,41.0,38.0,37.0
122,43.0,37.0,37.0,37.0,37.0,42.0,38.0,37.0
123,37.0,34.0,35.0,35.0,35.0,41.0,36.0,37.0
124,41.0,39.0,39.0,36.0,36.0,40.0,37.0,38.0
125,43.0,39.0,39.0,40.0,40.0,43.0,42.0,40.0
126,37.0,35.0,35.0,35.0,35.0,36.0,37.0,38.0
127,41.0,40.0,40.0,36.0,36.0,37.0,37.0,39.0
128,43.0,40.0,40.0,41.0,41.0,42.0,43.0,41.0
129,36.0,33.0,34.0,34.0,34.0,40.0,35.0,36.0
130,40.0,38.0,38.0,35.0,35.0,39.0,36.0,37.0
131,42.0,38.0,38.0,39.0,39.0,42.0,41.0,39.0
132,36.0,34.0,35.0,35.0,35.0,35.0,36.0,37.0
133,40.0,39.0,39.0,36.0,36.0,37.0,36.0,38.0
134,42.0,39.0,39.0,40.0,40.0,41.0,42.0,40.0
135,35.0,35.0,35.0,35.0,35.0,35.0,34.0,35.0
136,37.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0
137,37.0,36.0,37.0,37.0,37.0,37.0,36.0,40.0
138,37.0,36.0,35.0,36.0,36.0,38.0,39.0,36.0
139,44.0,36.0,36.0,37.0,37.0,41.0,39.0,36.0
