Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7
0,48.0,48.0,48.0,47.0,46.0,46.0,47.0,48.0
1,49.0,49.0,49.0,49.0,47.0,47.0,49.0,50.0
2,50.0,50.0,50.0,45.0,48.0,48.0,49.0,49.0
3,49.0,49.0,49.0,49.0,47.0,47.0,49.0,49.0
4,50.0,50.0,50.0,51.0,48.0,48.0,50.0,50.0
5,52.0,52.0,52.0,48.0,50.0,50.0,51.0,51.0
6,49.0,49.0,49.0,50.0,47.0,47.0,50.0,49.0
7,50.0,50.0,50.0,51.0,48.0,48.0,50.0,49.0
8,52.0,52.0,52.0,48.0,50.0,50.0,51.0,51.0
9,48.0,48.0,48.0,45.0,47.0,47.0,49.0,47.0
10,52.0,52.0,52.0,46.0,50.0,50.0,51.0,51.0
11,50.0,50.0,50.0,44.0,48.0,48.0,49.0,50.0
12,47.0,47.0,47.0,49.0,48.0,48.0,48.0,48.0
13,51.0,51.0,51.0,51.0,49.0,49.0,50.0,50.0
14,49.0,49.0,49.0,48.0,50.0,50.0,49.0,51.0
15,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0
16,49.0,49.0,49.0,47.0,49.0,49.0,47.0,48.0
17,48.0,48.0,48.0,49.0,48.0,48.0,49.0,48.0
18,51.0,51.0,51.0,49.0,49.0,49.0,49.0,48.0
19,50.0,50.0,50.0,51.0,48.0,48.0,50.0,49.0
20,53.0,53.0,53.0,50.0,51.0,51.0,51.0,51.0
21,51.0,51.0,51.0,50.0,49.0,49.0,49.0,48.0
22,50.0,50.0,50.0,51.0,48.0,48.0,50.0,49.0
23,53.0,53.0,53.0,51.0,51.0,51.0,52.0,51.0
24,52.0,52.0,52.0,49.0,50.0,50.0,50.0,48.0
25,53.0,53.0,53.0,50.0,51.0,51.0,51.0,51.0
26,53.0,53.0,53.0,48.0,51.0,51.0,51.0,51.0
27,51.0,51.0,51.0,50.0,49.0,49.0,49.0,47.0
28,52.0,52.0,52.0,51.0,50.0,50.0,50.0,50.0
29,52.0,52.0,52.0,51.0,52.0,52.0,51.0,53.0
30,47.0,47.0,47.0,49.0,48.0,48.0,49.0,47.0
31,48.0,48.0,48.0,50.0,49.0,49.0,49.0,48.0
32,50.0,50.0,50.0,50.0,50.0,50.0,51.0,49.0
33,51.0,51.0,51.0,50.0,49.0,49.0,49.0,48.0
34,49.0,49.0,49.0,50.0,47.0,47.0,50.0,47.0
35,53.0,53.0,53.0,51.0,51.0,51.0,52.0,49.0
36,52.0,52.0,52.0,49.0,50.0,50.0,50.0,48.0
37,53.0,53.0,53.0,50.0,51.0,51.0,52.0,49.0
38,53.0,53.0,53.0,48.0,51.0,51.0,52.0,51.0
39,51.0,51.0,51.0,50.0,49.0,49.0,49.0,47.0
40,52.0,52.0,52.0,51.0,50.0,50.0,51.0,49.0
41,52.0,52.0,52.0,51.0,52.0,52.0,51.0,53.0
42,47.0,47.0,47.0,49.0,48.0,48.0,49.0,47.0
43,48.0,48.0,48.0,50.0,48.0,48.0,50.0,47.0
44,50.0,50.0,50.0,50.0,50.0,50.0,51.0,49.0
45,47.0,47.0,47.0,46.0,46.0,46.0,50.0,46.0
46,53.0,53.0,53.0,45.0,51.0,51.0,51.0,49.0
47,50.0,50.0,50.0,44.0,48.0,48.0,49.0,50.0
48,47.0,47.0,47.0,50.0,47.0,47.0,50.0,48.0
49,52.0,52.0,52.0,50.0,52.0,52.0,51.0,53.0
50,50.0,50.0,50.0,48.0,51.0,51.0,49.0,52.0
51,47.0,47.0,47.0,49.0,46.0,46.0,50.0,47.0
52,50.0,50.0,50.0,46.0,50.0,50.0,51.0,49.0
53,49.0,49.0,49.0,49.0,48.0,48.0,49.0,48.0
54,46.0,46.0,46.0,50.0,47.0,47.0,49.0,48.0
55,51.0,51.0,51.0,49.0,51.0,51.0,50.0,52.0
56,49.0,49.0,49.0,47.0,50.0,50.0,48.0,51.0
57,47.0,47.0,47.0,50.0,47.0,47.0,49.0,47.0
58,50.0,50.0,50.0,50.0,49.0,49.0,50.0,48.0
59,49.0,49.0,49.0,48.0,49.0,49.0,48.0,49.0
60,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
61,48.0,48.0,48.0,46.0,47.0,47.0,46.0,47.0
62,47.0,47.0,47.0,47.0,46.0,46.0,47.0,48.0
63,50.0,50.0,50.0,48.0,49.0,49.0,48.0,47.0
64,49.0,49.0,49.0,50.0,47.0,47.0,49.0,48.0
65,52.0,52.0,52.0,50.0,51.0,51.0,51.0,50.0
66,50.0,50.0,50.0,49.0,49.0,49.0,49.0,47.0
67,49.0,49.0,49.0,50.0,47.0,47.0,49.0,48.0
68,52.0,52.0,52.0,51.0,51.0,51.0,51.0,50.0
69,51.0,51.0,51.0,50.0,50.0,50.0,50.0,48.0
70,52.0,52.0,52.0,50.0,51.0,51.0,51.0,50.0
71,52.0,52.0,52.0,51.0,51.0,51.0,52.0,50.0
72,50.0,50.0,50.0,49.0,49.0,49.0,49.0,47.0
73,51.0,51.0,51.0,50.0,50.0,50.0,50.0,49.0
74,51.0,51.0,51.0,50.0,51.0,51.0,51.0,52.0
75,46.0,46.0,46.0,48.0,47.0,47.0,48.0,46.0
76,47.0,47.0,47.0,49.0,48.0,48.0,49.0,47.0
77,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0
78,50.0,50.0,50.0,49.0,49.0,49.0,49.0,47.0
79,48.0,48.0,48.0,49.0,47.0,47.0,49.0,46.0
80,52.0,52.0,52.0,51.0,51.0,51.0,51.0,49.0
81,51.0,51.0,51.0,51.0,50.0,50.0,51.0,48.0
82,52.0,52.0,52.0,51.0,51.0,51.0,51.0,49.0
83,52.0,52.0,52.0,52.0,51.0,51.0,53.0,50.0
84,50.0,50.0,50.0,50.0,49.0,49.0,50.0,47.0
85,51.0,51.0,51.0,50.0,50.0,50.0,50.0,48.0
86,51.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0
87,46.0,46.0,46.0,48.0,47.0,47.0,48.0,46.0
88,47.0,47.0,47.0,49.0,48.0,48.0,49.0,46.0
89,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0
90,46.0,46.0,46.0,49.0,46.0,46.0,51.0,47.0
91,52.0,52.0,52.0,50.0,51.0,51.0,52.0,50.0
92,50.0,50.0,50.0,48.0,48.0,48.0,52.0,49.0
93,46.0,46.0,46.0,50.0,46.0,46.0,50.0,47.0
94,51.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0
95,50.0,50.0,50.0,51.0,52.0,52.0,51.0,52.0
96,46.0,47.0,46.0,49.0,46.0,46.0,49.0,47.0
97,50.0,50.0,50.0,51.0,50.0,50.0,50.0,50.0
98,48.0,48.0,48.0,50.0,48.0,48.0,51.0,49.0
99,45.0,45.0,45.0,49.0,46.0,46.0,49.0,47.0
100,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0
101,49.0,49.0,49.0,51.0,52.0,52.0,50.0,52.0
102,46.0,46.0,46.0,49.0,46.0,46.0,48.0,46.0
103,49.0,49.0,49.0,50.0,49.0,49.0,49.0,49.0
104,48.0,48.0,48.0,51.0,52.0,52.0,50.0,50.0
105,45.0,46.0,45.0,48.0,46.0,46.0,48.0,45.0
106,47.0,47.0,47.0,48.0,47.0,47.0,48.0,46.0
107,46.0,46.0,46.0,48.0,47.0,47.0,50.0,47.0
108,46.0,46.0,46.0,48.0,46.0,46.0,48.0,47.0
109,43.0,43.0,43.0,49.0,42.0,42.0,49.0,45.0
110,47.0,47.0,47.0,50.0,47.0,47.0,51.0,49.0
111,46.0,46.0,46.0,51.0,47.0,47.0,51.0,48.0
112,47.0,47.0,47.0,51.0,46.0,46.0,51.0,49.0
113,47.0,47.0,47.0,52.0,48.0,48.0,53.0,50.0
114,45.0,45.0,45.0,50.0,47.0,47.0,50.0,47.0
115,46.0,46.0,46.0,50.0,47.0,47.0,50.0,48.0
116,46.0,46.0,46.0,51.0,51.0,51.0,52.0,50.0
117,45.0,46.0,45.0,48.0,47.0,47.0,48.0,46.0
118,42.0,42.0,42.0,49.0,45.0,45.0,49.0,46.0
119,46.0,46.0,46.0,50.0,48.0,48.0,51.0,50.0
120,46.0,46.0,46.0,49.0,46.0,46.0,52.0,47.0
121,47.0,47.0,47.0,50.0,47.0,47.0,53.0,50.0
122,47.0,47.0,47.0,48.0,48.0,48.0,53.0,49.0
123,46.0,46.0,46.0,50.0,46.0,46.0,51.0,47.0
124,47.0,47.0,47.0,51.0,51.0,51.0,52.0,50.0
125,47.0,47.0,47.0,51.0,52.0,52.0,52.0,52.0
126,46.0,47.0,46.0,50.0,46.0,46.0,50.0,47.0
127,46.0,46.0,46.0,51.0,47.0,47.0,51.0,50.0
128,47.0,47.0,47.0,50.0,48.0,48.0,52.0,49.0
129,45.0,45.0,45.0,49.0,46.0,46.0,50.0,47.0
130,46.0,46.0,46.0,50.0,50.0,50.0,51.0,49.0
131,46.0,46.0,46.0,51.0,52.0,52.0,51.0,52.0
132,45.0,46.0,45.0,49.0,46.0,46.0,49.0,46.0
133,46.0,46.0,46.0,50.0,47.0,47.0,50.0,49.0
134,47.0,47.0,47.0,51.0,52.0,52.0,51.0,50.0
135,45.0,46.0,45.0,48.0,46.0,46.0,48.0,45.0
136,42.0,42.0,42.0,48.0,45.0,45.0,49.0,46.0
137,45.0,45.0,45.0,49.0,47.0,47.0,50.0,47.0
138,41.0,45.0,41.0,45.0,43.0,43.0,50.0,45.0
139,47.0,47.0,47.0,44.0,48.0,48.0,51.0,49.0
140,46.0,46.0,46.0,43.0,47.0,47.0,49.0,49.0
141,41.0,45.0,41.0,50.0,47.0,47.0,50.0,48.0
142,47.0,47.0,47.0,49.0,52.0,52.0,51.0,52.0
143,46.0,46.0,46.0,48.0,51.0,51.0,49.0,53.0
144,41.0,41.0,41.0,47.0,45.0,45.0,50.0,47.0
145,47.0,47.0,47.0,45.0,48.0,48.0,51.0,49.0
146,45.0,45.0,45.0,49.0,47.0,47.0,49.0,48.0
147,40.0,44.0,40.0,50.0,47.0,47.0,49.0,48.0
148,46.0,46.0,46.0,49.0,52.0,52.0,50.0,52.0
149,45.0,45.0,45.0,48.0,51.0,51.0,49.0,53.0
150,41.0,44.0,41.0,50.0,47.0,47.0,49.0,47.0
151,47.0,47.0,47.0,49.0,52.0,52.0,50.0,50.0
152,45.0,45.0,45.0,49.0,51.0,51.0,49.0,49.0
153,41.0,45.0,41.0,47.0,45.0,45.0,49.0,46.0
154,45.0,45.0,45.0,49.0,46.0,46.0,50.0,47.0
155,45.0,46.0,45.0,46.0,47.0,47.0,48.0,48.0
156,39.0,43.0,39.0,49.0,46.0,46.0,48.0,47.0
157,45.0,45.0,45.0,48.0,51.0,51.0,49.0,51.0
158,44.0,44.0,44.0,47.0,50.0,50.0,48.0,52.0
159,40.0,43.0,40.0,49.0,46.0,46.0,48.0,47.0
160,46.0,46.0,46.0,48.0,51.0,51.0,49.0,49.0
161,44.0,44.0,44.0,48.0,50.0,50.0,48.0,49.0
162,41.0,44.0,41.0,49.0,46.0,46.0,48.0,46.0
163,44.0,44.0,44.0,48.0,47.0,47.0,49.0,47.0
164,44.0,45.0,44.0,45.0,47.0,47.0,47.0,48.0
165,40.0,40.0,40.0,45.0,43.0,43.0,45.0,45.0
166,42.0,42.0,42.0,44.0,44.0,44.0,45.0,46.0
167,41.0,41.0,41.0,46.0,45.0,45.0,46.0,46.0
