Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12,Roll 13
0,46.0,50.0,46.0,44.0,42.0,46.0,44.0,46.0,47.0,46.0,46.0,46.0,47.0,48.0
1,41.0,49.0,45.0,44.0,38.0,45.0,45.0,48.0,46.0,47.0,43.0,47.0,46.0,46.0
2,41.0,49.0,44.0,45.0,43.0,44.0,45.0,48.0,48.0,47.0,44.0,47.0,48.0,46.0
3,46.0,50.0,48.0,45.0,44.0,48.0,45.0,48.0,46.0,47.0,46.0,47.0,46.0,48.0
4,43.0,50.0,45.0,46.0,41.0,45.0,46.0,50.0,47.0,48.0,43.0,48.0,47.0,50.0
5,41.0,52.0,45.0,46.0,44.0,45.0,46.0,52.0,48.0,47.0,44.0,47.0,48.0,47.0
6,42.0,49.0,49.0,45.0,45.0,49.0,45.0,48.0,45.0,48.0,45.0,48.0,47.0,49.0
7,44.0,50.0,45.0,47.0,40.0,46.0,47.0,49.0,45.0,47.0,44.0,47.0,46.0,51.0
8,41.0,52.0,46.0,45.0,45.0,46.0,47.0,52.0,48.0,47.0,44.0,47.0,48.0,48.0
9,46.0,50.0,46.0,47.0,46.0,46.0,47.0,50.0,49.0,49.0,46.0,49.0,49.0,49.0
10,42.0,51.0,45.0,47.0,44.0,46.0,47.0,51.0,48.0,47.0,43.0,47.0,48.0,46.0
11,42.0,52.0,44.0,47.0,43.0,46.0,47.0,51.0,49.0,47.0,44.0,47.0,49.0,47.0
12,48.0,50.0,45.0,46.0,45.0,45.0,46.0,49.0,48.0,48.0,48.0,48.0,48.0,49.0
13,47.0,50.0,50.0,46.0,45.0,50.0,46.0,50.0,47.0,51.0,47.0,51.0,47.0,51.0
14,44.0,51.0,50.0,46.0,43.0,50.0,46.0,50.0,48.0,48.0,46.0,48.0,48.0,49.0
15,49.0,50.0,46.0,43.0,46.0,46.0,43.0,47.0,43.0,48.0,49.0,48.0,43.0,50.0
16,48.0,49.0,51.0,44.0,44.0,51.0,44.0,47.0,44.0,52.0,48.0,52.0,45.0,52.0
17,45.0,50.0,51.0,44.0,44.0,51.0,44.0,48.0,48.0,49.0,45.0,49.0,48.0,50.0
18,46.0,49.0,47.0,45.0,43.0,47.0,45.0,48.0,47.0,47.0,46.0,47.0,47.0,48.0
19,42.0,52.0,46.0,47.0,41.0,46.0,47.0,50.0,46.0,48.0,42.0,48.0,46.0,49.0
