Turn 6,Turn 7,Score,Connecting Exits,Longest Railway,Longest Highway,Centre Points,Errors,Bonus Point
0,0,37,20,6,7,8,-4,0
0,1,38,20,7,7,7,-3,0
0,2,37,20,7,7,6,-3,0
