Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4
0,42.0,41.0,43.0,44.0,42.0
1,44.0,46.0,46.0,44.0,43.0
2,43.0,46.0,46.0,45.0,44.0
3,43.0,41.0,43.0,44.0,43.0
4,45.0,46.0,46.0,45.0,45.0
5,45.0,46.0,46.0,45.0,45.0
6,43.0,41.0,43.0,42.0,43.0
7,46.0,46.0,46.0,46.0,46.0
8,46.0,46.0,46.0,46.0,46.0
9,45.0,44.0,44.0,44.0,45.0
10,48.0,46.0,46.0,44.0,48.0
11,45.0,46.0,46.0,46.0,45.0
12,44.0,44.0,44.0,43.0,44.0
13,47.0,46.0,46.0,43.0,47.0
14,44.0,46.0,46.0,45.0,44.0
15,42.0,42.0,43.0,41.0,42.0
16,43.0,46.0,46.0,44.0,43.0
17,44.0,47.0,47.0,44.0,43.0
18,43.0,41.0,43.0,44.0,43.0
19,45.0,46.0,46.0,45.0,45.0
20,45.0,46.0,46.0,45.0,45.0
21,43.0,41.0,43.0,42.0,43.0
22,46.0,46.0,46.0,46.0,46.0
23,46.0,46.0,46.0,46.0,46.0
24,45.0,44.0,44.0,44.0,45.0
25,48.0,46.0,46.0,44.0,48.0
26,45.0,46.0,46.0,46.0,45.0
27,44.0,44.0,44.0,43.0,44.0
28,47.0,46.0,46.0,43.0,47.0
29,44.0,46.0,46.0,45.0,44.0
30,42.0,42.0,43.0,42.0,42.0
31,43.0,46.0,46.0,44.0,43.0
32,44.0,47.0,47.0,46.0,43.0
33,42.0,41.0,41.0,40.0,42.0
34,43.0,42.0,42.0,42.0,43.0
35,46.0,42.0,42.0,43.0,46.0
36,43.0,43.0,43.0,42.0,43.0
37,47.0,43.0,43.0,43.0,47.0
38,45.0,43.0,43.0,44.0,46.0
39,42.0,42.0,42.0,42.0,42.0
40,46.0,43.0,43.0,43.0,46.0
41,44.0,46.0,46.0,46.0,45.0
42,43.0,42.0,43.0,43.0,43.0
43,43.0,44.0,44.0,44.0,43.0
44,44.0,47.0,47.0,47.0,44.0
45,44.0,46.0,46.0,46.0,45.0
46,45.0,44.0,44.0,44.0,45.0
47,45.0,48.0,48.0,48.0,46.0
48,43.0,46.0,46.0,46.0,44.0
49,44.0,44.0,44.0,47.0,45.0
50,48.0,48.0,48.0,48.0,48.0
51,43.0,44.0,45.0,45.0,43.0
52,44.0,45.0,45.0,48.0,44.0
53,49.0,49.0,49.0,49.0,49.0
54,42.0,45.0,45.0,45.0,43.0
55,43.0,43.0,43.0,46.0,44.0
56,47.0,47.0,47.0,47.0,47.0
57,42.0,44.0,44.0,44.0,42.0
58,44.0,44.0,44.0,47.0,44.0
59,48.0,48.0,48.0,48.0,48.0
60,41.0,43.0,44.0,42.0,41.0
61,44.0,44.0,44.0,44.0,44.0
62,43.0,48.0,48.0,44.0,43.0
63,42.0,40.0,42.0,43.0,42.0
64,44.0,45.0,45.0,44.0,44.0
65,44.0,45.0,45.0,44.0,44.0
66,42.0,41.0,42.0,41.0,42.0
67,45.0,45.0,45.0,45.0,45.0
68,45.0,45.0,45.0,45.0,45.0
69,44.0,43.0,43.0,43.0,44.0
70,47.0,45.0,45.0,43.0,47.0
71,45.0,45.0,45.0,45.0,44.0
72,43.0,43.0,43.0,42.0,43.0
73,46.0,45.0,45.0,42.0,46.0
74,44.0,46.0,46.0,45.0,43.0
75,42.0,42.0,43.0,42.0,42.0
76,43.0,45.0,45.0,43.0,43.0
77,43.0,47.0,47.0,46.0,43.0
78,42.0,41.0,41.0,40.0,42.0
79,43.0,42.0,42.0,42.0,43.0
80,45.0,42.0,42.0,43.0,45.0
81,43.0,43.0,43.0,42.0,43.0
82,46.0,42.0,42.0,43.0,46.0
83,45.0,43.0,43.0,44.0,45.0
84,42.0,42.0,42.0,42.0,42.0
85,45.0,43.0,43.0,43.0,45.0
86,44.0,46.0,46.0,46.0,44.0
87,43.0,42.0,43.0,43.0,43.0
88,43.0,44.0,44.0,44.0,43.0
89,44.0,47.0,47.0,47.0,44.0
90,44.0,46.0,46.0,46.0,45.0
91,45.0,44.0,44.0,44.0,45.0
92,45.0,48.0,48.0,48.0,46.0
93,43.0,46.0,46.0,46.0,44.0
94,44.0,44.0,44.0,47.0,45.0
95,48.0,48.0,48.0,48.0,48.0
96,43.0,44.0,45.0,45.0,43.0
97,44.0,45.0,45.0,48.0,44.0
98,49.0,49.0,49.0,49.0,49.0
99,42.0,45.0,45.0,45.0,43.0
100,43.0,43.0,43.0,46.0,44.0
101,47.0,47.0,47.0,47.0,47.0
102,42.0,44.0,44.0,44.0,42.0
103,44.0,44.0,44.0,47.0,44.0
104,48.0,48.0,48.0,48.0,48.0
105,41.0,43.0,44.0,42.0,41.0
106,44.0,44.0,44.0,44.0,44.0
107,43.0,48.0,48.0,44.0,43.0
108,36.0,35.0,36.0,36.0,36.0
109,37.0,37.0,37.0,37.0,37.0
110,42.0,39.0,39.0,39.0,42.0
111,38.0,37.0,37.0,37.0,38.0
112,43.0,37.0,37.0,38.0,43.0
113,43.0,41.0,41.0,41.0,43.0
114,37.0,36.0,36.0,36.0,37.0
115,42.0,37.0,37.0,37.0,42.0
116,42.0,42.0,42.0,42.0,42.0
117,38.0,37.0,37.0,37.0,38.0
118,38.0,38.0,38.0,38.0,38.0
119,43.0,43.0,43.0,43.0,43.0
120,40.0,43.0,43.0,42.0,40.0
121,44.0,38.0,38.0,38.0,44.0
122,43.0,42.0,42.0,43.0,43.0
