0,41.0
1,42.0
2,44.0
3,42.0
4,45.0
5,45.0
6,41.0
7,44.0
8,44.0
9,42.0
10,44.0
11,47.0
12,42.0
13,43.0
14,47.0
15,42.0
16,42.0
17,47.0
18,42.0
19,45.0
20,45.0
21,42.0
22,45.0
23,45.0
24,42.0
25,46.0
26,47.0
27,42.0
28,46.0
29,47.0
30,42.0
31,46.0
32,47.0
33,41.0
34,44.0
35,44.0
36,42.0
37,47.0
38,47.0
39,42.0
40,47.0
41,47.0
42,42.0
43,47.0
44,47.0
45,43.0
46,47.0
47,47.0
48,43.0
49,47.0
50,47.0
51,43.0
52,47.0
53,47.0
54,42.0
55,46.0
56,46.0
57,42.0
58,46.0
59,46.0
60,42.0
61,43.0
62,42.0
63,41.0
64,44.0
65,45.0
66,41.0
67,44.0
68,45.0
69,41.0
70,45.0
71,46.0
72,41.0
73,45.0
74,46.0
75,41.0
76,45.0
77,46.0
78,41.0
79,44.0
80,45.0
81,41.0
82,46.0
83,46.0
84,41.0
85,46.0
86,46.0
87,41.0
88,46.0
89,46.0
90,42.0
91,46.0
92,46.0
93,42.0
94,46.0
95,46.0
96,42.0
97,46.0
98,46.0
99,41.0
100,45.0
101,45.0
102,41.0
103,45.0
104,46.0
105,41.0
106,42.0
107,46.0
108,41.0
109,42.0
110,42.0
111,41.0
112,43.0
113,42.0
114,41.0
115,43.0
116,43.0
117,41.0
118,43.0
119,44.0
120,42.0
121,42.0
122,44.0
123,42.0
124,43.0
125,46.0
126,42.0
127,44.0
128,47.0
129,41.0
130,42.0
131,46.0
132,41.0
133,43.0
134,47.0
135,41.0
136,43.0
137,47.0
138,42.0
139,42.0
140,47.0
141,42.0
142,46.0
143,47.0
144,42.0
145,47.0
146,47.0
147,42.0
148,46.0
149,47.0
150,42.0
151,47.0
152,47.0
153,42.0
154,47.0
155,47.0
156,41.0
157,45.0
158,46.0
159,41.0
160,46.0
161,46.0
162,41.0
163,46.0
164,46.0
165,42.0
166,43.0
167,43.0
