Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,51.0,56.0,57.0,48.0,50.0,50.0,46.0,55.0,47.0,46.0,46.0,50.0,50.0
1,49.0,49.0,50.0,41.0,40.0,40.0,45.0,54.0,39.0,43.0,43.0,45.0,45.0
2,47.0,49.0,51.0,46.0,42.0,42.0,45.0,50.0,44.0,39.0,39.0,49.0,49.0
3,54.0,57.0,58.0,55.0,55.0,55.0,53.0,56.0,51.0,53.0,53.0,53.0,53.0
4,52.0,51.0,51.0,48.0,45.0,45.0,52.0,55.0,44.0,52.0,52.0,47.0,47.0
5,48.0,53.0,52.0,49.0,47.0,47.0,48.0,51.0,48.0,48.0,48.0,50.0,50.0
6,55.0,55.0,55.0,55.0,50.0,50.0,53.0,53.0,50.0,53.0,53.0,54.0,54.0
7,53.0,51.0,51.0,47.0,41.0,41.0,51.0,52.0,44.0,51.0,51.0,48.0,48.0
8,49.0,53.0,52.0,49.0,45.0,45.0,48.0,48.0,47.0,48.0,48.0,49.0,50.0
9,50.0,51.0,51.0,48.0,49.0,50.0,47.0,50.0,49.0,47.0,47.0,54.0,54.0
10,49.0,52.0,52.0,44.0,44.0,44.0,45.0,45.0,43.0,43.0,43.0,45.0,45.0
11,45.0,48.0,49.0,47.0,41.0,42.0,46.0,42.0,46.0,40.0,40.0,47.0,47.0
12,54.0,55.0,55.0,55.0,55.0,57.0,53.0,56.0,55.0,53.0,53.0,55.0,55.0
13,56.0,56.0,56.0,49.0,51.0,51.0,51.0,51.0,48.0,49.0,49.0,51.0,51.0
14,52.0,53.0,54.0,54.0,51.0,51.0,52.0,48.0,52.0,46.0,46.0,52.0,52.0
15,54.0,54.0,54.0,55.0,55.0,57.0,53.0,56.0,55.0,53.0,53.0,55.0,55.0
16,56.0,56.0,56.0,49.0,51.0,51.0,51.0,51.0,48.0,49.0,49.0,51.0,51.0
17,52.0,53.0,54.0,54.0,51.0,51.0,52.0,48.0,52.0,46.0,46.0,52.0,52.0
18,59.0,58.0,58.0,55.0,54.0,54.0,52.0,55.0,54.0,52.0,52.0,58.0,58.0
19,57.0,56.0,56.0,47.0,44.0,44.0,51.0,54.0,48.0,51.0,51.0,52.0,52.0
20,53.0,56.0,56.0,52.0,50.0,50.0,47.0,50.0,49.0,47.0,47.0,54.0,54.0
21,60.0,59.0,59.0,56.0,55.0,55.0,53.0,53.0,54.0,53.0,53.0,59.0,59.0
22,58.0,56.0,56.0,50.0,46.0,46.0,53.0,53.0,48.0,53.0,53.0,53.0,53.0
23,54.0,57.0,56.0,52.0,50.0,50.0,49.0,49.0,50.0,49.0,49.0,54.0,55.0
24,54.0,55.0,55.0,54.0,54.0,55.0,54.0,54.0,53.0,54.0,54.0,57.0,57.0
25,53.0,55.0,55.0,52.0,49.0,49.0,53.0,53.0,47.0,53.0,53.0,48.0,48.0
26,48.0,51.0,51.0,50.0,46.0,47.0,49.0,48.0,50.0,48.0,48.0,50.0,50.0
27,59.0,58.0,58.0,58.0,59.0,59.0,58.0,58.0,59.0,58.0,58.0,58.0,58.0
28,60.0,59.0,59.0,56.0,56.0,56.0,59.0,59.0,52.0,59.0,59.0,54.0,54.0
29,55.0,56.0,57.0,57.0,56.0,56.0,55.0,55.0,56.0,55.0,55.0,56.0,56.0
30,59.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,59.0,58.0,58.0,58.0,58.0
31,60.0,59.0,59.0,56.0,56.0,56.0,59.0,59.0,52.0,59.0,59.0,54.0,54.0
32,55.0,56.0,57.0,57.0,56.0,56.0,55.0,55.0,56.0,55.0,55.0,56.0,56.0
33,54.0,56.0,55.0,56.0,49.0,49.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0
34,53.0,51.0,51.0,50.0,43.0,43.0,53.0,53.0,47.0,53.0,53.0,50.0,50.0
35,48.0,57.0,56.0,52.0,46.0,46.0,50.0,50.0,49.0,50.0,50.0,50.0,50.0
36,55.0,55.0,55.0,55.0,49.0,49.0,55.0,55.0,54.0,55.0,55.0,58.0,58.0
37,54.0,56.0,56.0,52.0,45.0,45.0,53.0,53.0,48.0,53.0,53.0,49.0,49.0
38,49.0,51.0,51.0,49.0,46.0,46.0,49.0,49.0,49.0,49.0,49.0,51.0,51.0
39,55.0,59.0,59.0,59.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0
40,61.0,60.0,60.0,56.0,50.0,50.0,59.0,59.0,52.0,59.0,59.0,55.0,55.0
41,56.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,57.0,57.0
42,55.0,60.0,60.0,60.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0
43,61.0,60.0,60.0,56.0,50.0,50.0,59.0,59.0,52.0,59.0,59.0,55.0,55.0
44,56.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,57.0,57.0
45,48.0,49.0,50.0,48.0,48.0,49.0,47.0,47.0,50.0,47.0,47.0,53.0,52.0
46,47.0,50.0,50.0,44.0,45.0,45.0,44.0,44.0,45.0,42.0,42.0,44.0,44.0
47,44.0,47.0,48.0,46.0,40.0,41.0,45.0,40.0,46.0,40.0,40.0,46.0,45.0
48,54.0,55.0,55.0,55.0,54.0,55.0,54.0,54.0,60.0,54.0,54.0,57.0,57.0
49,54.0,55.0,55.0,51.0,55.0,55.0,51.0,51.0,51.0,49.0,49.0,51.0,51.0
