Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5,Roll 6,Roll 7,Roll 8,Roll 9,Roll 10,Roll 11,Roll 12
0,37.0,37.0,36.0,38.0,39.0,38.0,35.0,36.0,35.0,36.0,35.0,35.0,39.0
1,37.0,38.0,37.0,40.0,38.0,39.0,36.0,37.0,37.0,35.0,37.0,36.0,43.0
2,39.0,40.0,39.0,40.0,40.0,39.0,38.0,39.0,38.0,37.0,38.0,38.0,42.0
3,38.0,38.0,36.0,38.0,39.0,38.0,35.0,39.0,35.0,36.0,35.0,35.0,39.0
4,39.0,39.0,38.0,40.0,38.0,39.0,38.0,38.0,37.0,36.0,37.0,38.0,43.0
5,39.0,40.0,39.0,40.0,39.0,39.0,38.0,39.0,38.0,37.0,38.0,38.0,42.0
6,38.0,38.0,36.0,38.0,40.0,38.0,36.0,38.0,35.0,36.0,35.0,36.0,39.0
7,39.0,40.0,38.0,40.0,39.0,39.0,38.0,38.0,38.0,36.0,38.0,38.0,43.0
8,39.0,40.0,39.0,40.0,39.0,37.0,39.0,39.0,38.0,37.0,38.0,39.0,42.0
9,41.0,41.0,41.0,40.0,41.0,40.0,40.0,41.0,40.0,39.0,40.0,40.0,40.0
10,39.0,44.0,41.0,44.0,43.0,41.0,39.0,41.0,42.0,39.0,42.0,39.0,43.0
11,41.0,43.0,42.0,41.0,43.0,39.0,40.0,42.0,43.0,41.0,43.0,40.0,43.0
12,40.0,40.0,40.0,39.0,40.0,39.0,39.0,40.0,40.0,40.0,40.0,39.0,39.0
13,38.0,43.0,40.0,43.0,42.0,40.0,38.0,40.0,43.0,38.0,43.0,38.0,42.0
14,40.0,42.0,41.0,41.0,42.0,39.0,40.0,41.0,42.0,40.0,42.0,40.0,42.0
15,41.0,41.0,37.0,40.0,40.0,40.0,37.0,37.0,37.0,41.0,37.0,37.0,40.0
16,38.0,39.0,38.0,42.0,40.0,41.0,37.0,38.0,37.0,38.0,37.0,37.0,43.0
17,41.0,41.0,41.0,41.0,41.0,39.0,40.0,41.0,39.0,38.0,39.0,40.0,43.0
18,38.0,38.0,35.0,38.0,38.0,38.0,35.0,38.0,35.0,35.0,35.0,35.0,38.0
19,39.0,39.0,37.0,39.0,38.0,39.0,38.0,37.0,37.0,37.0,37.0,38.0,42.0
20,39.0,40.0,38.0,40.0,38.0,38.0,38.0,38.0,37.0,37.0,37.0,38.0,42.0
21,38.0,38.0,36.0,38.0,39.0,38.0,36.0,37.0,35.0,35.0,35.0,36.0,39.0
22,39.0,39.0,38.0,40.0,38.0,39.0,38.0,38.0,37.0,37.0,37.0,38.0,42.0
23,39.0,40.0,39.0,40.0,38.0,36.0,39.0,39.0,38.0,37.0,38.0,39.0,42.0
24,41.0,41.0,41.0,40.0,40.0,40.0,40.0,41.0,40.0,39.0,40.0,40.0,39.0
25,40.0,43.0,40.0,43.0,42.0,41.0,39.0,40.0,42.0,40.0,42.0,39.0,43.0
26,41.0,43.0,42.0,41.0,43.0,38.0,40.0,42.0,43.0,41.0,43.0,40.0,43.0
27,40.0,40.0,40.0,39.0,39.0,39.0,39.0,40.0,39.0,40.0,39.0,39.0,38.0
28,39.0,42.0,39.0,42.0,41.0,40.0,38.0,39.0,42.0,39.0,42.0,38.0,43.0
