Scenario,Roll 0,Roll 1,Roll 2,Roll 3
0,40.0,42.0,42.0,40.0
1,38.0,44.0,44.0,38.0
2,44.0,44.0,44.0,44.0
3,42.0,43.0,43.0,42.0
4,42.0,48.0,48.0,42.0
5,48.0,44.0,44.0,48.0
6,43.0,44.0,44.0,43.0
7,43.0,49.0,49.0,43.0
8,47.0,44.0,44.0,47.0
9,46.0,45.0,45.0,46.0
10,40.0,46.0,46.0,40.0
11,44.0,46.0,46.0,44.0
12,45.0,46.0,46.0,45.0
13,42.0,47.0,47.0,39.0
14,43.0,47.0,47.0,43.0
15,41.0,45.0,45.0,41.0
16,43.0,46.0,46.0,40.0
17,44.0,46.0,46.0,44.0
18,42.0,44.0,44.0,42.0
19,46.0,49.0,49.0,42.0
20,48.0,48.0,48.0,48.0
21,43.0,44.0,44.0,43.0
22,47.0,49.0,49.0,42.0
23,48.0,49.0,49.0,48.0
24,50.0,48.0,48.0,50.0
25,44.0,45.0,45.0,43.0
26,48.0,46.0,46.0,48.0
27,49.0,50.0,50.0,49.0
28,46.0,48.0,48.0,42.0
29,47.0,50.0,50.0,47.0
30,42.0,46.0,46.0,42.0
31,47.0,49.0,49.0,42.0
32,48.0,50.0,50.0,48.0
33,42.0,43.0,43.0,42.0
34,45.0,44.0,44.0,43.0
35,47.0,44.0,44.0,47.0
36,51.0,47.0,47.0,51.0
37,45.0,45.0,45.0,44.0
38,49.0,47.0,47.0,49.0
39,50.0,51.0,51.0,50.0
40,44.0,47.0,47.0,43.0
41,48.0,48.0,48.0,48.0
42,43.0,45.0,45.0,43.0
43,43.0,48.0,48.0,43.0
44,49.0,49.0,49.0,49.0
45,46.0,46.0,46.0,46.0
46,41.0,47.0,47.0,40.0
47,45.0,46.0,46.0,45.0
48,48.0,50.0,50.0,48.0
49,46.0,48.0,48.0,45.0
50,47.0,47.0,47.0,46.0
51,49.0,46.0,46.0,49.0
52,47.0,47.0,47.0,46.0
53,47.0,47.0,47.0,47.0
54,47.0,50.0,50.0,47.0
55,45.0,48.0,48.0,45.0
56,49.0,50.0,50.0,45.0
57,48.0,48.0,48.0,48.0
58,46.0,47.0,47.0,46.0
59,50.0,50.0,50.0,46.0
60,41.0,44.0,44.0,41.0
61,39.0,47.0,47.0,38.0
62,44.0,46.0,46.0,44.0
63,42.0,44.0,44.0,41.0
64,46.0,49.0,49.0,41.0
65,47.0,47.0,47.0,47.0
66,42.0,44.0,44.0,42.0
67,47.0,49.0,49.0,41.0
68,47.0,48.0,48.0,47.0
69,49.0,49.0,49.0,49.0
70,44.0,49.0,49.0,42.0
71,48.0,49.0,49.0,47.0
72,48.0,49.0,49.0,48.0
73,46.0,48.0,48.0,41.0
74,47.0,49.0,49.0,46.0
75,43.0,45.0,45.0,41.0
76,47.0,49.0,49.0,41.0
77,47.0,49.0,49.0,47.0
78,42.0,43.0,43.0,41.0
79,44.0,49.0,49.0,42.0
80,46.0,45.0,45.0,46.0
81,50.0,50.0,50.0,50.0
82,44.0,50.0,50.0,43.0
83,48.0,50.0,50.0,48.0
84,49.0,50.0,50.0,49.0
85,43.0,49.0,49.0,42.0
86,47.0,49.0,49.0,47.0
87,42.0,45.0,45.0,42.0
88,44.0,49.0,49.0,42.0
89,48.0,48.0,48.0,48.0
90,48.0,45.0,45.0,45.0
91,44.0,50.0,50.0,39.0
92,48.0,46.0,46.0,44.0
93,49.0,49.0,49.0,47.0
94,50.0,51.0,51.0,44.0
95,51.0,48.0,48.0,50.0
96,50.0,48.0,48.0,48.0
97,51.0,49.0,49.0,45.0
98,51.0,49.0,49.0,51.0
99,49.0,49.0,49.0,46.0
100,49.0,51.0,51.0,44.0
101,50.0,50.0,50.0,49.0
102,50.0,49.0,49.0,47.0
103,50.0,51.0,51.0,45.0
104,51.0,50.0,50.0,50.0
105,42.0,43.0,43.0,40.0
106,43.0,48.0,48.0,40.0
107,47.0,46.0,46.0,43.0
108,41.0,42.0,42.0,38.0
109,43.0,44.0,44.0,38.0
110,43.0,40.0,40.0,42.0
111,49.0,45.0,45.0,45.0
112,44.0,45.0,45.0,39.0
113,47.0,45.0,45.0,44.0
114,48.0,49.0,49.0,44.0
115,43.0,47.0,47.0,40.0
116,46.0,45.0,45.0,43.0
117,41.0,43.0,43.0,38.0
118,43.0,48.0,48.0,41.0
119,45.0,45.0,45.0,44.0
120,49.0,45.0,45.0,46.0
121,45.0,51.0,51.0,39.0
122,49.0,46.0,46.0,45.0
123,50.0,49.0,49.0,45.0
124,50.0,52.0,52.0,45.0
125,52.0,49.0,49.0,51.0
126,49.0,49.0,49.0,46.0
127,51.0,50.0,50.0,46.0
128,51.0,50.0,50.0,52.0
129,49.0,48.0,48.0,44.0
130,50.0,52.0,52.0,44.0
131,51.0,51.0,51.0,50.0
132,49.0,49.0,49.0,45.0
133,51.0,52.0,52.0,45.0
134,50.0,50.0,50.0,51.0
135,41.0,44.0,44.0,38.0
136,43.0,49.0,49.0,41.0
137,45.0,47.0,47.0,44.0
138,46.0,46.0,46.0,41.0
139,43.0,47.0,47.0,38.0
140,45.0,47.0,47.0,43.0
141,49.0,48.0,48.0,43.0
142,46.0,51.0,51.0,40.0
143,47.0,48.0,48.0,46.0
144,50.0,45.0,45.0,44.0
145,47.0,47.0,47.0,41.0
146,47.0,48.0,48.0,47.0
147,49.0,49.0,49.0,43.0
148,45.0,52.0,52.0,40.0
149,49.0,49.0,49.0,45.0
150,50.0,49.0,49.0,44.0
151,46.0,50.0,50.0,41.0
152,50.0,49.0,49.0,46.0
153,50.0,48.0,48.0,44.0
154,46.0,50.0,50.0,41.0
155,47.0,47.0,47.0,47.0
156,49.0,49.0,49.0,43.0
157,44.0,51.0,51.0,40.0
158,49.0,48.0,48.0,45.0
159,50.0,49.0,49.0,44.0
160,45.0,49.0,49.0,41.0
161,50.0,48.0,48.0,46.0
162,49.0,49.0,49.0,43.0
163,46.0,49.0,49.0,41.0
164,46.0,47.0,47.0,47.0
165,42.0,43.0,43.0,37.0
166,38.0,47.0,47.0,36.0
167,40.0,47.0,47.0,39.0
