Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,51.0,49.0,48.0,46.0,43.0,44.0
1,53.0,49.0,47.0,44.0,44.0,44.0
2,50.0,49.0,45.0,45.0,44.0,44.0
3,52.0,53.0,49.0,50.0,44.0,46.0
4,53.0,53.0,47.0,48.0,47.0,47.0
5,53.0,49.0,48.0,49.0,47.0,47.0
6,51.0,51.0,47.0,51.0,44.0,46.0
7,53.0,53.0,47.0,48.0,47.0,47.0
8,53.0,49.0,48.0,49.0,47.0,47.0
9,52.0,47.0,46.0,47.0,47.0,47.0
10,53.0,49.0,48.0,45.0,49.0,49.0
11,50.0,49.0,46.0,46.0,48.0,48.0
12,52.0,50.0,45.0,48.0,46.0,46.0
13,52.0,52.0,47.0,46.0,51.0,51.0
14,49.0,48.0,46.0,46.0,47.0,47.0
15,52.0,51.0,42.0,47.0,43.0,44.0
16,53.0,53.0,44.0,46.0,47.0,47.0
17,49.0,49.0,47.0,46.0,44.0,44.0
18,52.0,53.0,49.0,54.0,45.0,46.0
19,53.0,53.0,49.0,52.0,47.0,47.0
20,54.0,52.0,52.0,53.0,47.0,47.0
21,52.0,51.0,49.0,54.0,45.0,46.0
22,53.0,53.0,49.0,53.0,47.0,47.0
23,54.0,53.0,52.0,53.0,47.0,47.0
24,53.0,49.0,49.0,52.0,47.0,47.0
25,53.0,48.0,48.0,51.0,48.0,48.0
26,50.0,48.0,47.0,49.0,52.0,52.0
27,52.0,50.0,48.0,53.0,46.0,47.0
28,52.0,52.0,47.0,50.0,51.0,51.0
29,49.0,48.0,48.0,49.0,51.0,51.0
30,52.0,51.0,48.0,52.0,45.0,47.0
31,53.0,53.0,47.0,50.0,48.0,48.0
32,49.0,49.0,48.0,49.0,48.0,48.0
33,48.0,48.0,48.0,53.0,44.0,46.0
34,49.0,49.0,48.0,53.0,47.0,47.0
35,53.0,53.0,52.0,53.0,48.0,48.0
36,49.0,48.0,49.0,52.0,48.0,48.0
37,53.0,49.0,47.0,52.0,49.0,49.0
38,50.0,46.0,47.0,49.0,52.0,52.0
39,48.0,48.0,48.0,53.0,47.0,47.0
40,52.0,48.0,46.0,51.0,51.0,51.0
41,49.0,48.0,48.0,50.0,51.0,51.0
42,48.0,48.0,48.0,53.0,44.0,47.0
43,49.0,48.0,47.0,50.0,48.0,48.0
44,49.0,48.0,48.0,50.0,48.0,48.0
45,49.0,44.0,44.0,48.0,48.0,48.0
46,45.0,44.0,47.0,46.0,52.0,52.0
