Scenario,Roll 0,Roll 1,Roll 2,Roll 3,Roll 4,Roll 5
0,39.0,34.0,35.0,35.0,35.0,39.0
1,44.0,38.0,36.0,36.0,36.0,40.0
2,43.0,37.0,37.0,38.0,38.0,41.0
3,39.0,34.0,34.0,34.0,34.0,39.0
4,44.0,39.0,38.0,38.0,38.0,39.0
5,43.0,39.0,38.0,38.0,38.0,40.0
6,39.0,34.0,35.0,35.0,35.0,38.0
7,43.0,38.0,37.0,38.0,38.0,40.0
8,44.0,38.0,37.0,38.0,38.0,41.0
9,43.0,39.0,38.0,38.0,38.0,39.0
10,45.0,44.0,39.0,39.0,39.0,41.0
11,45.0,43.0,40.0,40.0,40.0,41.0
12,42.0,38.0,37.0,37.0,37.0,38.0
13,44.0,43.0,38.0,38.0,38.0,40.0
14,44.0,42.0,39.0,39.0,39.0,40.0
15,40.0,35.0,36.0,36.0,36.0,38.0
16,43.0,40.0,36.0,37.0,37.0,40.0
17,44.0,39.0,39.0,39.0,39.0,41.0
18,38.0,33.0,33.0,33.0,33.0,38.0
19,43.0,39.0,39.0,39.0,38.0,38.0
20,42.0,39.0,38.0,38.0,38.0,39.0
21,38.0,33.0,34.0,34.0,34.0,37.0
22,43.0,40.0,40.0,40.0,38.0,39.0
23,43.0,40.0,38.0,38.0,38.0,40.0
24,42.0,39.0,38.0,39.0,39.0,38.0
25,44.0,44.0,40.0,40.0,39.0,40.0
26,44.0,43.0,40.0,40.0,40.0,40.0
27,42.0,38.0,37.0,38.0,38.0,38.0
28,44.0,43.0,39.0,39.0,38.0,39.0
29,44.0,42.0,39.0,39.0,39.0,40.0
30,39.0,34.0,35.0,35.0,35.0,37.0
31,44.0,40.0,40.0,40.0,38.0,39.0
32,43.0,39.0,39.0,39.0,39.0,40.0
33,39.0,34.0,35.0,35.0,35.0,37.0
34,43.0,39.0,39.0,40.0,38.0,39.0
35,42.0,39.0,37.0,38.0,38.0,39.0
36,41.0,39.0,39.0,39.0,38.0,38.0
37,45.0,43.0,41.0,41.0,40.0,39.0
38,44.0,44.0,40.0,40.0,40.0,41.0
39,43.0,38.0,38.0,38.0,37.0,37.0
40,45.0,42.0,40.0,40.0,39.0,38.0
41,45.0,43.0,39.0,39.0,39.0,40.0
42,40.0,35.0,36.0,36.0,36.0,37.0
43,45.0,39.0,39.0,40.0,39.0,39.0
44,43.0,40.0,39.0,39.0,39.0,40.0
45,43.0,43.0,39.0,39.0,39.0,38.0
46,45.0,45.0,41.0,41.0,41.0,40.0
47,45.0,45.0,41.0,41.0,41.0,41.0
48,43.0,42.0,38.0,38.0,38.0,37.0
49,47.0,44.0,40.0,40.0,40.0,39.0
50,45.0,44.0,40.0,40.0,40.0,40.0
51,41.0,39.0,39.0,39.0,38.0,38.0
52,46.0,43.0,41.0,41.0,39.0,40.0
53,46.0,44.0,41.0,41.0,41.0,41.0
54,42.0,41.0,37.0,37.0,37.0,37.0
55,46.0,43.0,39.0,39.0,39.0,38.0
56,44.0,43.0,39.0,39.0,39.0,39.0
57,42.0,38.0,38.0,38.0,37.0,37.0
58,45.0,42.0,40.0,40.0,38.0,39.0
59,45.0,43.0,40.0,40.0,40.0,40.0
60,40.0,35.0,35.0,35.0,35.0,37.0
61,45.0,39.0,39.0,40.0,37.0,39.0
62,42.0,40.0,37.0,37.0,37.0,39.0
63,37.0,32.0,32.0,32.0,32.0,37.0
64,42.0,38.0,38.0,38.0,37.0,37.0
65,41.0,38.0,37.0,37.0,37.0,38.0
66,37.0,32.0,33.0,33.0,33.0,36.0
67,42.0,39.0,39.0,39.0,37.0,38.0
68,42.0,39.0,37.0,37.0,37.0,39.0
69,41.0,38.0,37.0,38.0,38.0,37.0
70,43.0,43.0,40.0,40.0,38.0,39.0
71,43.0,42.0,39.0,39.0,39.0,39.0
72,41.0,37.0,36.0,37.0,37.0,37.0
73,43.0,42.0,39.0,39.0,37.0,38.0
74,43.0,41.0,38.0,38.0,38.0,39.0
75,38.0,33.0,34.0,34.0,34.0,36.0
76,43.0,39.0,39.0,39.0,37.0,38.0
77,42.0,38.0,38.0,38.0,38.0,39.0
78,38.0,33.0,34.0,34.0,34.0,36.0
79,43.0,39.0,39.0,39.0,37.0,38.0
80,41.0,39.0,37.0,37.0,37.0,38.0
81,40.0,38.0,38.0,38.0,37.0,37.0
82,44.0,43.0,41.0,41.0,39.0,38.0
83,43.0,43.0,40.0,40.0,39.0,40.0
84,42.0,37.0,37.0,37.0,36.0,36.0
85,44.0,42.0,40.0,40.0,38.0,37.0
86,44.0,42.0,39.0,39.0,38.0,39.0
87,39.0,34.0,35.0,35.0,35.0,36.0
88,44.0,39.0,40.0,40.0,38.0,38.0
89,42.0,39.0,38.0,38.0,38.0,39.0
90,42.0,42.0,38.0,38.0,38.0,37.0
91,44.0,44.0,40.0,40.0,40.0,39.0
92,44.0,44.0,40.0,40.0,40.0,40.0
93,42.0,42.0,38.0,38.0,38.0,36.0
94,46.0,44.0,40.0,40.0,39.0,38.0
95,44.0,44.0,40.0,40.0,40.0,39.0
96,40.0,39.0,38.0,38.0,37.0,37.0
97,45.0,44.0,41.0,41.0,38.0,39.0
98,45.0,43.0,40.0,40.0,40.0,40.0
99,41.0,41.0,37.0,37.0,37.0,36.0
100,45.0,43.0,39.0,39.0,38.0,37.0
101,43.0,43.0,39.0,39.0,39.0,38.0
102,41.0,38.0,37.0,37.0,36.0,36.0
103,44.0,43.0,40.0,40.0,37.0,38.0
104,44.0,42.0,39.0,39.0,39.0,39.0
105,39.0,34.0,34.0,34.0,34.0,36.0
106,44.0,39.0,40.0,40.0,36.0,38.0
107,41.0,39.0,39.0,39.0,38.0,38.0
108,32.0,33.0,35.0,35.0,35.0,36.0
109,40.0,39.0,39.0,40.0,35.0,37.0
110,40.0,39.0,37.0,37.0,37.0,38.0
111,37.0,39.0,39.0,39.0,37.0,36.0
112,40.0,43.0,42.0,42.0,38.0,38.0
113,40.0,42.0,41.0,41.0,39.0,38.0
114,38.0,38.0,38.0,38.0,36.0,35.0
115,43.0,42.0,41.0,41.0,37.0,37.0
116,40.0,41.0,40.0,40.0,38.0,38.0
117,35.0,35.0,35.0,35.0,35.0,35.0
118,40.0,40.0,41.0,41.0,36.0,37.0
119,40.0,40.0,37.0,38.0,38.0,39.0
120,38.0,41.0,39.0,39.0,37.0,37.0
121,40.0,45.0,41.0,41.0,39.0,39.0
122,44.0,44.0,39.0,39.0,39.0,39.0
123,38.0,43.0,38.0,38.0,37.0,36.0
124,43.0,45.0,41.0,41.0,38.0,38.0
125,43.0,45.0,40.0,40.0,39.0,39.0
126,38.0,40.0,39.0,39.0,37.0,36.0
127,41.0,45.0,42.0,42.0,39.0,39.0
128,43.0,43.0,41.0,41.0,40.0,39.0
129,37.0,42.0,37.0,37.0,36.0,35.0
130,42.0,44.0,40.0,40.0,37.0,37.0
131,42.0,44.0,39.0,39.0,38.0,38.0
132,38.0,39.0,38.0,38.0,36.0,35.0
133,43.0,44.0,41.0,41.0,38.0,38.0
134,42.0,42.0,40.0,40.0,39.0,38.0
135,36.0,35.0,35.0,35.0,35.0,36.0
136,41.0,40.0,41.0,41.0,36.0,37.0
137,39.0,39.0,39.0,39.0,39.0,39.0
138,38.0,42.0,38.0,38.0,38.0,37.0
139,45.0,44.0,39.0,39.0,39.0,39.0
140,43.0,45.0,41.0,41.0,41.0,39.0
141,40.0,42.0,39.0,39.0,39.0,36.0
142,44.0,47.0,40.0,40.0,39.0,38.0
143,44.0,44.0,40.0,40.0,40.0,39.0
144,39.0,41.0,39.0,40.0,38.0,37.0
145,43.0,46.0,41.0,41.0,40.0,39.0
146,45.0,45.0,41.0,41.0,41.0,39.0
147,40.0,41.0,38.0,38.0,38.0,35.0
148,46.0,46.0,40.0,40.0,38.0,38.0
149,44.0,43.0,39.0,40.0,39.0,38.0
150,39.0,42.0,38.0,39.0,37.0,36.0
151,45.0,45.0,41.0,41.0,39.0,38.0
152,45.0,44.0,40.0,41.0,40.0,39.0
153,38.0,39.0,39.0,40.0,37.0,37.0
154,41.0,45.0,42.0,42.0,39.0,39.0
155,41.0,41.0,41.0,42.0,39.0,39.0
156,39.0,40.0,37.0,37.0,37.0,34.0
157,45.0,45.0,39.0,39.0,37.0,37.0
158,43.0,42.0,38.0,39.0,38.0,38.0
159,38.0,41.0,37.0,38.0,36.0,35.0
160,44.0,44.0,40.0,40.0,38.0,37.0
161,44.0,43.0,39.0,40.0,39.0,38.0
162,38.0,38.0,38.0,39.0,36.0,36.0
163,43.0,44.0,41.0,41.0,38.0,38.0
164,41.0,40.0,40.0,41.0,38.0,38.0
165,37.0,36.0,34.0,35.0,35.0,36.0
166,41.0,40.0,41.0,41.0,36.0,36.0
167,38.0,38.0,36.0,37.0,37.0,37.0
