,Mean,StdDev,Min,Median,Max,Seed-1,Seed-10,Seed-100,Seed-11,Seed-12,Seed-13,Seed-14,Seed-15,Seed-16,Seed-17,Seed-18,Seed-19,Seed-2,Seed-20,Seed-21,Seed-22,Seed-23,Seed-24,Seed-25,Seed-26,Seed-27,Seed-28,Seed-29,Seed-3,Seed-30,Seed-31,Seed-32,Seed-33,Seed-34,Seed-35,Seed-36,Seed-37,Seed-38,Seed-39,Seed-4,Seed-40,Seed-41,Seed-42,Seed-43,Seed-44,Seed-45,Seed-46,Seed-47,Seed-48,Seed-49,Seed-5,Seed-50,Seed-51,Seed-52,Seed-53,Seed-54,Seed-55,Seed-56,Seed-57,Seed-58,Seed-59,Seed-6,Seed-60,Seed-61,Seed-62,Seed-63,Seed-64,Seed-65,Seed-66,Seed-67,Seed-68,Seed-69,Seed-7,Seed-70,Seed-71,Seed-72,Seed-73,Seed-74,Seed-75,Seed-76,Seed-77,Seed-78,Seed-79,Seed-8,Seed-80,Seed-81,Seed-82,Seed-83,Seed-84,Seed-85,Seed-86,Seed-87,Seed-88,Seed-89,Seed-9,Seed-90,Seed-91,Seed-92,Seed-93,Seed-94,Seed-95,Seed-96,Seed-97,Seed-98,Seed-99
gurobi time,17.39,40.12,0.4,9.725000000000001,383.53,7.8,7.71,4.36,17.37,15.38,3.63,11.72,12.5,4.48,14.54,3.18,7.14,3.3,4.43,0.4,14.25,10.37,8.58,24.62,11.98,2.02,14.2,3.34,28.04,10.26,9.65,1.99,6.46,0.79,8.08,2.89,5.26,6.79,3.53,3.84,3.81,12.03,6.61,5.92,28.14,6.48,7.6,3.23,34.97,2.21,2.94,9.11,18.95,35.08,9.43,64.4,16.36,13.31,9.17,126.69,1.47,3.4,9.8,15.02,10.69,5.87,17.06,8.91,18.96,8.01,6.21,22.71,14.3,8.98,22.86,17.25,16.86,10.78,6.51,13.25,16.99,2.0,8.0,3.12,15.39,34.75,22.03,5.75,15.21,71.02,18.43,383.53,22.44,34.19,5.01,16.39,13.36,2.72,27.66,13.69,13.18,12.71,19.33,5.56,6.67
total time,18.77,40.13,1.51,11.2,384.89,9.09,8.95,5.82,18.84,16.79,5.12,13.0,14.1,5.78,15.79,4.38,8.41,5.04,5.67,1.51,15.72,11.6,10.04,25.87,13.6,3.47,15.39,4.6,29.76,11.77,11.28,3.46,7.87,2.39,9.47,4.19,6.53,8.06,4.74,5.37,5.13,13.33,7.88,7.1,29.73,7.65,9.07,4.66,36.59,3.47,4.25,10.39,20.31,36.83,10.64,65.71,17.65,14.48,10.39,128.25,3.08,4.72,11.12,16.34,12.19,7.11,18.29,10.45,20.2,9.29,7.87,24.35,15.52,10.21,24.1,18.66,18.14,11.97,7.91,14.73,18.55,3.33,9.26,4.42,16.81,36.24,23.32,7.06,16.7,72.68,19.88,384.89,23.66,35.55,6.32,17.61,14.96,4.15,29.08,14.94,14.39,14.03,20.54,6.97,8.1
result,40.23,6.54,25.0,40.25000030958286,52.0,47.0,52.0,31.0,38.0,43.5,51.0,42.0,50.0,37.99999999999999,42.0,48.0,40.0,51.0,43.0,49.0,40.99999999999999,44.0,48.0,44.0,38.0,49.0,46.0,44.0,52.0,34.0,31.0,49.0,40.5,41.5,41.0,50.0,40.0,41.0,44.50000000000005,49.0,43.5,34.0,47.5,36.5,40.0,32.5,37.000000000000334,45.0,43.500000887373254,44.0,45.0,37.0,40.5,35.5,39.5,25.0,34.0,37.0,30.5,39.0,46.0,46.0,37.0,28.5,38.0,31.000000000000025,40.0,41.0,26.0,42.99999999999998,43.0,40.5,45.0,39.5,43.5,33.5,51.00000000000002,28.5,40.000000619165725,31.5,42.0,37.0,48.000006522548425,49.5,26.5,36.0,39.0,37.0,38.0,37.5,38.0,27.500001028619614,38.0,30.499999999999986,46.0,37.0,40.00000000000003,41.0,27.000000411805722,37.0,34.0,36.5,31.00000000000001,47.5,49.0
